cell_id	clone_id	dataset_id
SA1055-A95621A-R09-C52	D	SA1055
SA1055-A95621A-R09-C53	D	SA1055
SA1055-A95621A-R09-C54	D	SA1055
SA1055-A95621A-R09-C55	D	SA1055
SA1055-A95621A-R09-C56	D	SA1055
SA1055-A95621A-R09-C58	D	SA1055
SA1055-A95621A-R09-C60	D	SA1055
SA1055-A95621A-R09-C61	A	SA1055
SA1055-A95621A-R09-C64	D	SA1055
SA1055-A95621A-R09-C65	D	SA1055
SA1055-A95621A-R09-C66	D	SA1055
SA1055-A95621A-R09-C67	D	SA1055
SA1055-A95621A-R09-C68	B	SA1055
SA1055-A95621A-R09-C69	D	SA1055
SA1055-A95621A-R10-C07	C	SA1055
SA1055-A95621A-R10-C08	B	SA1055
SA1055-A95621A-R10-C10	D	SA1055
SA1055-A95621A-R10-C12	B	SA1055
SA1055-A95621A-R10-C13	E	SA1055
SA1055-A95621A-R10-C15	C	SA1055
SA1055-A95621A-R10-C17	C	SA1055
SA1055-A95621A-R10-C19	D	SA1055
SA1055-A95621A-R10-C20	D	SA1055
SA1055-A95621A-R10-C22	D	SA1055
SA1055-A95621A-R10-C27	D	SA1055
SA1055-A95621A-R10-C32	D	SA1055
SA1055-A95621A-R10-C35	A	SA1055
SA1055-A95621A-R10-C37	D	SA1055
SA1055-A95621A-R10-C38	D	SA1055
SA1055-A95621A-R10-C40	D	SA1055
SA1055-A95621A-R10-C42	B	SA1055
SA1055-A95621A-R10-C45	D	SA1055
SA1055-A95621A-R10-C49	E	SA1055
SA1055-A95621A-R10-C50	C	SA1055
SA1055-A95621A-R10-C52	A	SA1055
SA1055-A95621A-R10-C54	D	SA1055
SA1055-A95621A-R10-C56	D	SA1055
SA1055-A95621A-R10-C58	D	SA1055
SA1055-A95621A-R10-C61	A	SA1055
SA1055-A95621A-R10-C64	D	SA1055
SA1055-A95621A-R10-C65	D	SA1055
SA1055-A95621A-R10-C66	D	SA1055
SA1055-A95621A-R10-C69	E	SA1055
SA1055-A95621A-R11-C08	D	SA1055
SA1055-A95621A-R11-C09	D	SA1055
SA1055-A95621A-R11-C10	D	SA1055
SA1055-A95621A-R11-C11	B	SA1055
SA1055-A95621A-R11-C12	D	SA1055
SA1055-A95621A-R11-C13	D	SA1055
SA1055-A95621A-R11-C14	D	SA1055
SA1055-A95621A-R11-C15	D	SA1055
SA1055-A95621A-R11-C16	C	SA1055
SA1055-A95621A-R11-C17	D	SA1055
SA1055-A95621A-R11-C18	A	SA1055
SA1055-A95621A-R11-C19	A	SA1055
SA1055-A95621A-R11-C22	D	SA1055
SA1055-A95621A-R11-C23	E	SA1055
SA1055-A95621A-R11-C26	C	SA1055
SA1055-A95621A-R11-C29	A	SA1055
SA1055-A95621A-R11-C30	C	SA1055
SA1055-A95621A-R11-C32	C	SA1055
SA1055-A95621A-R11-C34	A	SA1055
SA1055-A95621A-R11-C35	C	SA1055
SA1055-A95621A-R11-C36	B	SA1055
SA1055-A95621A-R11-C37	C	SA1055
SA1055-A95621A-R11-C38	D	SA1055
SA1055-A95621A-R11-C39	D	SA1055
SA1055-A95621A-R11-C40	D	SA1055
SA1055-A95621A-R11-C45	D	SA1055
SA1055-A95621A-R11-C47	B	SA1055
SA1055-A95621A-R11-C49	D	SA1055
SA1055-A95621A-R11-C50	D	SA1055
SA1055-A95621A-R11-C51	A	SA1055
SA1055-A95621A-R11-C52	E	SA1055
SA1055-A95621A-R11-C53	D	SA1055
SA1055-A95621A-R11-C55	D	SA1055
SA1055-A95621A-R11-C56	D	SA1055
SA1055-A95621A-R11-C57	A	SA1055
SA1055-A95621A-R11-C58	C	SA1055
SA1055-A95621A-R11-C60	D	SA1055
SA1055-A95621A-R11-C62	D	SA1055
SA1055-A95621A-R11-C63	D	SA1055
SA1055-A95621A-R11-C64	D	SA1055
SA1055-A95621A-R11-C65	B	SA1055
SA1055-A95621A-R11-C68	D	SA1055
SA1055-A95621A-R11-C70	E	SA1055
SA1055-A95621A-R12-C07	D	SA1055
SA1055-A95621A-R12-C10	A	SA1055
SA1055-A95621A-R12-C11	A	SA1055
SA1055-A95621A-R12-C12	D	SA1055
SA1055-A95621A-R12-C15	A	SA1055
SA1055-A95621A-R12-C16	E	SA1055
SA1055-A95621A-R12-C17	D	SA1055
SA1055-A95621A-R12-C18	C	SA1055
SA1055-A95621A-R12-C22	D	SA1055
SA1055-A95621A-R12-C24	D	SA1055
SA1055-A95621A-R12-C29	D	SA1055
SA1055-A95621A-R12-C30	D	SA1055
SA1055-A95621A-R12-C31	D	SA1055
SA1055-A95621A-R12-C32	D	SA1055
SA1055-A95621A-R12-C33	D	SA1055
SA1055-A95621A-R12-C36	D	SA1055
SA1055-A95621A-R12-C40	D	SA1055
SA1055-A95621A-R12-C45	D	SA1055
SA1055-A95621A-R12-C48	D	SA1055
SA1055-A95621A-R12-C49	D	SA1055
SA1055-A95621A-R12-C50	C	SA1055
SA1055-A95621A-R12-C52	D	SA1055
SA1055-A95621A-R12-C53	C	SA1055
SA1055-A95621A-R12-C54	D	SA1055
SA1055-A95621A-R12-C61	D	SA1055
SA1055-A95621A-R12-C66	D	SA1055
SA1055-A95621A-R12-C68	A	SA1055
SA1055-A95621A-R12-C69	C	SA1055
SA1055-A95621A-R12-C70	D	SA1055
SA1055-A95621A-R13-C08	D	SA1055
SA1055-A95621A-R13-C12	D	SA1055
SA1055-A95621A-R13-C13	D	SA1055
SA1055-A95621A-R13-C14	A	SA1055
SA1055-A95621A-R13-C16	A	SA1055
SA1055-A95621A-R13-C17	A	SA1055
SA1055-A95621A-R13-C18	D	SA1055
SA1055-A95621A-R13-C20	E	SA1055
SA1055-A95621A-R13-C23	D	SA1055
SA1055-A95621A-R13-C24	D	SA1055
SA1055-A95621A-R13-C26	D	SA1055
SA1055-A95621A-R13-C27	D	SA1055
SA1055-A95621A-R13-C28	D	SA1055
SA1055-A95621A-R13-C30	D	SA1055
SA1055-A95621A-R13-C31	D	SA1055
SA1055-A95621A-R13-C32	D	SA1055
SA1055-A95621A-R13-C33	E	SA1055
SA1055-A95621A-R13-C36	D	SA1055
SA1055-A95621A-R13-C37	D	SA1055
SA1055-A95621A-R13-C38	A	SA1055
SA1055-A95621A-R13-C39	D	SA1055
SA1055-A95621A-R13-C40	A	SA1055
SA1055-A95621A-R13-C41	D	SA1055
SA1055-A95621A-R13-C42	D	SA1055
SA1055-A95621A-R13-C43	D	SA1055
SA1055-A95621A-R13-C44	E	SA1055
SA1055-A95621A-R13-C45	D	SA1055
SA1055-A95621A-R13-C46	D	SA1055
SA1055-A95621A-R13-C47	D	SA1055
SA1055-A95621A-R13-C48	A	SA1055
SA1055-A95621A-R13-C49	D	SA1055
SA1055-A95621A-R13-C50	C	SA1055
SA1055-A95621A-R13-C51	D	SA1055
SA1055-A95621A-R13-C52	D	SA1055
SA1055-A95621A-R13-C53	D	SA1055
SA1055-A95621A-R13-C54	D	SA1055
SA1055-A95621A-R13-C55	E	SA1055
SA1055-A95621A-R13-C58	D	SA1055
SA1055-A95621A-R13-C59	C	SA1055
SA1055-A95621A-R13-C60	C	SA1055
SA1055-A95621A-R13-C61	D	SA1055
SA1055-A95621A-R13-C62	D	SA1055
SA1055-A95621A-R13-C63	B	SA1055
SA1055-A95621A-R13-C66	A	SA1055
SA1055-A95621A-R13-C69	C	SA1055
SA1055-A95621A-R13-C70	D	SA1055
SA1055-A95621A-R14-C07	E	SA1055
SA1055-A95621A-R14-C08	C	SA1055
SA1055-A95621A-R14-C09	B	SA1055
SA1055-A95621A-R14-C12	D	SA1055
SA1055-A95621A-R14-C13	D	SA1055
SA1055-A95621A-R14-C14	D	SA1055
SA1055-A95621A-R14-C16	D	SA1055
SA1055-A95621A-R14-C17	A	SA1055
SA1055-A95621A-R14-C18	C	SA1055
SA1055-A95621A-R14-C19	D	SA1055
SA1055-A95621A-R14-C20	A	SA1055
SA1055-A95621A-R14-C22	D	SA1055
SA1055-A95621A-R14-C25	D	SA1055
SA1055-A95621A-R14-C29	D	SA1055
SA1055-A95621A-R14-C33	D	SA1055
SA1055-A95621A-R14-C34	E	SA1055
SA1055-A95621A-R14-C36	E	SA1055
SA1055-A95621A-R14-C38	D	SA1055
SA1055-A95621A-R14-C45	D	SA1055
SA1055-A95621A-R14-C47	B	SA1055
SA1055-A95621A-R14-C48	A	SA1055
SA1055-A95621A-R14-C49	D	SA1055
SA1055-A95621A-R14-C53	D	SA1055
SA1055-A95621A-R14-C54	B	SA1055
SA1055-A95621A-R14-C55	D	SA1055
SA1055-A95621A-R14-C58	D	SA1055
SA1055-A95621A-R14-C60	A	SA1055
SA1055-A95621A-R14-C61	D	SA1055
SA1055-A95621A-R14-C63	D	SA1055
SA1055-A95621A-R14-C65	C	SA1055
SA1055-A95621A-R14-C66	C	SA1055
SA1055-A95621A-R14-C68	E	SA1055
SA1055-A95621A-R14-C70	A	SA1055
SA1055-A95621A-R15-C10	D	SA1055
SA1055-A95621A-R15-C11	A	SA1055
SA1055-A95621A-R15-C13	E	SA1055
SA1055-A95621A-R15-C14	D	SA1055
SA1055-A95621A-R15-C18	D	SA1055
SA1055-A95621A-R15-C19	D	SA1055
SA1055-A95621A-R15-C24	D	SA1055
SA1055-A95621A-R15-C31	B	SA1055
SA1055-A95621A-R15-C34	D	SA1055
SA1055-A95621A-R15-C35	E	SA1055
SA1055-A95621A-R15-C37	D	SA1055
SA1055-A95621A-R15-C42	D	SA1055
SA1055-A95621A-R15-C44	C	SA1055
SA1055-A95621A-R15-C45	C	SA1055
SA1055-A95621A-R15-C46	D	SA1055
SA1055-A95621A-R15-C49	A	SA1055
SA1055-A95621A-R15-C52	D	SA1055
SA1055-A95621A-R15-C57	D	SA1055
SA1055-A95621A-R15-C59	E	SA1055
SA1055-A95621A-R15-C61	C	SA1055
SA1055-A95621A-R15-C63	A	SA1055
SA1055-A95621A-R15-C64	A	SA1055
SA1055-A95621A-R15-C65	D	SA1055
SA1055-A95621A-R15-C66	D	SA1055
SA1055-A95621A-R15-C70	A	SA1055
