cell_id	clone_id	dataset_id
SA1188-A95618B-R46-C28	F	SA1188
SA1188-A95618B-R46-C29	E	SA1188
SA1188-A95618B-R46-C31	B	SA1188
SA1188-A95618B-R46-C32	E	SA1188
SA1188-A95618B-R46-C33	F	SA1188
SA1188-A95618B-R46-C34	C	SA1188
SA1188-A95618B-R46-C35	A	SA1188
SA1188-A95618B-R46-C37	F	SA1188
SA1188-A95618B-R46-C39	F	SA1188
SA1188-A95618B-R46-C40	D	SA1188
SA1188-A95618B-R46-C42	E	SA1188
SA1188-A95618B-R46-C44	B	SA1188
SA1188-A95618B-R46-C45	C	SA1188
SA1188-A95618B-R46-C46	C	SA1188
SA1188-A95618B-R46-C47	A	SA1188
SA1188-A95618B-R46-C48	E	SA1188
SA1188-A95618B-R46-C50	A	SA1188
SA1188-A95618B-R46-C52	E	SA1188
SA1188-A95618B-R46-C53	C	SA1188
SA1188-A95618B-R46-C64	F	SA1188
SA1188-A95618B-R46-C65	A	SA1188
SA1188-A95618B-R47-C08	B	SA1188
SA1188-A95618B-R47-C10	A	SA1188
SA1188-A95618B-R47-C11	C	SA1188
SA1188-A95618B-R47-C12	E	SA1188
SA1188-A95618B-R47-C13	A	SA1188
SA1188-A95618B-R47-C14	D	SA1188
SA1188-A95618B-R47-C15	C	SA1188
SA1188-A95618B-R47-C16	D	SA1188
SA1188-A95618B-R47-C18	C	SA1188
SA1188-A95618B-R47-C19	A	SA1188
SA1188-A95618B-R47-C20	A	SA1188
SA1188-A95618B-R47-C26	F	SA1188
SA1188-A95618B-R47-C27	E	SA1188
SA1188-A95618B-R47-C28	C	SA1188
SA1188-A95618B-R47-C30	E	SA1188
SA1188-A95618B-R47-C36	C	SA1188
SA1188-A95618B-R47-C37	A	SA1188
SA1188-A95618B-R47-C38	C	SA1188
SA1188-A95618B-R47-C39	E	SA1188
SA1188-A95618B-R47-C40	E	SA1188
SA1188-A95618B-R47-C41	A	SA1188
SA1188-A95618B-R47-C42	A	SA1188
SA1188-A95618B-R47-C43	A	SA1188
SA1188-A95618B-R47-C44	E	SA1188
SA1188-A95618B-R47-C46	A	SA1188
SA1188-A95618B-R47-C47	E	SA1188
SA1188-A95618B-R47-C48	E	SA1188
SA1188-A95618B-R47-C50	D	SA1188
SA1188-A95618B-R47-C51	A	SA1188
SA1188-A95618B-R47-C54	E	SA1188
SA1188-A95618B-R47-C59	F	SA1188
SA1188-A95618B-R47-C60	E	SA1188
SA1188-A95618B-R47-C62	F	SA1188
SA1188-A95618B-R47-C64	C	SA1188
SA1188-A95618B-R47-C69	A	SA1188
SA1188-A95618B-R48-C07	E	SA1188
SA1188-A95618B-R48-C08	A	SA1188
SA1188-A95618B-R48-C09	A	SA1188
SA1188-A95618B-R48-C10	F	SA1188
SA1188-A95618B-R48-C11	C	SA1188
SA1188-A95618B-R48-C12	E	SA1188
SA1188-A95618B-R48-C14	A	SA1188
SA1188-A95618B-R48-C17	F	SA1188
SA1188-A95618B-R48-C18	A	SA1188
SA1188-A95618B-R48-C20	F	SA1188
SA1188-A95618B-R48-C21	E	SA1188
SA1188-A95618B-R48-C22	E	SA1188
SA1188-A95618B-R48-C23	C	SA1188
SA1188-A95618B-R48-C24	A	SA1188
SA1188-A95618B-R48-C25	E	SA1188
SA1188-A95618B-R48-C27	A	SA1188
SA1188-A95618B-R48-C28	A	SA1188
SA1188-A95618B-R48-C29	A	SA1188
SA1188-A95618B-R48-C30	B	SA1188
SA1188-A95618B-R48-C32	E	SA1188
SA1188-A95618B-R48-C34	E	SA1188
SA1188-A95618B-R48-C35	A	SA1188
SA1188-A95618B-R48-C36	C	SA1188
SA1188-A95618B-R48-C38	E	SA1188
SA1188-A95618B-R48-C45	E	SA1188
SA1188-A95618B-R48-C47	A	SA1188
SA1188-A95618B-R48-C49	B	SA1188
SA1188-A95618B-R48-C50	A	SA1188
SA1188-A95618B-R48-C53	E	SA1188
SA1188-A95618B-R48-C59	C	SA1188
SA1188-A95618B-R48-C69	D	SA1188
SA1188-A95618B-R49-C09	C	SA1188
SA1188-A95618B-R49-C10	E	SA1188
SA1188-A95618B-R49-C13	C	SA1188
SA1188-A95618B-R49-C14	A	SA1188
SA1188-A95618B-R49-C15	B	SA1188
SA1188-A95618B-R49-C17	E	SA1188
SA1188-A95618B-R49-C18	A	SA1188
SA1188-A95618B-R49-C20	A	SA1188
SA1188-A95618B-R49-C24	A	SA1188
SA1188-A95618B-R49-C25	F	SA1188
SA1188-A95618B-R49-C26	D	SA1188
SA1188-A95618B-R49-C28	A	SA1188
SA1188-A95618B-R49-C29	F	SA1188
SA1188-A95618B-R49-C32	D	SA1188
SA1188-A95618B-R49-C33	E	SA1188
SA1188-A95618B-R49-C34	E	SA1188
SA1188-A95618B-R49-C35	A	SA1188
SA1188-A95618B-R49-C36	A	SA1188
SA1188-A95618B-R49-C37	F	SA1188
SA1188-A95618B-R49-C39	E	SA1188
SA1188-A95618B-R49-C41	F	SA1188
SA1188-A95618B-R49-C43	F	SA1188
SA1188-A95618B-R49-C45	A	SA1188
SA1188-A95618B-R49-C46	E	SA1188
SA1188-A95618B-R49-C49	F	SA1188
SA1188-A95618B-R49-C50	C	SA1188
SA1188-A95618B-R49-C53	E	SA1188
SA1188-A95618B-R49-C55	A	SA1188
SA1188-A95618B-R49-C57	E	SA1188
SA1188-A95618B-R49-C62	E	SA1188
SA1188-A95618B-R49-C65	E	SA1188
SA1188-A95618B-R49-C69	E	SA1188
SA1188-A95618B-R50-C08	A	SA1188
SA1188-A95618B-R50-C09	E	SA1188
SA1188-A95618B-R50-C10	A	SA1188
SA1188-A95618B-R50-C11	A	SA1188
SA1188-A95618B-R50-C13	F	SA1188
SA1188-A95618B-R50-C15	A	SA1188
SA1188-A95618B-R50-C16	F	SA1188
SA1188-A95618B-R50-C17	B	SA1188
SA1188-A95618B-R50-C19	A	SA1188
SA1188-A95618B-R50-C20	F	SA1188
SA1188-A95618B-R50-C21	E	SA1188
SA1188-A95618B-R50-C23	A	SA1188
SA1188-A95618B-R50-C27	F	SA1188
SA1188-A95618B-R50-C32	A	SA1188
SA1188-A95618B-R50-C33	E	SA1188
SA1188-A95618B-R50-C34	A	SA1188
SA1188-A95618B-R50-C35	E	SA1188
SA1188-A95618B-R50-C36	A	SA1188
SA1188-A95618B-R50-C38	F	SA1188
SA1188-A95618B-R50-C40	F	SA1188
SA1188-A95618B-R50-C41	F	SA1188
SA1188-A95618B-R50-C42	C	SA1188
SA1188-A95618B-R50-C43	F	SA1188
SA1188-A95618B-R50-C44	A	SA1188
SA1188-A95618B-R50-C45	A	SA1188
SA1188-A95618B-R50-C46	C	SA1188
SA1188-A95618B-R50-C47	E	SA1188
SA1188-A95618B-R50-C49	E	SA1188
SA1188-A95618B-R50-C53	E	SA1188
SA1188-A95618B-R50-C62	E	SA1188
SA1188-A95618B-R50-C65	A	SA1188
SA1188-A95618B-R51-C07	E	SA1188
SA1188-A95618B-R51-C08	E	SA1188
SA1188-A95618B-R51-C11	E	SA1188
SA1188-A95618B-R51-C13	E	SA1188
SA1188-A95618B-R51-C15	A	SA1188
SA1188-A95618B-R51-C16	A	SA1188
SA1188-A95618B-R51-C18	D	SA1188
SA1188-A95618B-R51-C19	A	SA1188
SA1188-A95618B-R51-C21	A	SA1188
SA1188-A95618B-R51-C22	F	SA1188
SA1188-A95618B-R51-C23	F	SA1188
SA1188-A95618B-R51-C24	E	SA1188
SA1188-A95618B-R51-C25	E	SA1188
SA1188-A95618B-R51-C26	A	SA1188
SA1188-A95618B-R51-C28	E	SA1188
SA1188-A95618B-R51-C30	F	SA1188
SA1188-A95618B-R51-C31	A	SA1188
SA1188-A95618B-R51-C32	C	SA1188
SA1188-A95618B-R51-C33	E	SA1188
SA1188-A95618B-R51-C34	D	SA1188
SA1188-A95618B-R51-C35	E	SA1188
SA1188-A95618B-R51-C36	C	SA1188
SA1188-A95618B-R51-C40	A	SA1188
SA1188-A95618B-R51-C41	A	SA1188
SA1188-A95618B-R51-C43	C	SA1188
SA1188-A95618B-R51-C44	C	SA1188
SA1188-A95618B-R51-C45	C	SA1188
SA1188-A95618B-R51-C49	E	SA1188
SA1188-A95618B-R51-C50	E	SA1188
SA1188-A95618B-R51-C51	D	SA1188
SA1188-A95618B-R51-C53	E	SA1188
SA1188-A95618B-R51-C57	A	SA1188
SA1188-A95618B-R51-C63	B	SA1188
SA1188-A95618B-R51-C67	D	SA1188
SA1188-A95618B-R51-C68	F	SA1188
SA1188-A95618B-R51-C70	F	SA1188
SA1188-A95618B-R52-C07	A	SA1188
SA1188-A95618B-R52-C16	B	SA1188
SA1188-A95618B-R52-C18	B	SA1188
SA1188-A95618B-R52-C21	E	SA1188
SA1188-A95618B-R52-C22	E	SA1188
SA1188-A95618B-R52-C23	E	SA1188
SA1188-A95618B-R52-C24	A	SA1188
SA1188-A95618B-R52-C25	A	SA1188
SA1188-A95618B-R52-C26	A	SA1188
SA1188-A95618B-R52-C27	E	SA1188
SA1188-A95618B-R52-C28	E	SA1188
SA1188-A95618B-R52-C29	E	SA1188
SA1188-A95618B-R52-C31	E	SA1188
SA1188-A95618B-R52-C34	A	SA1188
SA1188-A95618B-R52-C35	A	SA1188
SA1188-A95618B-R52-C36	A	SA1188
SA1188-A95618B-R52-C37	A	SA1188
SA1188-A95618B-R52-C38	C	SA1188
SA1188-A95618B-R52-C39	E	SA1188
SA1188-A95618B-R52-C41	F	SA1188
SA1188-A95618B-R52-C42	C	SA1188
SA1188-A95618B-R52-C44	C	SA1188
SA1188-A95618B-R52-C45	A	SA1188
SA1188-A95618B-R52-C46	C	SA1188
SA1188-A95618B-R52-C52	A	SA1188
SA1188-A95618B-R52-C53	A	SA1188
SA1188-A95618B-R52-C54	A	SA1188
SA1188-A95618B-R52-C65	A	SA1188
SA1188-A95618B-R52-C70	E	SA1188
SA1188-A95618B-R53-C08	A	SA1188
SA1188-A95618B-R53-C09	F	SA1188
SA1188-A95618B-R53-C13	E	SA1188
SA1188-A95618B-R53-C14	A	SA1188
SA1188-A95618B-R53-C15	E	SA1188
SA1188-A95618B-R53-C18	A	SA1188
SA1188-A95618B-R53-C20	F	SA1188
SA1188-A95618B-R53-C21	F	SA1188
SA1188-A95618B-R53-C22	A	SA1188
SA1188-A95618B-R53-C25	C	SA1188
SA1188-A95618B-R53-C26	F	SA1188
SA1188-A95618B-R53-C28	B	SA1188
SA1188-A95618B-R53-C29	E	SA1188
SA1188-A95618B-R53-C34	A	SA1188
SA1188-A95618B-R53-C35	A	SA1188
SA1188-A95618B-R53-C37	F	SA1188
SA1188-A95618B-R53-C38	A	SA1188
SA1188-A95618B-R53-C45	F	SA1188
SA1188-A95618B-R53-C50	A	SA1188
SA1188-A95618B-R53-C52	E	SA1188
SA1188-A95618B-R53-C53	A	SA1188
SA1188-A95618B-R54-C07	F	SA1188
SA1188-A95618B-R54-C08	A	SA1188
SA1188-A95618B-R54-C09	A	SA1188
SA1188-A95618B-R54-C10	A	SA1188
SA1188-A95618B-R54-C11	E	SA1188
SA1188-A95618B-R54-C13	C	SA1188
SA1188-A95618B-R54-C14	F	SA1188
SA1188-A95618B-R54-C16	A	SA1188
SA1188-A95618B-R54-C17	D	SA1188
SA1188-A95618B-R54-C18	E	SA1188
SA1188-A95618B-R54-C20	A	SA1188
SA1188-A95618B-R54-C24	E	SA1188
SA1188-A95618B-R54-C25	E	SA1188
SA1188-A95618B-R54-C26	A	SA1188
SA1188-A95618B-R54-C27	A	SA1188
SA1188-A95618B-R54-C31	A	SA1188
SA1188-A95618B-R54-C33	D	SA1188
SA1188-A95618B-R54-C34	F	SA1188
SA1188-A95618B-R54-C35	E	SA1188
SA1188-A95618B-R54-C36	A	SA1188
SA1188-A95618B-R54-C37	C	SA1188
SA1188-A95618B-R54-C39	E	SA1188
SA1188-A95618B-R54-C40	B	SA1188
SA1188-A95618B-R54-C42	C	SA1188
SA1188-A95618B-R54-C44	F	SA1188
SA1188-A95618B-R54-C49	E	SA1188
SA1188-A95618B-R54-C70	E	SA1188
SA1188-A95618B-R55-C09	A	SA1188
SA1188-A95618B-R55-C11	A	SA1188
SA1188-A95618B-R55-C12	A	SA1188
SA1188-A95618B-R55-C13	C	SA1188
SA1188-A95618B-R55-C15	A	SA1188
SA1188-A95618B-R55-C17	A	SA1188
SA1188-A95618B-R55-C18	F	SA1188
SA1188-A95618B-R55-C24	E	SA1188
SA1188-A95618B-R55-C26	A	SA1188
SA1188-A95618B-R55-C27	E	SA1188
SA1188-A95618B-R55-C28	C	SA1188
SA1188-A95618B-R55-C29	A	SA1188
SA1188-A95618B-R55-C30	E	SA1188
SA1188-A95618B-R55-C31	C	SA1188
SA1188-A95618B-R55-C33	E	SA1188
SA1188-A95618B-R55-C34	E	SA1188
SA1188-A95618B-R55-C35	D	SA1188
SA1188-A95618B-R55-C36	E	SA1188
SA1188-A95618B-R55-C38	E	SA1188
SA1188-A95618B-R55-C39	A	SA1188
SA1188-A95618B-R55-C40	D	SA1188
SA1188-A95618B-R55-C41	E	SA1188
SA1188-A95618B-R55-C43	F	SA1188
SA1188-A95618B-R55-C45	E	SA1188
SA1188-A95618B-R55-C48	E	SA1188
SA1188-A95618B-R55-C53	A	SA1188
SA1188-A95618B-R56-C08	F	SA1188
SA1188-A95618B-R56-C09	B	SA1188
SA1188-A95618B-R56-C10	A	SA1188
SA1188-A95618B-R56-C12	A	SA1188
SA1188-A95618B-R56-C13	F	SA1188
SA1188-A95618B-R56-C15	E	SA1188
SA1188-A95618B-R56-C16	E	SA1188
SA1188-A95618B-R56-C17	F	SA1188
SA1188-A95618B-R56-C19	F	SA1188
SA1188-A95618B-R56-C29	B	SA1188
SA1188-A95618B-R56-C32	C	SA1188
SA1188-A95618B-R56-C38	C	SA1188
SA1188-A95618B-R56-C39	C	SA1188
SA1188-A95618B-R56-C43	E	SA1188
SA1188-A95618B-R56-C44	E	SA1188
SA1188-A95618B-R56-C53	A	SA1188
SA1188-A95618B-R57-C08	B	SA1188
SA1188-A95618B-R57-C09	C	SA1188
SA1188-A95618B-R57-C10	E	SA1188
SA1188-A95618B-R57-C14	A	SA1188
SA1188-A95618B-R57-C15	E	SA1188
SA1188-A95618B-R57-C16	A	SA1188
SA1188-A95618B-R57-C18	A	SA1188
SA1188-A95618B-R57-C19	F	SA1188
SA1188-A95618B-R57-C21	F	SA1188
SA1188-A95618B-R57-C23	F	SA1188
SA1188-A95618B-R57-C24	A	SA1188
SA1188-A95618B-R57-C28	A	SA1188
SA1188-A95618B-R57-C29	C	SA1188
SA1188-A95618B-R57-C31	A	SA1188
SA1188-A95618B-R57-C34	E	SA1188
SA1188-A95618B-R57-C35	E	SA1188
SA1188-A95618B-R57-C41	F	SA1188
SA1188-A95618B-R57-C43	E	SA1188
SA1188-A95618B-R57-C45	A	SA1188
SA1188-A95618B-R57-C50	A	SA1188
SA1188-A95618B-R57-C53	E	SA1188
SA1188-A95618B-R58-C08	A	SA1188
SA1188-A95618B-R58-C09	E	SA1188
SA1188-A95618B-R58-C10	E	SA1188
SA1188-A95618B-R58-C11	E	SA1188
SA1188-A95618B-R58-C12	C	SA1188
SA1188-A95618B-R58-C13	C	SA1188
SA1188-A95618B-R58-C14	A	SA1188
SA1188-A95618B-R58-C16	A	SA1188
SA1188-A95618B-R58-C17	A	SA1188
SA1188-A95618B-R58-C18	E	SA1188
SA1188-A95618B-R58-C21	F	SA1188
SA1188-A95618B-R58-C23	B	SA1188
SA1188-A95618B-R58-C26	E	SA1188
SA1188-A95618B-R58-C27	E	SA1188
SA1188-A95618B-R58-C29	E	SA1188
SA1188-A95618B-R58-C30	D	SA1188
SA1188-A95618B-R58-C31	E	SA1188
SA1188-A95618B-R58-C34	E	SA1188
SA1188-A95618B-R58-C35	F	SA1188
SA1188-A95618B-R58-C36	A	SA1188
SA1188-A95618B-R58-C37	E	SA1188
SA1188-A95618B-R58-C38	F	SA1188
SA1188-A95618B-R58-C39	A	SA1188
SA1188-A95618B-R58-C45	A	SA1188
SA1188-A95618B-R58-C46	C	SA1188
SA1188-A95618B-R58-C51	A	SA1188
SA1188-A95618B-R58-C53	F	SA1188
SA1188-A95618B-R59-C08	E	SA1188
SA1188-A95618B-R59-C09	C	SA1188
SA1188-A95618B-R59-C10	E	SA1188
SA1188-A95618B-R59-C13	C	SA1188
SA1188-A95618B-R59-C14	A	SA1188
SA1188-A95618B-R59-C15	E	SA1188
SA1188-A95618B-R59-C17	E	SA1188
SA1188-A95618B-R59-C18	A	SA1188
SA1188-A95618B-R59-C19	E	SA1188
SA1188-A95618B-R59-C20	A	SA1188
SA1188-A95618B-R59-C22	B	SA1188
SA1188-A95618B-R59-C25	A	SA1188
SA1188-A95618B-R59-C27	F	SA1188
SA1188-A95618B-R59-C30	C	SA1188
SA1188-A95618B-R59-C31	F	SA1188
SA1188-A95618B-R59-C32	D	SA1188
SA1188-A95618B-R59-C33	F	SA1188
SA1188-A95618B-R59-C35	E	SA1188
SA1188-A95618B-R59-C36	F	SA1188
SA1188-A95618B-R59-C37	A	SA1188
SA1188-A95618B-R59-C38	A	SA1188
SA1188-A95618B-R59-C39	A	SA1188
SA1188-A95618B-R59-C40	E	SA1188
SA1188-A95618B-R59-C43	F	SA1188
SA1188-A95618B-R59-C44	C	SA1188
SA1188-A95618B-R59-C45	D	SA1188
SA1188-A95618B-R59-C49	A	SA1188
SA1188-A95618B-R59-C53	A	SA1188
SA1188-A95618B-R60-C08	A	SA1188
SA1188-A95618B-R60-C10	E	SA1188
SA1188-A95618B-R60-C11	F	SA1188
SA1188-A95618B-R60-C12	B	SA1188
SA1188-A95618B-R60-C13	E	SA1188
SA1188-A95618B-R60-C14	A	SA1188
SA1188-A95618B-R60-C16	E	SA1188
SA1188-A95618B-R60-C17	E	SA1188
SA1188-A95618B-R60-C18	A	SA1188
SA1188-A95618B-R60-C19	F	SA1188
SA1188-A95618B-R60-C20	A	SA1188
SA1188-A95618B-R60-C23	A	SA1188
SA1188-A95618B-R60-C25	A	SA1188
SA1188-A95618B-R60-C26	F	SA1188
SA1188-A95618B-R60-C27	C	SA1188
SA1188-A95618B-R60-C28	D	SA1188
SA1188-A95618B-R60-C30	E	SA1188
SA1188-A95618B-R60-C31	F	SA1188
SA1188-A95618B-R60-C32	E	SA1188
SA1188-A95618B-R60-C34	A	SA1188
SA1188-A95618B-R60-C35	A	SA1188
SA1188-A95618B-R60-C36	A	SA1188
SA1188-A95618B-R60-C37	D	SA1188
SA1188-A95618B-R60-C38	C	SA1188
SA1188-A95618B-R60-C43	E	SA1188
SA1188-A95618B-R60-C45	A	SA1188
SA1188-A95618B-R61-C09	A	SA1188
SA1188-A95618B-R61-C10	A	SA1188
SA1188-A95618B-R61-C12	E	SA1188
SA1188-A95618B-R61-C13	A	SA1188
SA1188-A95618B-R61-C14	A	SA1188
SA1188-A95618B-R61-C16	E	SA1188
SA1188-A95618B-R61-C17	E	SA1188
SA1188-A95618B-R61-C18	E	SA1188
SA1188-A95618B-R61-C20	E	SA1188
SA1188-A95618B-R61-C21	A	SA1188
SA1188-A95618B-R61-C22	A	SA1188
SA1188-A95618B-R61-C24	C	SA1188
SA1188-A95618B-R61-C28	A	SA1188
SA1188-A95618B-R61-C29	E	SA1188
SA1188-A95618B-R61-C30	E	SA1188
SA1188-A95618B-R61-C31	E	SA1188
SA1188-A95618B-R61-C32	C	SA1188
SA1188-A95618B-R61-C34	E	SA1188
SA1188-A95618B-R61-C35	B	SA1188
SA1188-A95618B-R61-C36	D	SA1188
SA1188-A95618B-R61-C37	C	SA1188
SA1188-A95618B-R61-C38	E	SA1188
SA1188-A95618B-R61-C39	F	SA1188
SA1188-A95618B-R61-C42	A	SA1188
SA1188-A95618B-R62-C08	A	SA1188
SA1188-A95618B-R62-C10	C	SA1188
SA1188-A95618B-R62-C12	A	SA1188
SA1188-A95618B-R62-C13	C	SA1188
SA1188-A95618B-R62-C15	E	SA1188
SA1188-A95618B-R62-C17	F	SA1188
SA1188-A95618B-R62-C18	B	SA1188
SA1188-A95618B-R62-C19	E	SA1188
SA1188-A95618B-R62-C21	F	SA1188
SA1188-A95618B-R62-C24	C	SA1188
SA1188-A95618B-R62-C25	B	SA1188
SA1188-A95618B-R62-C26	E	SA1188
SA1188-A95618B-R62-C27	B	SA1188
SA1188-A95618B-R62-C28	B	SA1188
SA1188-A95618B-R62-C31	F	SA1188
SA1188-A95618B-R62-C32	D	SA1188
SA1188-A95618B-R62-C33	E	SA1188
SA1188-A95618B-R62-C35	F	SA1188
SA1188-A95618B-R62-C38	E	SA1188
SA1188-A95618B-R62-C39	E	SA1188
SA1188-A95618B-R62-C40	A	SA1188
SA1188-A95618B-R63-C07	D	SA1188
SA1188-A95618B-R63-C08	C	SA1188
SA1188-A95618B-R63-C09	A	SA1188
SA1188-A95618B-R63-C10	F	SA1188
SA1188-A95618B-R63-C11	E	SA1188
SA1188-A95618B-R63-C13	F	SA1188
SA1188-A95618B-R63-C14	E	SA1188
SA1188-A95618B-R63-C15	F	SA1188
SA1188-A95618B-R63-C16	A	SA1188
SA1188-A95618B-R63-C17	E	SA1188
SA1188-A95618B-R63-C18	A	SA1188
SA1188-A95618B-R63-C19	F	SA1188
SA1188-A95618B-R63-C20	E	SA1188
SA1188-A95618B-R63-C22	A	SA1188
SA1188-A95618B-R63-C24	A	SA1188
SA1188-A95618B-R63-C25	E	SA1188
SA1188-A95618B-R63-C26	B	SA1188
SA1188-A95618B-R63-C27	A	SA1188
SA1188-A95618B-R63-C28	E	SA1188
SA1188-A95618B-R63-C30	E	SA1188
SA1188-A95618B-R63-C36	A	SA1188
SA1188-A95618B-R63-C41	E	SA1188
SA1188-A95618B-R63-C46	C	SA1188
SA1188-A95618B-R63-C49	A	SA1188
SA1188-A95618B-R63-C53	F	SA1188
SA1188-A95618B-R63-C65	D	SA1188
