cell_id	clone_id	dataset_id
SA039-A73047D-R44-C67	C	SA039
SA039-A73047D-R44-C68	A	SA039
SA039-A73047D-R44-C70	A	SA039
SA039-A73047D-R45-C07	C	SA039
SA039-A73047D-R45-C08	C	SA039
SA039-A73047D-R45-C09	C	SA039
SA039-A73047D-R45-C10	C	SA039
SA039-A73047D-R45-C22	A	SA039
SA039-A73047D-R45-C23	C	SA039
SA039-A73047D-R45-C24	C	SA039
SA039-A73047D-R45-C25	B	SA039
SA039-A73047D-R45-C26	A	SA039
SA039-A73047D-R45-C27	A	SA039
SA039-A73047D-R45-C28	B	SA039
SA039-A73047D-R45-C31	B	SA039
SA039-A73047D-R45-C32	A	SA039
SA039-A73047D-R45-C33	A	SA039
SA039-A73047D-R45-C34	B	SA039
SA039-A73047D-R45-C45	B	SA039
SA039-A73047D-R45-C46	A	SA039
SA039-A73047D-R45-C47	C	SA039
SA039-A73047D-R45-C49	B	SA039
SA039-A73047D-R45-C50	B	SA039
SA039-A73047D-R45-C59	B	SA039
SA039-A73047D-R45-C63	C	SA039
SA039-A73047D-R45-C65	B	SA039
SA039-A73047D-R46-C07	B	SA039
SA039-A73047D-R46-C11	C	SA039
SA039-A73047D-R46-C13	B	SA039
SA039-A73047D-R46-C15	C	SA039
SA039-A73047D-R46-C16	A	SA039
SA039-A73047D-R46-C20	C	SA039
SA039-A73047D-R46-C21	B	SA039
SA039-A73047D-R46-C23	C	SA039
SA039-A73047D-R46-C28	B	SA039
SA039-A73047D-R46-C30	A	SA039
SA039-A73047D-R46-C32	C	SA039
SA039-A73047D-R46-C35	B	SA039
SA039-A73047D-R46-C43	A	SA039
SA039-A73047D-R46-C45	B	SA039
SA039-A73047D-R46-C48	B	SA039
SA039-A73047D-R46-C53	A	SA039
SA039-A73047D-R46-C54	C	SA039
SA039-A73047D-R46-C56	C	SA039
SA039-A73047D-R46-C61	C	SA039
SA039-A73047D-R46-C62	C	SA039
SA039-A73047D-R46-C65	B	SA039
SA039-A73047D-R47-C08	C	SA039
SA039-A73047D-R47-C11	B	SA039
SA039-A73047D-R47-C21	C	SA039
SA039-A73047D-R47-C34	B	SA039
SA039-A73047D-R47-C37	B	SA039
SA039-A73047D-R47-C45	C	SA039
SA039-A73047D-R47-C46	C	SA039
SA039-A73047D-R47-C48	B	SA039
SA039-A73047D-R47-C49	C	SA039
SA039-A73047D-R47-C51	C	SA039
SA039-A73047D-R47-C52	B	SA039
SA039-A73047D-R47-C54	A	SA039
SA039-A73047D-R47-C55	A	SA039
SA039-A73047D-R47-C58	B	SA039
SA039-A73047D-R47-C59	C	SA039
SA039-A73047D-R47-C62	C	SA039
SA039-A73047D-R47-C64	B	SA039
SA039-A73047D-R47-C65	B	SA039
SA039-A73047D-R47-C69	B	SA039
SA039-A73047D-R48-C07	B	SA039
SA039-A73047D-R48-C10	B	SA039
SA039-A73047D-R48-C11	B	SA039
SA039-A73047D-R48-C19	C	SA039
SA039-A73047D-R48-C21	B	SA039
SA039-A73047D-R48-C27	C	SA039
SA039-A73047D-R48-C30	B	SA039
SA039-A73047D-R48-C34	A	SA039
SA039-A73047D-R48-C35	B	SA039
SA039-A73047D-R48-C37	B	SA039
SA039-A73047D-R48-C38	B	SA039
SA039-A73047D-R48-C39	C	SA039
SA039-A73047D-R48-C41	B	SA039
SA039-A73047D-R48-C47	B	SA039
SA039-A73047D-R48-C49	A	SA039
SA039-A73047D-R48-C50	C	SA039
SA039-A73047D-R48-C52	A	SA039
SA039-A73047D-R48-C58	C	SA039
SA039-A73047D-R48-C59	B	SA039
SA039-A73047D-R48-C62	B	SA039
SA039-A73047D-R48-C63	A	SA039
SA039-A73047D-R48-C64	A	SA039
SA039-A73047D-R49-C07	A	SA039
SA039-A73047D-R49-C11	B	SA039
SA039-A73047D-R49-C13	C	SA039
SA039-A73047D-R49-C14	B	SA039
SA039-A73047D-R49-C16	A	SA039
SA039-A73047D-R49-C17	A	SA039
SA039-A73047D-R49-C18	B	SA039
SA039-A73047D-R49-C19	C	SA039
SA039-A73047D-R49-C20	B	SA039
SA039-A73047D-R49-C21	A	SA039
SA039-A73047D-R49-C22	A	SA039
SA039-A73047D-R49-C23	B	SA039
SA039-A73047D-R49-C25	B	SA039
SA039-A73047D-R49-C26	A	SA039
SA039-A73047D-R49-C27	C	SA039
SA039-A73047D-R49-C28	B	SA039
SA039-A73047D-R49-C32	B	SA039
SA039-A73047D-R49-C33	C	SA039
SA039-A73047D-R49-C34	B	SA039
SA039-A73047D-R49-C35	B	SA039
SA039-A73047D-R49-C42	A	SA039
SA039-A73047D-R49-C55	C	SA039
SA039-A73047D-R49-C56	A	SA039
SA039-A73047D-R49-C57	A	SA039
SA039-A73047D-R49-C60	C	SA039
SA039-A73047D-R49-C61	C	SA039
SA039-A73047D-R49-C62	C	SA039
SA039-A73047D-R49-C63	A	SA039
SA039-A73047D-R50-C08	B	SA039
SA039-A73047D-R50-C09	C	SA039
SA039-A73047D-R50-C10	A	SA039
SA039-A73047D-R50-C12	B	SA039
SA039-A73047D-R50-C14	B	SA039
SA039-A73047D-R50-C17	C	SA039
SA039-A73047D-R50-C19	C	SA039
SA039-A73047D-R50-C20	C	SA039
SA039-A73047D-R50-C21	A	SA039
SA039-A73047D-R50-C24	A	SA039
SA039-A73047D-R50-C25	A	SA039
SA039-A73047D-R50-C27	B	SA039
SA039-A73047D-R50-C29	A	SA039
SA039-A73047D-R50-C32	B	SA039
SA039-A73047D-R50-C33	B	SA039
SA039-A73047D-R50-C34	A	SA039
SA039-A73047D-R50-C35	C	SA039
SA039-A73047D-R50-C37	A	SA039
SA039-A73047D-R50-C52	C	SA039
SA039-A73047D-R51-C07	B	SA039
SA039-A73047D-R51-C08	C	SA039
SA039-A73047D-R51-C10	B	SA039
SA039-A73047D-R51-C11	A	SA039
SA039-A73047D-R51-C13	A	SA039
SA039-A73047D-R51-C14	A	SA039
SA039-A73047D-R51-C17	B	SA039
SA039-A73047D-R51-C20	C	SA039
SA039-A73047D-R51-C21	B	SA039
SA039-A73047D-R51-C22	B	SA039
SA039-A73047D-R51-C24	A	SA039
SA039-A73047D-R51-C25	A	SA039
SA039-A73047D-R51-C29	B	SA039
SA039-A73047D-R51-C33	B	SA039
SA039-A73047D-R51-C34	A	SA039
SA039-A73047D-R51-C35	C	SA039
SA039-A73047D-R51-C51	A	SA039
SA039-A73047D-R51-C63	C	SA039
SA039-A73047D-R52-C07	A	SA039
SA039-A73047D-R52-C08	B	SA039
SA039-A73047D-R52-C09	C	SA039
SA039-A73047D-R52-C10	B	SA039
SA039-A73047D-R52-C12	B	SA039
SA039-A73047D-R52-C13	C	SA039
SA039-A73047D-R52-C15	B	SA039
SA039-A73047D-R52-C16	A	SA039
SA039-A73047D-R52-C17	A	SA039
SA039-A73047D-R52-C19	A	SA039
SA039-A73047D-R52-C21	A	SA039
SA039-A73047D-R52-C23	B	SA039
SA039-A73047D-R52-C24	C	SA039
SA039-A73047D-R52-C29	B	SA039
SA039-A73047D-R52-C31	B	SA039
SA039-A73047D-R52-C33	A	SA039
SA039-A73047D-R52-C35	B	SA039
SA039-A73047D-R53-C08	A	SA039
SA039-A73047D-R53-C10	B	SA039
SA039-A73047D-R53-C12	A	SA039
SA039-A73047D-R53-C15	B	SA039
SA039-A73047D-R53-C16	C	SA039
SA039-A73047D-R53-C19	B	SA039
SA039-A73047D-R53-C23	B	SA039
SA039-A73047D-R54-C07	C	SA039
SA039-A73047D-R54-C10	C	SA039
SA039-A73047D-R54-C11	C	SA039
SA039-A73047D-R54-C13	C	SA039
SA039-A73047D-R54-C16	B	SA039
SA039-A73047D-R54-C22	C	SA039
SA039-A73047D-R54-C23	A	SA039
SA039-A73047D-R54-C25	B	SA039
SA039-A73047D-R54-C27	C	SA039
SA039-A73047D-R54-C28	C	SA039
SA039-A73047D-R54-C29	C	SA039
SA039-A73047D-R54-C33	C	SA039
SA039-A73047D-R54-C34	C	SA039
SA039-A73047D-R54-C35	C	SA039
SA039-A73047D-R54-C37	A	SA039
SA039-A73047D-R54-C38	C	SA039
SA039-A73047D-R54-C39	B	SA039
SA039-A73047D-R54-C40	A	SA039
SA039-A73047D-R54-C41	A	SA039
SA039-A73047D-R54-C44	B	SA039
SA039-A73047D-R54-C45	B	SA039
SA039-A73047D-R54-C46	C	SA039
SA039-A73047D-R54-C47	A	SA039
SA039-A73047D-R54-C48	B	SA039
SA039-A73047D-R54-C49	A	SA039
SA039-A73047D-R54-C50	B	SA039
SA039-A73047D-R54-C51	C	SA039
SA039-A73047D-R54-C52	B	SA039
SA039-A73047D-R54-C54	A	SA039
SA039-A73047D-R54-C58	B	SA039
SA039-A73047D-R54-C59	C	SA039
SA039-A73047D-R54-C61	A	SA039
SA039-A73047D-R54-C62	B	SA039
SA039-A73047D-R54-C63	C	SA039
SA039-A73047D-R54-C65	B	SA039
SA039-A73047D-R54-C66	C	SA039
SA039-A73047D-R54-C67	A	SA039
SA039-A73047D-R54-C68	B	SA039
SA039-A73047D-R55-C08	C	SA039
SA039-A73047D-R55-C11	A	SA039
SA039-A73047D-R55-C12	C	SA039
SA039-A73047D-R55-C13	B	SA039
SA039-A73047D-R55-C15	B	SA039
SA039-A73047D-R55-C16	A	SA039
SA039-A73047D-R55-C17	C	SA039
SA039-A73047D-R55-C18	A	SA039
SA039-A73047D-R55-C19	B	SA039
SA039-A73047D-R55-C21	A	SA039
SA039-A73047D-R55-C22	A	SA039
SA039-A73047D-R55-C23	A	SA039
SA039-A73047D-R55-C25	C	SA039
SA039-A73047D-R55-C26	B	SA039
SA039-A73047D-R55-C29	C	SA039
SA039-A73047D-R55-C30	B	SA039
SA039-A73047D-R55-C31	B	SA039
SA039-A73047D-R55-C34	B	SA039
SA039-A73047D-R55-C35	B	SA039
SA039-A73047D-R55-C36	C	SA039
SA039-A73047D-R55-C38	B	SA039
SA039-A73047D-R55-C40	B	SA039
SA039-A73047D-R55-C41	C	SA039
SA039-A73047D-R55-C42	C	SA039
SA039-A73047D-R55-C43	A	SA039
SA039-A73047D-R55-C47	C	SA039
SA039-A73047D-R55-C48	C	SA039
SA039-A73047D-R55-C49	A	SA039
SA039-A73047D-R55-C50	B	SA039
SA039-A73047D-R55-C51	A	SA039
SA039-A73047D-R55-C52	B	SA039
SA039-A73047D-R55-C54	B	SA039
SA039-A73047D-R55-C55	B	SA039
SA039-A73047D-R55-C56	B	SA039
SA039-A73047D-R55-C57	C	SA039
SA039-A73047D-R55-C59	A	SA039
SA039-A73047D-R55-C60	A	SA039
SA039-A73047D-R55-C62	C	SA039
SA039-A73047D-R55-C63	C	SA039
SA039-A73047D-R55-C64	C	SA039
SA039-A73047D-R55-C66	A	SA039
SA039-A73047D-R55-C67	C	SA039
SA039-A73047D-R55-C68	C	SA039
SA039-A73047D-R56-C07	B	SA039
SA039-A73047D-R56-C08	C	SA039
SA039-A73047D-R56-C09	B	SA039
SA039-A73047D-R56-C10	A	SA039
SA039-A73047D-R56-C11	C	SA039
SA039-A73047D-R56-C13	C	SA039
SA039-A73047D-R56-C14	B	SA039
SA039-A73047D-R56-C15	A	SA039
SA039-A73047D-R56-C16	C	SA039
SA039-A73047D-R56-C17	A	SA039
SA039-A73047D-R56-C18	C	SA039
SA039-A73047D-R56-C19	B	SA039
SA039-A73047D-R56-C20	A	SA039
SA039-A73047D-R56-C22	B	SA039
SA039-A73047D-R56-C23	B	SA039
SA039-A73047D-R56-C24	B	SA039
SA039-A73047D-R56-C25	B	SA039
SA039-A73047D-R56-C26	C	SA039
SA039-A73047D-R56-C27	C	SA039
SA039-A73047D-R56-C28	C	SA039
SA039-A73047D-R56-C29	A	SA039
SA039-A73047D-R56-C30	C	SA039
SA039-A73047D-R56-C31	C	SA039
SA039-A73047D-R56-C32	A	SA039
SA039-A73047D-R56-C33	B	SA039
SA039-A73047D-R56-C34	A	SA039
SA039-A73047D-R56-C35	A	SA039
SA039-A73047D-R56-C36	B	SA039
SA039-A73047D-R56-C37	C	SA039
SA039-A73047D-R56-C39	B	SA039
SA039-A73047D-R56-C42	C	SA039
SA039-A73047D-R56-C43	B	SA039
SA039-A73047D-R56-C44	C	SA039
SA039-A73047D-R56-C45	C	SA039
SA039-A73047D-R56-C47	C	SA039
SA039-A73047D-R56-C48	C	SA039
SA039-A73047D-R56-C49	C	SA039
SA039-A73047D-R56-C50	A	SA039
SA039-A73047D-R56-C51	C	SA039
SA039-A73047D-R56-C52	B	SA039
SA039-A73047D-R56-C53	A	SA039
SA039-A73047D-R56-C55	C	SA039
SA039-A73047D-R56-C56	B	SA039
SA039-A73047D-R56-C57	A	SA039
SA039-A73047D-R56-C58	C	SA039
SA039-A73047D-R56-C60	C	SA039
SA039-A73047D-R56-C62	B	SA039
SA039-A73047D-R56-C63	A	SA039
SA039-A73047D-R56-C64	B	SA039
SA039-A73047D-R57-C10	C	SA039
SA039-A73047D-R57-C11	C	SA039
SA039-A73047D-R57-C12	C	SA039
SA039-A73047D-R57-C15	A	SA039
SA039-A73047D-R57-C17	A	SA039
SA039-A73047D-R57-C18	B	SA039
SA039-A73047D-R57-C25	A	SA039
SA039-A73047D-R57-C26	C	SA039
SA039-A73047D-R57-C27	A	SA039
SA039-A73047D-R57-C28	B	SA039
SA039-A73047D-R57-C29	A	SA039
SA039-A73047D-R57-C35	C	SA039
SA039-A73047D-R57-C37	C	SA039
SA039-A73047D-R57-C38	B	SA039
SA039-A73047D-R57-C42	C	SA039
SA039-A73047D-R57-C44	C	SA039
SA039-A73047D-R57-C48	A	SA039
SA039-A73047D-R57-C49	C	SA039
SA039-A73047D-R57-C50	B	SA039
SA039-A73047D-R57-C51	B	SA039
SA039-A73047D-R57-C52	C	SA039
SA039-A73047D-R57-C55	A	SA039
SA039-A73047D-R57-C57	A	SA039
SA039-A73047D-R57-C58	A	SA039
SA039-A73047D-R57-C59	C	SA039
SA039-A73047D-R57-C62	A	SA039
SA039-A73047D-R57-C63	A	SA039
SA039-A73047D-R57-C65	A	SA039
SA039-A73047D-R57-C66	B	SA039
SA039-A73047D-R57-C67	C	SA039
SA039-A73047D-R58-C07	B	SA039
SA039-A73047D-R58-C08	B	SA039
SA039-A73047D-R58-C11	C	SA039
SA039-A73047D-R58-C12	B	SA039
SA039-A73047D-R58-C13	B	SA039
SA039-A73047D-R58-C14	A	SA039
SA039-A73047D-R58-C15	A	SA039
SA039-A73047D-R58-C16	C	SA039
SA039-A73047D-R58-C17	C	SA039
SA039-A73047D-R58-C19	C	SA039
SA039-A73047D-R58-C21	A	SA039
SA039-A73047D-R58-C22	A	SA039
SA039-A73047D-R58-C23	C	SA039
SA039-A73047D-R58-C24	C	SA039
SA039-A73047D-R58-C27	C	SA039
SA039-A73047D-R58-C29	C	SA039
SA039-A73047D-R58-C31	B	SA039
SA039-A73047D-R58-C34	A	SA039
SA039-A73047D-R58-C35	C	SA039
SA039-A73047D-R58-C36	A	SA039
SA039-A73047D-R58-C37	B	SA039
SA039-A73047D-R58-C38	C	SA039
SA039-A73047D-R58-C39	B	SA039
SA039-A73047D-R58-C41	B	SA039
SA039-A73047D-R58-C43	B	SA039
SA039-A73047D-R58-C46	C	SA039
SA039-A73047D-R58-C47	C	SA039
SA039-A73047D-R58-C48	A	SA039
SA039-A73047D-R58-C49	B	SA039
SA039-A73047D-R58-C50	A	SA039
SA039-A73047D-R58-C51	A	SA039
SA039-A73047D-R58-C52	C	SA039
SA039-A73047D-R58-C53	C	SA039
SA039-A73047D-R58-C54	C	SA039
SA039-A73047D-R58-C56	A	SA039
SA039-A73047D-R58-C57	A	SA039
SA039-A73047D-R58-C58	C	SA039
SA039-A73047D-R58-C59	B	SA039
SA039-A73047D-R58-C60	C	SA039
SA039-A73047D-R58-C62	C	SA039
SA039-A73047D-R58-C63	B	SA039
SA039-A73047D-R58-C64	A	SA039
SA039-A73047D-R58-C67	B	SA039
SA039-A73047D-R58-C70	C	SA039
SA039-A73047D-R59-C07	A	SA039
SA039-A73047D-R59-C08	A	SA039
SA039-A73047D-R59-C10	C	SA039
SA039-A73047D-R59-C11	B	SA039
SA039-A73047D-R59-C12	A	SA039
SA039-A73047D-R59-C13	B	SA039
SA039-A73047D-R59-C17	A	SA039
SA039-A73047D-R59-C21	A	SA039
SA039-A73047D-R59-C24	C	SA039
SA039-A73047D-R59-C25	B	SA039
SA039-A73047D-R59-C27	B	SA039
SA039-A73047D-R59-C28	A	SA039
SA039-A73047D-R59-C29	A	SA039
SA039-A73047D-R59-C31	B	SA039
SA039-A73047D-R59-C33	B	SA039
SA039-A73047D-R59-C34	A	SA039
SA039-A73047D-R59-C36	A	SA039
SA039-A73047D-R59-C37	C	SA039
SA039-A73047D-R59-C41	A	SA039
SA039-A73047D-R59-C42	C	SA039
SA039-A73047D-R59-C46	A	SA039
SA039-A73047D-R59-C47	C	SA039
SA039-A73047D-R59-C48	A	SA039
SA039-A73047D-R59-C49	C	SA039
SA039-A73047D-R59-C50	B	SA039
SA039-A73047D-R59-C51	B	SA039
SA039-A73047D-R59-C54	B	SA039
SA039-A73047D-R59-C55	A	SA039
SA039-A73047D-R59-C56	B	SA039
SA039-A73047D-R59-C57	C	SA039
SA039-A73047D-R59-C58	B	SA039
SA039-A73047D-R59-C59	B	SA039
SA039-A73047D-R59-C60	A	SA039
SA039-A73047D-R59-C61	A	SA039
SA039-A73047D-R59-C62	A	SA039
SA039-A73047D-R59-C63	A	SA039
SA039-A73047D-R59-C67	A	SA039
SA039-A73047D-R60-C08	B	SA039
SA039-A73047D-R60-C09	C	SA039
SA039-A73047D-R60-C11	B	SA039
SA039-A73047D-R60-C12	B	SA039
SA039-A73047D-R60-C15	C	SA039
SA039-A73047D-R60-C19	B	SA039
SA039-A73047D-R60-C22	B	SA039
SA039-A73047D-R60-C24	C	SA039
SA039-A73047D-R60-C25	A	SA039
SA039-A73047D-R60-C27	A	SA039
SA039-A73047D-R60-C29	B	SA039
SA039-A73047D-R60-C30	C	SA039
SA039-A73047D-R60-C31	C	SA039
SA039-A73047D-R60-C32	A	SA039
SA039-A73047D-R60-C34	C	SA039
SA039-A73047D-R60-C36	B	SA039
SA039-A73047D-R60-C38	A	SA039
SA039-A73047D-R60-C40	A	SA039
SA039-A73047D-R60-C41	C	SA039
SA039-A73047D-R60-C42	A	SA039
SA039-A73047D-R60-C43	A	SA039
SA039-A73047D-R60-C45	C	SA039
SA039-A73047D-R60-C46	C	SA039
SA039-A73047D-R60-C47	A	SA039
SA039-A73047D-R60-C48	C	SA039
SA039-A73047D-R60-C49	B	SA039
SA039-A73047D-R60-C50	B	SA039
SA039-A73047D-R60-C52	C	SA039
SA039-A73047D-R60-C53	C	SA039
SA039-A73047D-R60-C54	A	SA039
SA039-A73047D-R60-C57	B	SA039
SA039-A73047D-R60-C58	A	SA039
SA039-A73047D-R60-C59	B	SA039
SA039-A73047D-R60-C61	B	SA039
SA039-A73047D-R60-C62	B	SA039
SA039-A73047D-R60-C63	A	SA039
SA039-A73047D-R60-C64	C	SA039
SA039-A73047D-R61-C08	A	SA039
SA039-A73047D-R61-C09	A	SA039
SA039-A73047D-R61-C11	B	SA039
SA039-A73047D-R61-C13	C	SA039
SA039-A73047D-R61-C14	B	SA039
SA039-A73047D-R61-C16	B	SA039
SA039-A73047D-R61-C18	C	SA039
SA039-A73047D-R61-C20	A	SA039
SA039-A73047D-R61-C24	B	SA039
SA039-A73047D-R61-C25	A	SA039
SA039-A73047D-R61-C26	C	SA039
SA039-A73047D-R61-C28	A	SA039
SA039-A73047D-R61-C29	B	SA039
SA039-A73047D-R61-C30	B	SA039
SA039-A73047D-R61-C31	C	SA039
SA039-A73047D-R61-C34	B	SA039
SA039-A73047D-R61-C36	A	SA039
SA039-A73047D-R61-C42	B	SA039
SA039-A73047D-R61-C43	A	SA039
SA039-A73047D-R61-C44	A	SA039
SA039-A73047D-R61-C45	C	SA039
SA039-A73047D-R61-C46	C	SA039
SA039-A73047D-R61-C48	B	SA039
SA039-A73047D-R61-C50	B	SA039
SA039-A73047D-R61-C51	B	SA039
SA039-A73047D-R61-C53	A	SA039
SA039-A73047D-R61-C54	C	SA039
SA039-A73047D-R61-C55	B	SA039
SA039-A73047D-R61-C58	C	SA039
SA039-A73047D-R61-C60	C	SA039
SA039-A73047D-R61-C61	B	SA039
SA039-A73047D-R61-C62	C	SA039
SA039-A73047D-R61-C63	C	SA039
SA039-A73047D-R62-C07	B	SA039
SA039-A73047D-R62-C10	C	SA039
SA039-A73047D-R62-C11	B	SA039
SA039-A73047D-R62-C13	A	SA039
SA039-A73047D-R62-C14	C	SA039
SA039-A73047D-R62-C15	C	SA039
SA039-A73047D-R62-C18	A	SA039
SA039-A73047D-R62-C21	B	SA039
SA039-A73047D-R62-C22	A	SA039
SA039-A73047D-R62-C23	B	SA039
SA039-A73047D-R62-C26	B	SA039
SA039-A73047D-R62-C27	A	SA039
SA039-A73047D-R62-C28	B	SA039
SA039-A73047D-R62-C29	B	SA039
SA039-A73047D-R62-C30	B	SA039
SA039-A73047D-R62-C31	B	SA039
SA039-A73047D-R62-C32	A	SA039
SA039-A73047D-R62-C33	B	SA039
SA039-A73047D-R62-C35	A	SA039
SA039-A73047D-R62-C36	B	SA039
SA039-A73047D-R62-C37	B	SA039
SA039-A73047D-R62-C38	B	SA039
SA039-A73047D-R62-C39	B	SA039
SA039-A73047D-R62-C41	B	SA039
SA039-A73047D-R62-C42	C	SA039
SA039-A73047D-R62-C44	B	SA039
SA039-A73047D-R62-C45	C	SA039
SA039-A73047D-R62-C48	A	SA039
SA039-A73047D-R62-C49	A	SA039
SA039-A73047D-R62-C52	B	SA039
SA039-A73047D-R62-C54	C	SA039
SA039-A73047D-R62-C55	B	SA039
SA039-A73047D-R62-C56	A	SA039
SA039-A73047D-R62-C58	C	SA039
SA039-A73047D-R62-C59	C	SA039
SA039-A73047D-R62-C60	A	SA039
SA039-A73047D-R62-C61	A	SA039
SA039-A73047D-R63-C07	C	SA039
SA039-A73047D-R63-C09	C	SA039
SA039-A73047D-R63-C11	A	SA039
SA039-A73047D-R63-C12	B	SA039
SA039-A73047D-R63-C13	B	SA039
SA039-A73047D-R63-C15	C	SA039
SA039-A73047D-R63-C16	A	SA039
SA039-A73047D-R63-C18	A	SA039
SA039-A73047D-R63-C21	A	SA039
SA039-A73047D-R63-C22	B	SA039
SA039-A73047D-R63-C23	B	SA039
SA039-A73047D-R63-C24	A	SA039
SA039-A73047D-R63-C25	A	SA039
SA039-A73047D-R63-C26	C	SA039
SA039-A73047D-R63-C27	C	SA039
SA039-A73047D-R63-C30	B	SA039
SA039-A73047D-R63-C32	B	SA039
SA039-A73047D-R63-C33	B	SA039
SA039-A73047D-R63-C35	C	SA039
SA039-A73047D-R63-C37	C	SA039
SA039-A73047D-R63-C38	C	SA039
SA039-A73047D-R63-C39	A	SA039
SA039-A73047D-R63-C40	B	SA039
SA039-A73047D-R63-C41	A	SA039
SA039-A73047D-R63-C42	A	SA039
SA039-A73047D-R63-C43	A	SA039
SA039-A73047D-R63-C44	A	SA039
SA039-A73047D-R63-C45	A	SA039
SA039-A73047D-R63-C47	C	SA039
SA039-A73047D-R63-C49	A	SA039
SA039-A73047D-R63-C52	C	SA039
