cell_id	clone_id	dataset_id
SA906-A96175C-R69-C47	G	SA906a
SA906-A96175C-R69-C48	C	SA906a
SA906-A96175C-R69-C52	I	SA906a
SA906-A96175C-R69-C55	G	SA906a
SA906-A96175C-R69-C56	D	SA906a
SA906-A96175C-R69-C58	B	SA906a
SA906-A96175C-R69-C59	I	SA906a
SA906-A96175C-R69-C63	G	SA906a
SA906-A96175C-R69-C65	J	SA906a
SA906-A96175C-R69-C66	G	SA906a
SA906-A96175C-R69-C68	J	SA906a
SA906-A96175C-R69-C69	L	SA906a
SA906-A96175C-R70-C07	D	SA906a
SA906-A96175C-R70-C11	D	SA906a
SA906-A96175C-R70-C12	G	SA906a
SA906-A96175C-R70-C13	G	SA906a
SA906-A96175C-R70-C14	C	SA906a
SA906-A96175C-R70-C15	D	SA906a
SA906-A96175C-R70-C16	D	SA906a
SA906-A96175C-R70-C18	G	SA906a
SA906-A96175C-R70-C19	F	SA906a
SA906-A96175C-R70-C20	G	SA906a
SA906-A96175C-R70-C21	G	SA906a
SA906-A96175C-R70-C23	G	SA906a
SA906-A96175C-R70-C24	A	SA906a
SA906-A96175C-R70-C25	D	SA906a
SA906-A96175C-R70-C29	D	SA906a
SA906-A96175C-R70-C31	A	SA906a
SA906-A96175C-R70-C35	B	SA906a
SA906-A96175C-R70-C37	G	SA906a
SA906-A96175C-R70-C41	B	SA906a
SA906-A96175C-R70-C54	D	SA906a
SA906-A96175C-R70-C60	I	SA906a
SA906-A96175C-R70-C61	F	SA906a
SA906-A96175C-R70-C62	J	SA906a
SA906-A96175C-R70-C66	D	SA906a
SA906-A96175C-R70-C67	G	SA906a
SA906-A96175C-R70-C70	G	SA906a
