cell_id	clone_id	dataset_id
SA1054-A95632A-R07-C59	B	SA1054
SA1054-A95632A-R07-C60	B	SA1054
SA1054-A95632A-R07-C61	E	SA1054
SA1054-A95632A-R07-C62	C	SA1054
SA1054-A95632A-R07-C64	C	SA1054
SA1054-A95632A-R07-C65	A	SA1054
SA1054-A95632A-R07-C66	C	SA1054
SA1054-A95632A-R07-C68	E	SA1054
SA1054-A95632A-R07-C69	A	SA1054
SA1054-A95632A-R08-C10	C	SA1054
SA1054-A95632A-R08-C12	C	SA1054
SA1054-A95632A-R08-C15	C	SA1054
SA1054-A95632A-R08-C20	E	SA1054
SA1054-A95632A-R08-C24	A	SA1054
SA1054-A95632A-R08-C25	C	SA1054
SA1054-A95632A-R08-C31	E	SA1054
SA1054-A95632A-R08-C32	D	SA1054
SA1054-A95632A-R08-C35	B	SA1054
SA1054-A95632A-R08-C40	C	SA1054
SA1054-A95632A-R08-C41	C	SA1054
SA1054-A95632A-R08-C42	C	SA1054
SA1054-A95632A-R08-C43	E	SA1054
SA1054-A95632A-R08-C45	C	SA1054
SA1054-A95632A-R08-C48	A	SA1054
SA1054-A95632A-R08-C49	E	SA1054
SA1054-A95632A-R08-C51	B	SA1054
SA1054-A95632A-R08-C54	E	SA1054
SA1054-A95632A-R08-C57	C	SA1054
SA1054-A95632A-R08-C61	A	SA1054
SA1054-A95632A-R08-C62	E	SA1054
SA1054-A95632A-R08-C63	E	SA1054
SA1054-A95632A-R08-C66	E	SA1054
SA1054-A95632A-R08-C67	D	SA1054
SA1054-A95632A-R08-C68	E	SA1054
SA1054-A95632A-R08-C70	D	SA1054
SA1054-A95632A-R09-C10	A	SA1054
SA1054-A95632A-R09-C12	B	SA1054
SA1054-A95632A-R09-C13	E	SA1054
SA1054-A95632A-R09-C17	A	SA1054
SA1054-A95632A-R09-C18	E	SA1054
SA1054-A95632A-R09-C19	B	SA1054
SA1054-A95632A-R09-C21	A	SA1054
SA1054-A95632A-R09-C23	E	SA1054
SA1054-A95632A-R09-C25	E	SA1054
SA1054-A95632A-R09-C27	E	SA1054
SA1054-A95632A-R09-C32	E	SA1054
SA1054-A95632A-R09-C37	A	SA1054
SA1054-A95632A-R09-C38	A	SA1054
SA1054-A95632A-R09-C41	A	SA1054
SA1054-A95632A-R09-C42	D	SA1054
SA1054-A95632A-R09-C44	C	SA1054
SA1054-A95632A-R09-C47	C	SA1054
SA1054-A95632A-R09-C50	B	SA1054
SA1054-A95632A-R09-C52	C	SA1054
SA1054-A95632A-R09-C54	B	SA1054
SA1054-A95632A-R09-C57	A	SA1054
SA1054-A95632A-R09-C59	A	SA1054
SA1054-A95632A-R09-C61	E	SA1054
SA1054-A95632A-R09-C65	B	SA1054
SA1054-A95632A-R09-C66	E	SA1054
SA1054-A95632A-R09-C70	E	SA1054
SA1054-A95632A-R10-C11	A	SA1054
SA1054-A95632A-R10-C13	C	SA1054
SA1054-A95632A-R10-C14	E	SA1054
SA1054-A95632A-R10-C17	C	SA1054
SA1054-A95632A-R10-C20	A	SA1054
SA1054-A95632A-R10-C22	A	SA1054
SA1054-A95632A-R10-C26	E	SA1054
SA1054-A95632A-R10-C27	C	SA1054
SA1054-A95632A-R10-C29	C	SA1054
SA1054-A95632A-R10-C30	E	SA1054
SA1054-A95632A-R10-C34	C	SA1054
SA1054-A95632A-R10-C37	D	SA1054
SA1054-A95632A-R10-C38	D	SA1054
SA1054-A95632A-R10-C41	E	SA1054
SA1054-A95632A-R10-C44	A	SA1054
SA1054-A95632A-R10-C45	E	SA1054
SA1054-A95632A-R10-C46	A	SA1054
SA1054-A95632A-R10-C48	D	SA1054
SA1054-A95632A-R10-C49	A	SA1054
SA1054-A95632A-R10-C51	C	SA1054
SA1054-A95632A-R10-C52	E	SA1054
SA1054-A95632A-R10-C54	B	SA1054
SA1054-A95632A-R10-C58	E	SA1054
SA1054-A95632A-R10-C60	D	SA1054
SA1054-A95632A-R10-C62	E	SA1054
SA1054-A95632A-R10-C63	E	SA1054
SA1054-A95632A-R10-C64	C	SA1054
SA1054-A95632A-R10-C68	D	SA1054
SA1054-A95632A-R10-C69	C	SA1054
SA1054-A95632A-R10-C70	A	SA1054
SA1054-A95632A-R11-C11	C	SA1054
SA1054-A95632A-R11-C12	A	SA1054
SA1054-A95632A-R11-C14	E	SA1054
SA1054-A95632A-R11-C16	C	SA1054
SA1054-A95632A-R11-C19	C	SA1054
SA1054-A95632A-R11-C25	D	SA1054
SA1054-A95632A-R11-C26	C	SA1054
SA1054-A95632A-R11-C27	B	SA1054
SA1054-A95632A-R11-C29	D	SA1054
SA1054-A95632A-R11-C30	C	SA1054
SA1054-A95632A-R11-C32	B	SA1054
SA1054-A95632A-R11-C34	C	SA1054
SA1054-A95632A-R11-C37	A	SA1054
SA1054-A95632A-R11-C38	A	SA1054
SA1054-A95632A-R11-C39	B	SA1054
SA1054-A95632A-R11-C40	E	SA1054
SA1054-A95632A-R11-C43	E	SA1054
SA1054-A95632A-R11-C44	B	SA1054
SA1054-A95632A-R11-C45	A	SA1054
SA1054-A95632A-R11-C46	B	SA1054
SA1054-A95632A-R11-C47	C	SA1054
SA1054-A95632A-R11-C48	C	SA1054
SA1054-A95632A-R11-C50	E	SA1054
SA1054-A95632A-R11-C52	A	SA1054
SA1054-A95632A-R11-C53	A	SA1054
SA1054-A95632A-R11-C55	D	SA1054
SA1054-A95632A-R11-C58	A	SA1054
SA1054-A95632A-R11-C59	E	SA1054
SA1054-A95632A-R11-C60	E	SA1054
SA1054-A95632A-R12-C12	B	SA1054
SA1054-A95632A-R12-C13	D	SA1054
SA1054-A95632A-R12-C15	A	SA1054
SA1054-A95632A-R12-C18	C	SA1054
SA1054-A95632A-R12-C23	E	SA1054
SA1054-A95632A-R12-C24	E	SA1054
SA1054-A95632A-R12-C27	A	SA1054
SA1054-A95632A-R12-C30	E	SA1054
SA1054-A95632A-R12-C31	C	SA1054
SA1054-A95632A-R12-C34	D	SA1054
SA1054-A95632A-R12-C35	B	SA1054
SA1054-A95632A-R12-C36	D	SA1054
SA1054-A95632A-R12-C37	E	SA1054
SA1054-A95632A-R12-C38	C	SA1054
SA1054-A95632A-R12-C42	A	SA1054
SA1054-A95632A-R12-C44	E	SA1054
SA1054-A95632A-R12-C47	A	SA1054
SA1054-A95632A-R12-C48	D	SA1054
SA1054-A95632A-R12-C49	C	SA1054
SA1054-A95632A-R12-C51	A	SA1054
SA1054-A95632A-R12-C52	E	SA1054
SA1054-A95632A-R12-C54	A	SA1054
SA1054-A95632A-R12-C55	C	SA1054
SA1054-A95632A-R12-C56	E	SA1054
SA1054-A95632A-R12-C58	D	SA1054
SA1054-A95632A-R12-C59	E	SA1054
SA1054-A95632A-R12-C60	E	SA1054
SA1054-A95632A-R12-C63	C	SA1054
SA1054-A95632A-R12-C64	E	SA1054
SA1054-A95632A-R12-C65	C	SA1054
SA1054-A95632A-R12-C66	A	SA1054
SA1054-A95632A-R12-C67	D	SA1054
SA1054-A95632A-R12-C70	A	SA1054
SA1054-A95632A-R13-C11	D	SA1054
SA1054-A95632A-R13-C15	A	SA1054
SA1054-A95632A-R13-C16	E	SA1054
SA1054-A95632A-R13-C17	E	SA1054
SA1054-A95632A-R13-C18	C	SA1054
SA1054-A95632A-R13-C19	A	SA1054
SA1054-A95632A-R13-C20	A	SA1054
SA1054-A95632A-R13-C22	D	SA1054
SA1054-A95632A-R13-C26	C	SA1054
SA1054-A95632A-R13-C30	C	SA1054
SA1054-A95632A-R13-C31	A	SA1054
SA1054-A95632A-R13-C32	E	SA1054
SA1054-A95632A-R13-C34	E	SA1054
SA1054-A95632A-R13-C38	E	SA1054
SA1054-A95632A-R13-C39	C	SA1054
SA1054-A95632A-R13-C40	E	SA1054
SA1054-A95632A-R13-C42	C	SA1054
SA1054-A95632A-R13-C43	C	SA1054
SA1054-A95632A-R13-C45	E	SA1054
SA1054-A95632A-R13-C50	D	SA1054
SA1054-A95632A-R13-C54	E	SA1054
SA1054-A95632A-R13-C55	C	SA1054
SA1054-A95632A-R13-C56	B	SA1054
SA1054-A95632A-R13-C59	A	SA1054
SA1054-A95632A-R13-C60	A	SA1054
SA1054-A95632A-R13-C61	B	SA1054
SA1054-A95632A-R13-C64	D	SA1054
SA1054-A95632A-R13-C65	D	SA1054
SA1054-A95632A-R13-C67	E	SA1054
SA1054-A95632A-R13-C68	A	SA1054
SA1054-A95632A-R13-C69	D	SA1054
SA1054-A95632A-R13-C70	A	SA1054
SA1054-A95632A-R14-C12	D	SA1054
SA1054-A95632A-R14-C13	D	SA1054
SA1054-A95632A-R14-C18	C	SA1054
SA1054-A95632A-R14-C19	A	SA1054
SA1054-A95632A-R14-C21	B	SA1054
SA1054-A95632A-R14-C22	E	SA1054
SA1054-A95632A-R14-C23	C	SA1054
SA1054-A95632A-R14-C24	E	SA1054
SA1054-A95632A-R14-C26	E	SA1054
SA1054-A95632A-R14-C28	A	SA1054
SA1054-A95632A-R14-C29	A	SA1054
SA1054-A95632A-R14-C34	E	SA1054
SA1054-A95632A-R14-C35	E	SA1054
SA1054-A95632A-R14-C36	D	SA1054
SA1054-A95632A-R14-C39	E	SA1054
SA1054-A95632A-R14-C41	E	SA1054
SA1054-A95632A-R14-C42	A	SA1054
SA1054-A95632A-R14-C43	C	SA1054
SA1054-A95632A-R14-C44	A	SA1054
SA1054-A95632A-R14-C46	C	SA1054
SA1054-A95632A-R14-C47	E	SA1054
SA1054-A95632A-R14-C49	E	SA1054
SA1054-A95632A-R14-C52	C	SA1054
SA1054-A95632A-R14-C54	C	SA1054
SA1054-A95632A-R14-C55	D	SA1054
SA1054-A95632A-R14-C59	A	SA1054
SA1054-A95632A-R14-C61	E	SA1054
SA1054-A95632A-R14-C63	D	SA1054
SA1054-A95632A-R14-C64	E	SA1054
SA1054-A95632A-R14-C65	E	SA1054
SA1054-A95632A-R14-C66	C	SA1054
SA1054-A95632A-R14-C69	E	SA1054
SA1054-A95632A-R14-C70	D	SA1054
SA1054-A95632A-R15-C10	D	SA1054
SA1054-A95632A-R15-C12	C	SA1054
SA1054-A95632A-R15-C14	A	SA1054
SA1054-A95632A-R15-C15	C	SA1054
SA1054-A95632A-R15-C16	E	SA1054
SA1054-A95632A-R15-C17	A	SA1054
SA1054-A95632A-R15-C18	C	SA1054
SA1054-A95632A-R15-C19	D	SA1054
SA1054-A95632A-R15-C20	E	SA1054
SA1054-A95632A-R15-C24	E	SA1054
SA1054-A95632A-R15-C25	A	SA1054
SA1054-A95632A-R15-C29	D	SA1054
SA1054-A95632A-R15-C33	D	SA1054
SA1054-A95632A-R15-C38	C	SA1054
SA1054-A95632A-R15-C40	D	SA1054
SA1054-A95632A-R15-C41	D	SA1054
SA1054-A95632A-R15-C42	C	SA1054
SA1054-A95632A-R15-C44	E	SA1054
SA1054-A95632A-R15-C46	D	SA1054
SA1054-A95632A-R15-C49	E	SA1054
SA1054-A95632A-R15-C50	C	SA1054
SA1054-A95632A-R15-C53	D	SA1054
SA1054-A95632A-R15-C54	E	SA1054
SA1054-A95632A-R15-C56	D	SA1054
SA1054-A95632A-R15-C57	C	SA1054
SA1054-A95632A-R15-C59	E	SA1054
SA1054-A95632A-R15-C63	C	SA1054
SA1054-A95632A-R15-C65	E	SA1054
SA1054-A95632A-R15-C69	E	SA1054
SA1054-A95632A-R15-C70	C	SA1054
