,isabl_patient_id,isabl_sample_id,isabl_aliquot_id,isabl_pk,isabl_application,isabl_version,technique_category,technique_method,technique_name,sample_category,num_targets,version,result_type,result_filepath
0,SA604,SA604X7XB02089,SA604_SA604X7XB02089_A96175A_L1,8803,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,metrics,/juno/work/shah/isabl_data_lake/analyses/88/03/8803/results/A96175A_metrics.csv.gz
1,SA604,SA604X7XB02089,SA604_SA604X7XB02089_A96175A_L1,8803,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,metadata,/juno/work/shah/isabl_data_lake/analyses/88/03/8803/results/metadata.yaml
2,SA604,SA604X7XB02089,SA604_SA604X7XB02089_A96175A_L1,8803,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,qc_report,/juno/work/shah/isabl_data_lake/analyses/88/03/8803/results/A96175A_QC_report.html
3,SA604,SA604X7XB02089,SA604_SA604X7XB02089_A96175A_L1,8803,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,segs_fail,/juno/work/shah/isabl_data_lake/analyses/88/03/8803/results/A96175A_segs_fail.tar.gz
4,SA604,SA604X7XB02089,SA604_SA604X7XB02089_A96175A_L1,8803,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,segs_pass,/juno/work/shah/isabl_data_lake/analyses/88/03/8803/results/A96175A_segs_pass.tar.gz
5,SA604,SA604X7XB02089,SA604_SA604X7XB02089_A96175A_L1,8803,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,command_err,/juno/work/shah/isabl_data_lake/analyses/88/03/8803/head_job.err
6,SA604,SA604X7XB02089,SA604_SA604X7XB02089_A96175A_L1,8803,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,command_log,/juno/work/shah/isabl_data_lake/analyses/88/03/8803/head_job.log
7,SA604,SA604X7XB02089,SA604_SA604X7XB02089_A96175A_L1,8803,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,command_script,/juno/work/shah/isabl_data_lake/analyses/88/03/8803/head_job.sh
8,SA604,SA604X7XB02089,SA604_SA604X7XB02089_A96175A_L1,8803,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,heatmap_by_ec_filtered,/juno/work/shah/isabl_data_lake/analyses/88/03/8803/results/A96175A_heatmap_by_ec_filtered.pdf
9,SA604,SA604X7XB02089,SA604_SA604X7XB02089_A96212B_L1,8804,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,metrics,/juno/work/shah/isabl_data_lake/analyses/88/04/8804/results/A96212B_metrics.csv.gz
10,SA604,SA604X7XB02089,SA604_SA604X7XB02089_A96212B_L1,8804,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,metadata,/juno/work/shah/isabl_data_lake/analyses/88/04/8804/results/metadata.yaml
11,SA604,SA604X7XB02089,SA604_SA604X7XB02089_A96212B_L1,8804,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,qc_report,/juno/work/shah/isabl_data_lake/analyses/88/04/8804/results/A96212B_QC_report.html
12,SA604,SA604X7XB02089,SA604_SA604X7XB02089_A96212B_L1,8804,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,segs_fail,/juno/work/shah/isabl_data_lake/analyses/88/04/8804/results/A96212B_segs_fail.tar.gz
13,SA604,SA604X7XB02089,SA604_SA604X7XB02089_A96212B_L1,8804,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,segs_pass,/juno/work/shah/isabl_data_lake/analyses/88/04/8804/results/A96212B_segs_pass.tar.gz
14,SA604,SA604X7XB02089,SA604_SA604X7XB02089_A96212B_L1,8804,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,command_err,/juno/work/shah/isabl_data_lake/analyses/88/04/8804/head_job.err
15,SA604,SA604X7XB02089,SA604_SA604X7XB02089_A96212B_L1,8804,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,command_log,/juno/work/shah/isabl_data_lake/analyses/88/04/8804/head_job.log
16,SA604,SA604X7XB02089,SA604_SA604X7XB02089_A96212B_L1,8804,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,command_script,/juno/work/shah/isabl_data_lake/analyses/88/04/8804/head_job.sh
17,SA604,SA604X7XB02089,SA604_SA604X7XB02089_A96212B_L1,8804,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,heatmap_by_ec_filtered,/juno/work/shah/isabl_data_lake/analyses/88/04/8804/results/A96212B_heatmap_by_ec_filtered.pdf
18,SA604,SA604X8XB02204,SA604_SA604X8XB02204_A96161A_L1,8805,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,metrics,/juno/work/shah/isabl_data_lake/analyses/88/05/8805/results/A96161A_metrics.csv.gz
19,SA604,SA604X8XB02204,SA604_SA604X8XB02204_A96161A_L1,8805,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,metadata,/juno/work/shah/isabl_data_lake/analyses/88/05/8805/results/metadata.yaml
20,SA604,SA604X8XB02204,SA604_SA604X8XB02204_A96161A_L1,8805,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,qc_report,/juno/work/shah/isabl_data_lake/analyses/88/05/8805/results/A96161A_QC_report.html
21,SA604,SA604X8XB02204,SA604_SA604X8XB02204_A96161A_L1,8805,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,segs_fail,/juno/work/shah/isabl_data_lake/analyses/88/05/8805/results/A96161A_segs_fail.tar.gz
22,SA604,SA604X8XB02204,SA604_SA604X8XB02204_A96161A_L1,8805,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,segs_pass,/juno/work/shah/isabl_data_lake/analyses/88/05/8805/results/A96161A_segs_pass.tar.gz
23,SA604,SA604X8XB02204,SA604_SA604X8XB02204_A96161A_L1,8805,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,command_err,/juno/work/shah/isabl_data_lake/analyses/88/05/8805/head_job.err
24,SA604,SA604X8XB02204,SA604_SA604X8XB02204_A96161A_L1,8805,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,command_log,/juno/work/shah/isabl_data_lake/analyses/88/05/8805/head_job.log
25,SA604,SA604X8XB02204,SA604_SA604X8XB02204_A96161A_L1,8805,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,command_script,/juno/work/shah/isabl_data_lake/analyses/88/05/8805/head_job.sh
26,SA604,SA604X8XB02204,SA604_SA604X8XB02204_A96161A_L1,8805,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,heatmap_by_ec_filtered,/juno/work/shah/isabl_data_lake/analyses/88/05/8805/results/A96161A_heatmap_by_ec_filtered.pdf
27,SA604,SA604X8XB02240,SA604_SA604X8XB02240_A96141A_L2,8806,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,metrics,/juno/work/shah/isabl_data_lake/analyses/88/06/8806/results/A96141A_metrics.csv.gz
28,SA604,SA604X8XB02240,SA604_SA604X8XB02240_A96141A_L2,8806,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,metadata,/juno/work/shah/isabl_data_lake/analyses/88/06/8806/results/metadata.yaml
29,SA604,SA604X8XB02240,SA604_SA604X8XB02240_A96141A_L2,8806,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,qc_report,/juno/work/shah/isabl_data_lake/analyses/88/06/8806/results/A96141A_QC_report.html
30,SA604,SA604X8XB02240,SA604_SA604X8XB02240_A96141A_L2,8806,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,segs_fail,/juno/work/shah/isabl_data_lake/analyses/88/06/8806/results/A96141A_segs_fail.tar.gz
31,SA604,SA604X8XB02240,SA604_SA604X8XB02240_A96141A_L2,8806,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,segs_pass,/juno/work/shah/isabl_data_lake/analyses/88/06/8806/results/A96141A_segs_pass.tar.gz
32,SA604,SA604X8XB02240,SA604_SA604X8XB02240_A96141A_L2,8806,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,command_err,/juno/work/shah/isabl_data_lake/analyses/88/06/8806/head_job.err
33,SA604,SA604X8XB02240,SA604_SA604X8XB02240_A96141A_L2,8806,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,command_log,/juno/work/shah/isabl_data_lake/analyses/88/06/8806/head_job.log
34,SA604,SA604X8XB02240,SA604_SA604X8XB02240_A96141A_L2,8806,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,command_script,/juno/work/shah/isabl_data_lake/analyses/88/06/8806/head_job.sh
35,SA604,SA604X8XB02240,SA604_SA604X8XB02240_A96141A_L2,8806,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,heatmap_by_ec_filtered,/juno/work/shah/isabl_data_lake/analyses/88/06/8806/results/A96141A_heatmap_by_ec_filtered.pdf
36,SA609,SA609X1XB00290,SA609_SA609X1XB00290_A96172A_L1,8807,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,0.6.41,metrics,/juno/work/shah/isabl_data_lake/analyses/88/07/8807/results/A96172A_metrics.csv.gz
37,SA609,SA609X1XB00290,SA609_SA609X1XB00290_A96172A_L1,8807,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,0.6.41,metadata,/juno/work/shah/isabl_data_lake/analyses/88/07/8807/results/metadata.yaml
38,SA609,SA609X1XB00290,SA609_SA609X1XB00290_A96172A_L1,8807,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,0.6.41,qc_report,/juno/work/shah/isabl_data_lake/analyses/88/07/8807/results/A96172A_QC_report.html
39,SA609,SA609X1XB00290,SA609_SA609X1XB00290_A96172A_L1,8807,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,0.6.41,segs_fail,/juno/work/shah/isabl_data_lake/analyses/88/07/8807/results/A96172A_segs_fail.tar.gz
40,SA609,SA609X1XB00290,SA609_SA609X1XB00290_A96172A_L1,8807,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,0.6.41,segs_pass,/juno/work/shah/isabl_data_lake/analyses/88/07/8807/results/A96172A_segs_pass.tar.gz
41,SA609,SA609X1XB00290,SA609_SA609X1XB00290_A96172A_L1,8807,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,0.6.41,command_err,/juno/work/shah/isabl_data_lake/analyses/88/07/8807/head_job.err
42,SA609,SA609X1XB00290,SA609_SA609X1XB00290_A96172A_L1,8807,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,0.6.41,command_log,/juno/work/shah/isabl_data_lake/analyses/88/07/8807/head_job.log
43,SA609,SA609X1XB00290,SA609_SA609X1XB00290_A96172A_L1,8807,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,0.6.41,command_script,/juno/work/shah/isabl_data_lake/analyses/88/07/8807/head_job.sh
44,SA609,SA609X1XB00290,SA609_SA609X1XB00290_A96172A_L1,8807,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,0.6.41,heatmap_by_ec_filtered,/juno/work/shah/isabl_data_lake/analyses/88/07/8807/results/A96172A_heatmap_by_ec_filtered.pdf
45,SA609,SA609X2XB00426,SA609_SA609X2XB00426_A96149A_L2,8808,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,0.6.41,metrics,/juno/work/shah/isabl_data_lake/analyses/88/08/8808/results/A96149A_metrics.csv.gz
46,SA609,SA609X2XB00426,SA609_SA609X2XB00426_A96149A_L2,8808,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,0.6.41,metadata,/juno/work/shah/isabl_data_lake/analyses/88/08/8808/results/metadata.yaml
47,SA609,SA609X2XB00426,SA609_SA609X2XB00426_A96149A_L2,8808,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,0.6.41,qc_report,/juno/work/shah/isabl_data_lake/analyses/88/08/8808/results/A96149A_QC_report.html
48,SA609,SA609X2XB00426,SA609_SA609X2XB00426_A96149A_L2,8808,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,0.6.41,segs_fail,/juno/work/shah/isabl_data_lake/analyses/88/08/8808/results/A96149A_segs_fail.tar.gz
49,SA609,SA609X2XB00426,SA609_SA609X2XB00426_A96149A_L2,8808,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,0.6.41,segs_pass,/juno/work/shah/isabl_data_lake/analyses/88/08/8808/results/A96149A_segs_pass.tar.gz
50,SA609,SA609X2XB00426,SA609_SA609X2XB00426_A96149A_L2,8808,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,0.6.41,command_err,/juno/work/shah/isabl_data_lake/analyses/88/08/8808/head_job.err
51,SA609,SA609X2XB00426,SA609_SA609X2XB00426_A96149A_L2,8808,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,0.6.41,command_log,/juno/work/shah/isabl_data_lake/analyses/88/08/8808/head_job.log
52,SA609,SA609X2XB00426,SA609_SA609X2XB00426_A96149A_L2,8808,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,0.6.41,command_script,/juno/work/shah/isabl_data_lake/analyses/88/08/8808/head_job.sh
53,SA609,SA609X2XB00426,SA609_SA609X2XB00426_A96149A_L2,8808,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,0.6.41,heatmap_by_ec_filtered,/juno/work/shah/isabl_data_lake/analyses/88/08/8808/results/A96149A_heatmap_by_ec_filtered.pdf
54,SA609,SA609X3XB01584,SA609_SA609X3XB01584_A95724A_L4,8809,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,0.6.41,metrics,/juno/work/shah/isabl_data_lake/analyses/88/09/8809/results/A95724A_metrics.csv.gz
55,SA609,SA609X3XB01584,SA609_SA609X3XB01584_A95724A_L4,8809,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,0.6.41,metadata,/juno/work/shah/isabl_data_lake/analyses/88/09/8809/results/metadata.yaml
56,SA609,SA609X3XB01584,SA609_SA609X3XB01584_A95724A_L4,8809,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,0.6.41,qc_report,/juno/work/shah/isabl_data_lake/analyses/88/09/8809/results/A95724A_QC_report.html
57,SA609,SA609X3XB01584,SA609_SA609X3XB01584_A95724A_L4,8809,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,0.6.41,segs_fail,/juno/work/shah/isabl_data_lake/analyses/88/09/8809/results/A95724A_segs_fail.tar.gz
58,SA609,SA609X3XB01584,SA609_SA609X3XB01584_A95724A_L4,8809,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,0.6.41,segs_pass,/juno/work/shah/isabl_data_lake/analyses/88/09/8809/results/A95724A_segs_pass.tar.gz
59,SA609,SA609X3XB01584,SA609_SA609X3XB01584_A95724A_L4,8809,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,0.6.41,command_err,/juno/work/shah/isabl_data_lake/analyses/88/09/8809/head_job.err
60,SA609,SA609X3XB01584,SA609_SA609X3XB01584_A95724A_L4,8809,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,0.6.41,command_log,/juno/work/shah/isabl_data_lake/analyses/88/09/8809/head_job.log
61,SA609,SA609X3XB01584,SA609_SA609X3XB01584_A95724A_L4,8809,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,0.6.41,command_script,/juno/work/shah/isabl_data_lake/analyses/88/09/8809/head_job.sh
62,SA609,SA609X3XB01584,SA609_SA609X3XB01584_A95724A_L4,8809,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,0.6.41,heatmap_by_ec_filtered,/juno/work/shah/isabl_data_lake/analyses/88/09/8809/results/A95724A_heatmap_by_ec_filtered.pdf
63,SA609,SA609X4XB01721,SA609_SA609X4XB01721_A95664B_L2,8810,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,0.6.41,metrics,/juno/work/shah/isabl_data_lake/analyses/88/10/8810/results/A95664B_metrics.csv.gz
64,SA609,SA609X4XB01721,SA609_SA609X4XB01721_A95664B_L2,8810,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,0.6.41,metadata,/juno/work/shah/isabl_data_lake/analyses/88/10/8810/results/metadata.yaml
65,SA609,SA609X4XB01721,SA609_SA609X4XB01721_A95664B_L2,8810,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,0.6.41,qc_report,/juno/work/shah/isabl_data_lake/analyses/88/10/8810/results/A95664B_QC_report.html
66,SA609,SA609X4XB01721,SA609_SA609X4XB01721_A95664B_L2,8810,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,0.6.41,segs_fail,/juno/work/shah/isabl_data_lake/analyses/88/10/8810/results/A95664B_segs_fail.tar.gz
67,SA609,SA609X4XB01721,SA609_SA609X4XB01721_A95664B_L2,8810,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,0.6.41,segs_pass,/juno/work/shah/isabl_data_lake/analyses/88/10/8810/results/A95664B_segs_pass.tar.gz
68,SA609,SA609X4XB01721,SA609_SA609X4XB01721_A95664B_L2,8810,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,0.6.41,command_err,/juno/work/shah/isabl_data_lake/analyses/88/10/8810/head_job.err
69,SA609,SA609X4XB01721,SA609_SA609X4XB01721_A95664B_L2,8810,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,0.6.41,command_log,/juno/work/shah/isabl_data_lake/analyses/88/10/8810/head_job.log
70,SA609,SA609X4XB01721,SA609_SA609X4XB01721_A95664B_L2,8810,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,0.6.41,command_script,/juno/work/shah/isabl_data_lake/analyses/88/10/8810/head_job.sh
71,SA609,SA609X4XB01721,SA609_SA609X4XB01721_A95664B_L2,8810,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,0.6.41,heatmap_by_ec_filtered,/juno/work/shah/isabl_data_lake/analyses/88/10/8810/results/A95664B_heatmap_by_ec_filtered.pdf
72,SA609,SA609X5XB01844,SA609_SA609X5XB01844_A95724B_L4,8811,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,0.6.41,metrics,/juno/work/shah/isabl_data_lake/analyses/88/11/8811/results/A95724B_metrics.csv.gz
73,SA609,SA609X5XB01844,SA609_SA609X5XB01844_A95724B_L4,8811,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,0.6.41,metadata,/juno/work/shah/isabl_data_lake/analyses/88/11/8811/results/metadata.yaml
74,SA609,SA609X5XB01844,SA609_SA609X5XB01844_A95724B_L4,8811,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,0.6.41,qc_report,/juno/work/shah/isabl_data_lake/analyses/88/11/8811/results/A95724B_QC_report.html
75,SA609,SA609X5XB01844,SA609_SA609X5XB01844_A95724B_L4,8811,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,0.6.41,segs_fail,/juno/work/shah/isabl_data_lake/analyses/88/11/8811/results/A95724B_segs_fail.tar.gz
76,SA609,SA609X5XB01844,SA609_SA609X5XB01844_A95724B_L4,8811,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,0.6.41,segs_pass,/juno/work/shah/isabl_data_lake/analyses/88/11/8811/results/A95724B_segs_pass.tar.gz
77,SA609,SA609X5XB01844,SA609_SA609X5XB01844_A95724B_L4,8811,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,0.6.41,command_err,/juno/work/shah/isabl_data_lake/analyses/88/11/8811/head_job.err
78,SA609,SA609X5XB01844,SA609_SA609X5XB01844_A95724B_L4,8811,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,0.6.41,command_log,/juno/work/shah/isabl_data_lake/analyses/88/11/8811/head_job.log
79,SA609,SA609X5XB01844,SA609_SA609X5XB01844_A95724B_L4,8811,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,0.6.41,command_script,/juno/work/shah/isabl_data_lake/analyses/88/11/8811/head_job.sh
80,SA609,SA609X5XB01844,SA609_SA609X5XB01844_A95724B_L4,8811,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,0.6.41,heatmap_by_ec_filtered,/juno/work/shah/isabl_data_lake/analyses/88/11/8811/results/A95724B_heatmap_by_ec_filtered.pdf
81,184-hTERT,SA039X51,184-hTERT_SA039X51_A73047D_L5,8812,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,metrics,/juno/work/shah/isabl_data_lake/analyses/88/12/8812/results/A73047D_metrics.csv.gz
82,184-hTERT,SA039X51,184-hTERT_SA039X51_A73047D_L5,8812,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,metadata,/juno/work/shah/isabl_data_lake/analyses/88/12/8812/results/metadata.yaml
83,184-hTERT,SA039X51,184-hTERT_SA039X51_A73047D_L5,8812,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,qc_report,/juno/work/shah/isabl_data_lake/analyses/88/12/8812/results/A73047D_QC_report.html
84,184-hTERT,SA039X51,184-hTERT_SA039X51_A73047D_L5,8812,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,segs_fail,/juno/work/shah/isabl_data_lake/analyses/88/12/8812/results/A73047D_segs_fail.tar.gz
85,184-hTERT,SA039X51,184-hTERT_SA039X51_A73047D_L5,8812,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,segs_pass,/juno/work/shah/isabl_data_lake/analyses/88/12/8812/results/A73047D_segs_pass.tar.gz
86,184-hTERT,SA039X51,184-hTERT_SA039X51_A73047D_L5,8812,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,command_err,/juno/work/shah/isabl_data_lake/analyses/88/12/8812/head_job.err
87,184-hTERT,SA039X51,184-hTERT_SA039X51_A73047D_L5,8812,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,command_log,/juno/work/shah/isabl_data_lake/analyses/88/12/8812/head_job.log
88,184-hTERT,SA039X51,184-hTERT_SA039X51_A73047D_L5,8812,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,command_script,/juno/work/shah/isabl_data_lake/analyses/88/12/8812/head_job.sh
89,184-hTERT,SA039X51,184-hTERT_SA039X51_A73047D_L5,8812,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,heatmap_by_ec_filtered,/juno/work/shah/isabl_data_lake/analyses/88/12/8812/results/A73047D_heatmap_by_ec_filtered.pdf
90,DG1134,SA1105,DG1134_SA1105_A96168B_L2,8816,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,metrics,/juno/work/shah/isabl_data_lake/analyses/88/16/8816/results/A96168B_metrics.csv.gz
91,DG1134,SA1105,DG1134_SA1105_A96168B_L2,8816,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,metadata,/juno/work/shah/isabl_data_lake/analyses/88/16/8816/results/metadata.yaml
92,DG1134,SA1105,DG1134_SA1105_A96168B_L2,8816,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,qc_report,/juno/work/shah/isabl_data_lake/analyses/88/16/8816/results/A96168B_QC_report.html
93,DG1134,SA1105,DG1134_SA1105_A96168B_L2,8816,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,segs_fail,/juno/work/shah/isabl_data_lake/analyses/88/16/8816/results/A96168B_segs_fail.tar.gz
94,DG1134,SA1105,DG1134_SA1105_A96168B_L2,8816,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,segs_pass,/juno/work/shah/isabl_data_lake/analyses/88/16/8816/results/A96168B_segs_pass.tar.gz
95,DG1134,SA1105,DG1134_SA1105_A96168B_L2,8816,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,command_err,/juno/work/shah/isabl_data_lake/analyses/88/16/8816/head_job.err
96,DG1134,SA1105,DG1134_SA1105_A96168B_L2,8816,SCDNA-ANNOTATION,0.0.1,DNA,DLP,Single Cell DNA Seq,TUMOR,1,v0.6.41,command_log,/juno/work/shah/isabl_data_lake/analyses/88/16/8816/head_job.log
