V1,single_cell_id,letters,datatag,sample_id
18142,SA906b-A96155B-R27-C21,A,SA906b,SA906b
18143,SA906b-A96155B-R28-C35,A,SA906b,SA906b
18144,SA906b-A96155B-R28-C46,A,SA906b,SA906b
18145,SA906b-A96155B-R28-C69,A,SA906b,SA906b
18146,SA906b-A96155B-R31-C08,A,SA906b,SA906b
18147,SA906b-A96155B-R32-C49,A,SA906b,SA906b
18148,SA906b-A96155B-R33-C36,A,SA906b,SA906b
18149,SA906b-A96155B-R34-C28,A,SA906b,SA906b
18150,SA906b-A96155B-R34-C64,A,SA906b,SA906b
18151,SA906b-A96155B-R36-C32,A,SA906b,SA906b
18152,SA906b-A96155B-R41-C18,A,SA906b,SA906b
18153,SA906b-A96155B-R42-C56,A,SA906b,SA906b
18154,SA906b-A96172B-R47-C26,A,SA906b,SA906b
18155,SA906b-A96172B-R47-C49,A,SA906b,SA906b
18156,SA906b-A96172B-R48-C16,A,SA906b,SA906b
18157,SA906b-A96172B-R48-C37,A,SA906b,SA906b
18158,SA906b-A96172B-R49-C47,A,SA906b,SA906b
18159,SA906b-A96172B-R49-C54,A,SA906b,SA906b
18160,SA906b-A96172B-R50-C39,A,SA906b,SA906b
18161,SA906b-A96172B-R51-C27,A,SA906b,SA906b
18162,SA906b-A96172B-R53-C57,A,SA906b,SA906b
18163,SA906b-A96172B-R54-C10,A,SA906b,SA906b
18164,SA906b-A96172B-R54-C57,A,SA906b,SA906b
18165,SA906b-A96172B-R55-C30,A,SA906b,SA906b
18166,SA906b-A96172B-R55-C50,A,SA906b,SA906b
18167,SA906b-A96172B-R57-C28,A,SA906b,SA906b
18168,SA906b-A96172B-R57-C63,A,SA906b,SA906b
18169,SA906b-A96172B-R58-C57,A,SA906b,SA906b
18170,SA906b-A96172B-R59-C33,A,SA906b,SA906b
18171,SA906b-A96172B-R61-C14,A,SA906b,SA906b
18172,SA906b-A96172B-R61-C24,A,SA906b,SA906b
18173,SA906b-A96172B-R62-C08,A,SA906b,SA906b
18174,SA906b-A96172B-R63-C35,A,SA906b,SA906b
18175,SA906b-A96172B-R63-C44,A,SA906b,SA906b
18176,SA906b-A96172B-R64-C23,A,SA906b,SA906b
18177,SA906b-A96172B-R67-C19,A,SA906b,SA906b
18178,SA906b-A96172B-R68-C10,A,SA906b,SA906b
18179,SA906b-A96172B-R70-C18,A,SA906b,SA906b
18180,SA906b-A96211C-R50-C32,A,SA906b,SA906b
18181,SA906b-A96211C-R51-C11,A,SA906b,SA906b
18182,SA906b-A96211C-R52-C50,A,SA906b,SA906b
18183,SA906b-A96211C-R54-C44,A,SA906b,SA906b
18184,SA906b-A96211C-R55-C08,A,SA906b,SA906b
18185,SA906b-A96211C-R56-C60,A,SA906b,SA906b
18186,SA906b-A96211C-R57-C13,A,SA906b,SA906b
18187,SA906b-A96211C-R57-C17,A,SA906b,SA906b
18188,SA906b-A96211C-R59-C57,A,SA906b,SA906b
18189,SA906b-A96211C-R60-C44,A,SA906b,SA906b
18190,SA906b-A96211C-R62-C57,A,SA906b,SA906b
18191,SA906b-A96211C-R67-C20,A,SA906b,SA906b
18192,SA906b-A96211C-R69-C10,A,SA906b,SA906b
18193,SA906b-A96211C-R69-C38,A,SA906b,SA906b
18194,SA906b-A96211C-R70-C57,A,SA906b,SA906b
18195,SA906b-A96220B-R52-C42,A,SA906b,SA906b
18196,SA906b-A96220B-R56-C57,A,SA906b,SA906b
18197,SA906b-A96220B-R58-C67,A,SA906b,SA906b
18198,SA906b-A96220B-R59-C38,A,SA906b,SA906b
18199,SA906b-A96220B-R65-C18,A,SA906b,SA906b
18200,SA906b-A96220B-R66-C16,A,SA906b,SA906b
18201,SA906b-A96220B-R66-C45,A,SA906b,SA906b
18202,SA906b-A96220B-R67-C62,A,SA906b,SA906b
18203,SA906b-A96220B-R68-C26,A,SA906b,SA906b
18204,SA906b-A96228B-R44-C46,A,SA906b,SA906b
18205,SA906b-A96228B-R45-C43,A,SA906b,SA906b
18206,SA906b-A96228B-R54-C35,A,SA906b,SA906b
18207,SA906b-A96228B-R54-C54,A,SA906b,SA906b
18208,SA906b-A96228B-R58-C12,A,SA906b,SA906b
18209,SA906b-A96228B-R61-C64,A,SA906b,SA906b
18210,SA906b-A96149B-R36-C48,A,SA906b,SA906b
18211,SA906b-A96155B-R32-C41,A,SA906b,SA906b
18212,SA906b-A96155B-R34-C47,A,SA906b,SA906b
18213,SA906b-A96155B-R35-C66,A,SA906b,SA906b
18214,SA906b-A96155B-R36-C68,A,SA906b,SA906b
18215,SA906b-A96155B-R37-C14,A,SA906b,SA906b
18216,SA906b-A96155B-R41-C25,A,SA906b,SA906b
18217,SA906b-A96172B-R45-C48,A,SA906b,SA906b
18218,SA906b-A96172B-R46-C34,A,SA906b,SA906b
18219,SA906b-A96172B-R47-C64,A,SA906b,SA906b
18220,SA906b-A96172B-R49-C26,A,SA906b,SA906b
18221,SA906b-A96172B-R51-C34,A,SA906b,SA906b
18222,SA906b-A96172B-R52-C42,A,SA906b,SA906b
18223,SA906b-A96172B-R53-C10,A,SA906b,SA906b
18224,SA906b-A96172B-R54-C47,A,SA906b,SA906b
18225,SA906b-A96172B-R54-C61,A,SA906b,SA906b
18226,SA906b-A96172B-R55-C15,A,SA906b,SA906b
18227,SA906b-A96172B-R56-C08,A,SA906b,SA906b
18228,SA906b-A96172B-R56-C26,A,SA906b,SA906b
18229,SA906b-A96172B-R56-C36,A,SA906b,SA906b
18230,SA906b-A96172B-R56-C44,A,SA906b,SA906b
18231,SA906b-A96172B-R57-C43,A,SA906b,SA906b
18232,SA906b-A96172B-R57-C65,A,SA906b,SA906b
18233,SA906b-A96172B-R58-C14,A,SA906b,SA906b
18234,SA906b-A96172B-R58-C36,A,SA906b,SA906b
18235,SA906b-A96172B-R58-C48,A,SA906b,SA906b
18236,SA906b-A96172B-R58-C68,A,SA906b,SA906b
18237,SA906b-A96172B-R58-C70,A,SA906b,SA906b
18238,SA906b-A96172B-R60-C42,A,SA906b,SA906b
18239,SA906b-A96172B-R62-C41,A,SA906b,SA906b
18240,SA906b-A96172B-R67-C25,A,SA906b,SA906b
18241,SA906b-A96172B-R67-C67,A,SA906b,SA906b
18242,SA906b-A96172B-R68-C41,A,SA906b,SA906b
18243,SA906b-A96172B-R69-C15,A,SA906b,SA906b
18244,SA906b-A96211C-R50-C15,A,SA906b,SA906b
18245,SA906b-A96211C-R50-C23,A,SA906b,SA906b
18246,SA906b-A96211C-R50-C35,A,SA906b,SA906b
18247,SA906b-A96211C-R50-C47,A,SA906b,SA906b
18248,SA906b-A96211C-R51-C19,A,SA906b,SA906b
18249,SA906b-A96211C-R51-C21,A,SA906b,SA906b
18250,SA906b-A96211C-R51-C57,A,SA906b,SA906b
18251,SA906b-A96211C-R52-C23,A,SA906b,SA906b
18252,SA906b-A96211C-R52-C49,A,SA906b,SA906b
18253,SA906b-A96211C-R53-C59,A,SA906b,SA906b
18254,SA906b-A96211C-R54-C08,A,SA906b,SA906b
18255,SA906b-A96211C-R54-C15,A,SA906b,SA906b
18256,SA906b-A96211C-R54-C21,A,SA906b,SA906b
18257,SA906b-A96211C-R54-C23,A,SA906b,SA906b
18258,SA906b-A96211C-R54-C24,A,SA906b,SA906b
18259,SA906b-A96211C-R54-C64,A,SA906b,SA906b
18260,SA906b-A96211C-R54-C69,A,SA906b,SA906b
18261,SA906b-A96211C-R55-C35,A,SA906b,SA906b
18262,SA906b-A96211C-R55-C61,A,SA906b,SA906b
18263,SA906b-A96211C-R56-C14,A,SA906b,SA906b
18264,SA906b-A96211C-R56-C24,A,SA906b,SA906b
18265,SA906b-A96211C-R56-C58,A,SA906b,SA906b
18266,SA906b-A96211C-R56-C62,A,SA906b,SA906b
18267,SA906b-A96211C-R56-C64,A,SA906b,SA906b
18268,SA906b-A96211C-R57-C20,A,SA906b,SA906b
18269,SA906b-A96211C-R57-C24,A,SA906b,SA906b
18270,SA906b-A96211C-R57-C27,A,SA906b,SA906b
18271,SA906b-A96211C-R57-C51,A,SA906b,SA906b
18272,SA906b-A96211C-R57-C67,A,SA906b,SA906b
18273,SA906b-A96211C-R58-C29,A,SA906b,SA906b
18274,SA906b-A96211C-R58-C31,A,SA906b,SA906b
18275,SA906b-A96211C-R58-C47,A,SA906b,SA906b
18276,SA906b-A96211C-R59-C14,A,SA906b,SA906b
18277,SA906b-A96211C-R59-C15,A,SA906b,SA906b
18278,SA906b-A96211C-R59-C18,A,SA906b,SA906b
18279,SA906b-A96211C-R59-C28,A,SA906b,SA906b
18280,SA906b-A96211C-R59-C41,A,SA906b,SA906b
18281,SA906b-A96211C-R59-C48,A,SA906b,SA906b
18282,SA906b-A96211C-R59-C54,A,SA906b,SA906b
18283,SA906b-A96211C-R59-C62,A,SA906b,SA906b
18284,SA906b-A96211C-R60-C42,A,SA906b,SA906b
18285,SA906b-A96211C-R60-C51,A,SA906b,SA906b
18286,SA906b-A96211C-R60-C52,A,SA906b,SA906b
18287,SA906b-A96211C-R60-C55,A,SA906b,SA906b
18288,SA906b-A96211C-R60-C58,A,SA906b,SA906b
18289,SA906b-A96211C-R61-C34,A,SA906b,SA906b
18290,SA906b-A96211C-R61-C40,A,SA906b,SA906b
18291,SA906b-A96211C-R62-C15,A,SA906b,SA906b
18292,SA906b-A96211C-R62-C37,A,SA906b,SA906b
18293,SA906b-A96211C-R62-C45,A,SA906b,SA906b
18294,SA906b-A96211C-R62-C52,A,SA906b,SA906b
18295,SA906b-A96211C-R62-C66,A,SA906b,SA906b
18296,SA906b-A96211C-R62-C70,A,SA906b,SA906b
18297,SA906b-A96211C-R63-C16,A,SA906b,SA906b
18298,SA906b-A96211C-R63-C42,A,SA906b,SA906b
18299,SA906b-A96211C-R63-C54,A,SA906b,SA906b
18300,SA906b-A96211C-R63-C58,A,SA906b,SA906b
18301,SA906b-A96211C-R63-C62,A,SA906b,SA906b
18302,SA906b-A96211C-R63-C69,A,SA906b,SA906b
18303,SA906b-A96211C-R63-C70,A,SA906b,SA906b
18304,SA906b-A96211C-R64-C15,A,SA906b,SA906b
18305,SA906b-A96211C-R64-C17,A,SA906b,SA906b
18306,SA906b-A96211C-R65-C10,A,SA906b,SA906b
18307,SA906b-A96211C-R65-C17,A,SA906b,SA906b
18308,SA906b-A96211C-R65-C39,A,SA906b,SA906b
18309,SA906b-A96211C-R66-C11,A,SA906b,SA906b
18310,SA906b-A96211C-R66-C16,A,SA906b,SA906b
18311,SA906b-A96211C-R66-C31,A,SA906b,SA906b
18312,SA906b-A96211C-R66-C32,A,SA906b,SA906b
18313,SA906b-A96211C-R66-C35,A,SA906b,SA906b
18314,SA906b-A96211C-R66-C57,A,SA906b,SA906b
18315,SA906b-A96211C-R66-C66,A,SA906b,SA906b
18316,SA906b-A96211C-R67-C11,A,SA906b,SA906b
18317,SA906b-A96211C-R67-C22,A,SA906b,SA906b
18318,SA906b-A96211C-R67-C32,A,SA906b,SA906b
18319,SA906b-A96211C-R67-C37,A,SA906b,SA906b
18320,SA906b-A96211C-R67-C44,A,SA906b,SA906b
18321,SA906b-A96211C-R67-C51,A,SA906b,SA906b
18322,SA906b-A96211C-R68-C18,A,SA906b,SA906b
18323,SA906b-A96211C-R68-C25,A,SA906b,SA906b
18324,SA906b-A96211C-R68-C56,A,SA906b,SA906b
18325,SA906b-A96211C-R68-C62,A,SA906b,SA906b
18326,SA906b-A96211C-R68-C69,A,SA906b,SA906b
18327,SA906b-A96211C-R69-C08,A,SA906b,SA906b
18328,SA906b-A96211C-R69-C12,A,SA906b,SA906b
18329,SA906b-A96211C-R69-C31,A,SA906b,SA906b
18330,SA906b-A96211C-R69-C53,A,SA906b,SA906b
18331,SA906b-A96211C-R70-C13,A,SA906b,SA906b
18332,SA906b-A96211C-R70-C18,A,SA906b,SA906b
18333,SA906b-A96211C-R70-C22,A,SA906b,SA906b
18334,SA906b-A96211C-R70-C33,A,SA906b,SA906b
18335,SA906b-A96211C-R70-C54,A,SA906b,SA906b
18336,SA906b-A96211C-R70-C65,A,SA906b,SA906b
18337,SA906b-A96211C-R70-C66,A,SA906b,SA906b
18338,SA906b-A96215A-R22-C11,A,SA906b,SA906b
18339,SA906b-A96220B-R53-C62,A,SA906b,SA906b
18340,SA906b-A96220B-R60-C46,A,SA906b,SA906b
18341,SA906b-A96220B-R62-C30,A,SA906b,SA906b
18342,SA906b-A96220B-R69-C32,A,SA906b,SA906b
18343,SA906b-A96155B-R30-C62,A,SA906b,SA906b
18344,SA906b-A96172B-R53-C46,A,SA906b,SA906b
18345,SA906b-A96172B-R54-C29,A,SA906b,SA906b
18346,SA906b-A96211C-R50-C59,A,SA906b,SA906b
18347,SA906b-A96211C-R57-C64,A,SA906b,SA906b
18348,SA906b-A96211C-R60-C23,A,SA906b,SA906b
18349,SA906b-A96211C-R61-C21,A,SA906b,SA906b
18350,SA906b-A96211C-R67-C30,A,SA906b,SA906b
18351,SA906b-A96149B-R29-C45,B,SA906b,SA906b
18352,SA906b-A96149B-R34-C51,B,SA906b,SA906b
18353,SA906b-A96149B-R41-C35,B,SA906b,SA906b
18354,SA906b-A96149B-R42-C51,B,SA906b,SA906b
18355,SA906b-A96149B-R51-C34,B,SA906b,SA906b
18356,SA906b-A96155B-R26-C15,B,SA906b,SA906b
18357,SA906b-A96155B-R26-C16,B,SA906b,SA906b
18358,SA906b-A96155B-R26-C23,B,SA906b,SA906b
18359,SA906b-A96155B-R26-C34,B,SA906b,SA906b
18360,SA906b-A96155B-R26-C39,B,SA906b,SA906b
18361,SA906b-A96155B-R26-C67,B,SA906b,SA906b
18362,SA906b-A96155B-R26-C69,B,SA906b,SA906b
18363,SA906b-A96155B-R27-C14,B,SA906b,SA906b
18364,SA906b-A96155B-R27-C24,B,SA906b,SA906b
18365,SA906b-A96155B-R27-C27,B,SA906b,SA906b
18366,SA906b-A96155B-R27-C29,B,SA906b,SA906b
18367,SA906b-A96155B-R27-C30,B,SA906b,SA906b
18368,SA906b-A96155B-R27-C41,B,SA906b,SA906b
18369,SA906b-A96155B-R27-C47,B,SA906b,SA906b
18370,SA906b-A96155B-R27-C48,B,SA906b,SA906b
18371,SA906b-A96155B-R27-C68,B,SA906b,SA906b
18372,SA906b-A96155B-R28-C07,B,SA906b,SA906b
18373,SA906b-A96155B-R28-C08,B,SA906b,SA906b
18374,SA906b-A96155B-R28-C12,B,SA906b,SA906b
18375,SA906b-A96155B-R28-C28,B,SA906b,SA906b
18376,SA906b-A96155B-R28-C38,B,SA906b,SA906b
18377,SA906b-A96155B-R28-C39,B,SA906b,SA906b
18378,SA906b-A96155B-R28-C44,B,SA906b,SA906b
18379,SA906b-A96155B-R28-C47,B,SA906b,SA906b
18380,SA906b-A96155B-R28-C48,B,SA906b,SA906b
18381,SA906b-A96155B-R28-C52,B,SA906b,SA906b
18382,SA906b-A96155B-R28-C64,B,SA906b,SA906b
18383,SA906b-A96155B-R28-C65,B,SA906b,SA906b
18384,SA906b-A96155B-R29-C07,B,SA906b,SA906b
18385,SA906b-A96155B-R29-C14,B,SA906b,SA906b
18386,SA906b-A96155B-R29-C16,B,SA906b,SA906b
18387,SA906b-A96155B-R29-C17,B,SA906b,SA906b
18388,SA906b-A96155B-R29-C19,B,SA906b,SA906b
18389,SA906b-A96155B-R29-C20,B,SA906b,SA906b
18390,SA906b-A96155B-R29-C21,B,SA906b,SA906b
18391,SA906b-A96155B-R29-C26,B,SA906b,SA906b
18392,SA906b-A96155B-R29-C39,B,SA906b,SA906b
18393,SA906b-A96155B-R29-C46,B,SA906b,SA906b
18394,SA906b-A96155B-R29-C48,B,SA906b,SA906b
18395,SA906b-A96155B-R29-C49,B,SA906b,SA906b
18396,SA906b-A96155B-R29-C61,B,SA906b,SA906b
18397,SA906b-A96155B-R29-C65,B,SA906b,SA906b
18398,SA906b-A96155B-R29-C68,B,SA906b,SA906b
18399,SA906b-A96155B-R30-C12,B,SA906b,SA906b
18400,SA906b-A96155B-R30-C26,B,SA906b,SA906b
18401,SA906b-A96155B-R30-C31,B,SA906b,SA906b
18402,SA906b-A96155B-R30-C35,B,SA906b,SA906b
18403,SA906b-A96155B-R30-C38,B,SA906b,SA906b
18404,SA906b-A96155B-R30-C46,B,SA906b,SA906b
18405,SA906b-A96155B-R30-C54,B,SA906b,SA906b
18406,SA906b-A96155B-R30-C66,B,SA906b,SA906b
18407,SA906b-A96155B-R30-C70,B,SA906b,SA906b
18408,SA906b-A96155B-R31-C22,B,SA906b,SA906b
18409,SA906b-A96155B-R31-C25,B,SA906b,SA906b
18410,SA906b-A96155B-R31-C27,B,SA906b,SA906b
18411,SA906b-A96155B-R31-C36,B,SA906b,SA906b
18412,SA906b-A96155B-R31-C40,B,SA906b,SA906b
18413,SA906b-A96155B-R31-C41,B,SA906b,SA906b
18414,SA906b-A96155B-R31-C42,B,SA906b,SA906b
18415,SA906b-A96155B-R31-C49,B,SA906b,SA906b
18416,SA906b-A96155B-R31-C57,B,SA906b,SA906b
18417,SA906b-A96155B-R31-C61,B,SA906b,SA906b
18418,SA906b-A96155B-R31-C63,B,SA906b,SA906b
18419,SA906b-A96155B-R31-C68,B,SA906b,SA906b
18420,SA906b-A96155B-R32-C07,B,SA906b,SA906b
18421,SA906b-A96155B-R32-C08,B,SA906b,SA906b
18422,SA906b-A96155B-R32-C28,B,SA906b,SA906b
18423,SA906b-A96155B-R32-C46,B,SA906b,SA906b
18424,SA906b-A96155B-R32-C47,B,SA906b,SA906b
18425,SA906b-A96155B-R32-C61,B,SA906b,SA906b
18426,SA906b-A96155B-R32-C67,B,SA906b,SA906b
18427,SA906b-A96155B-R33-C13,B,SA906b,SA906b
18428,SA906b-A96155B-R33-C26,B,SA906b,SA906b
18429,SA906b-A96155B-R33-C28,B,SA906b,SA906b
18430,SA906b-A96155B-R33-C39,B,SA906b,SA906b
18431,SA906b-A96155B-R33-C46,B,SA906b,SA906b
18432,SA906b-A96155B-R33-C56,B,SA906b,SA906b
18433,SA906b-A96155B-R33-C59,B,SA906b,SA906b
18434,SA906b-A96155B-R33-C63,B,SA906b,SA906b
18435,SA906b-A96155B-R34-C12,B,SA906b,SA906b
18436,SA906b-A96155B-R34-C31,B,SA906b,SA906b
18437,SA906b-A96155B-R34-C38,B,SA906b,SA906b
18438,SA906b-A96155B-R34-C40,B,SA906b,SA906b
18439,SA906b-A96155B-R34-C48,B,SA906b,SA906b
18440,SA906b-A96155B-R34-C52,B,SA906b,SA906b
18441,SA906b-A96155B-R35-C54,B,SA906b,SA906b
18442,SA906b-A96155B-R35-C55,B,SA906b,SA906b
18443,SA906b-A96155B-R35-C68,B,SA906b,SA906b
18444,SA906b-A96155B-R36-C09,B,SA906b,SA906b
18445,SA906b-A96155B-R36-C12,B,SA906b,SA906b
18446,SA906b-A96155B-R36-C38,B,SA906b,SA906b
18447,SA906b-A96155B-R36-C47,B,SA906b,SA906b
18448,SA906b-A96155B-R36-C63,B,SA906b,SA906b
18449,SA906b-A96155B-R36-C66,B,SA906b,SA906b
18450,SA906b-A96155B-R37-C08,B,SA906b,SA906b
18451,SA906b-A96155B-R37-C31,B,SA906b,SA906b
18452,SA906b-A96155B-R37-C34,B,SA906b,SA906b
18453,SA906b-A96155B-R37-C39,B,SA906b,SA906b
18454,SA906b-A96155B-R37-C54,B,SA906b,SA906b
18455,SA906b-A96155B-R37-C60,B,SA906b,SA906b
18456,SA906b-A96155B-R37-C63,B,SA906b,SA906b
18457,SA906b-A96155B-R37-C66,B,SA906b,SA906b
18458,SA906b-A96155B-R38-C11,B,SA906b,SA906b
18459,SA906b-A96155B-R38-C21,B,SA906b,SA906b
18460,SA906b-A96155B-R38-C38,B,SA906b,SA906b
18461,SA906b-A96155B-R38-C56,B,SA906b,SA906b
18462,SA906b-A96155B-R39-C08,B,SA906b,SA906b
18463,SA906b-A96155B-R39-C17,B,SA906b,SA906b
18464,SA906b-A96155B-R39-C37,B,SA906b,SA906b
18465,SA906b-A96155B-R40-C14,B,SA906b,SA906b
18466,SA906b-A96155B-R40-C25,B,SA906b,SA906b
18467,SA906b-A96155B-R40-C27,B,SA906b,SA906b
18468,SA906b-A96155B-R40-C44,B,SA906b,SA906b
18469,SA906b-A96155B-R40-C46,B,SA906b,SA906b
18470,SA906b-A96155B-R40-C62,B,SA906b,SA906b
18471,SA906b-A96155B-R40-C69,B,SA906b,SA906b
18472,SA906b-A96155B-R41-C36,B,SA906b,SA906b
18473,SA906b-A96155B-R41-C54,B,SA906b,SA906b
18474,SA906b-A96155B-R41-C69,B,SA906b,SA906b
18475,SA906b-A96172B-R45-C13,B,SA906b,SA906b
18476,SA906b-A96172B-R45-C36,B,SA906b,SA906b
18477,SA906b-A96172B-R45-C47,B,SA906b,SA906b
18478,SA906b-A96172B-R45-C55,B,SA906b,SA906b
18479,SA906b-A96172B-R45-C61,B,SA906b,SA906b
18480,SA906b-A96172B-R45-C64,B,SA906b,SA906b
18481,SA906b-A96172B-R45-C65,B,SA906b,SA906b
18482,SA906b-A96172B-R46-C18,B,SA906b,SA906b
18483,SA906b-A96172B-R46-C19,B,SA906b,SA906b
18484,SA906b-A96172B-R46-C30,B,SA906b,SA906b
18485,SA906b-A96172B-R46-C54,B,SA906b,SA906b
18486,SA906b-A96172B-R46-C59,B,SA906b,SA906b
18487,SA906b-A96172B-R46-C64,B,SA906b,SA906b
18488,SA906b-A96172B-R47-C11,B,SA906b,SA906b
18489,SA906b-A96172B-R47-C15,B,SA906b,SA906b
18490,SA906b-A96172B-R47-C34,B,SA906b,SA906b
18491,SA906b-A96172B-R47-C39,B,SA906b,SA906b
18492,SA906b-A96172B-R47-C41,B,SA906b,SA906b
18493,SA906b-A96172B-R47-C51,B,SA906b,SA906b
18494,SA906b-A96172B-R47-C52,B,SA906b,SA906b
18495,SA906b-A96172B-R47-C55,B,SA906b,SA906b
18496,SA906b-A96172B-R47-C61,B,SA906b,SA906b
18497,SA906b-A96172B-R47-C68,B,SA906b,SA906b
18498,SA906b-A96172B-R47-C70,B,SA906b,SA906b
18499,SA906b-A96172B-R48-C14,B,SA906b,SA906b
18500,SA906b-A96172B-R48-C15,B,SA906b,SA906b
18501,SA906b-A96172B-R48-C20,B,SA906b,SA906b
18502,SA906b-A96172B-R48-C25,B,SA906b,SA906b
18503,SA906b-A96172B-R48-C34,B,SA906b,SA906b
18504,SA906b-A96172B-R48-C35,B,SA906b,SA906b
18505,SA906b-A96172B-R48-C46,B,SA906b,SA906b
18506,SA906b-A96172B-R48-C55,B,SA906b,SA906b
18507,SA906b-A96172B-R48-C68,B,SA906b,SA906b
18508,SA906b-A96172B-R49-C07,B,SA906b,SA906b
18509,SA906b-A96172B-R49-C11,B,SA906b,SA906b
18510,SA906b-A96172B-R49-C24,B,SA906b,SA906b
18511,SA906b-A96172B-R49-C25,B,SA906b,SA906b
18512,SA906b-A96172B-R49-C37,B,SA906b,SA906b
18513,SA906b-A96172B-R49-C39,B,SA906b,SA906b
18514,SA906b-A96172B-R49-C41,B,SA906b,SA906b
18515,SA906b-A96172B-R49-C45,B,SA906b,SA906b
18516,SA906b-A96172B-R49-C64,B,SA906b,SA906b
18517,SA906b-A96172B-R50-C07,B,SA906b,SA906b
18518,SA906b-A96172B-R50-C25,B,SA906b,SA906b
18519,SA906b-A96172B-R50-C27,B,SA906b,SA906b
18520,SA906b-A96172B-R50-C35,B,SA906b,SA906b
18521,SA906b-A96172B-R50-C43,B,SA906b,SA906b
18522,SA906b-A96172B-R50-C51,B,SA906b,SA906b
18523,SA906b-A96172B-R50-C52,B,SA906b,SA906b
18524,SA906b-A96172B-R50-C54,B,SA906b,SA906b
18525,SA906b-A96172B-R50-C63,B,SA906b,SA906b
18526,SA906b-A96172B-R50-C67,B,SA906b,SA906b
18527,SA906b-A96172B-R50-C68,B,SA906b,SA906b
18528,SA906b-A96172B-R51-C09,B,SA906b,SA906b
18529,SA906b-A96172B-R51-C24,B,SA906b,SA906b
18530,SA906b-A96172B-R51-C26,B,SA906b,SA906b
18531,SA906b-A96172B-R51-C29,B,SA906b,SA906b
18532,SA906b-A96172B-R51-C31,B,SA906b,SA906b
18533,SA906b-A96172B-R51-C32,B,SA906b,SA906b
18534,SA906b-A96172B-R51-C45,B,SA906b,SA906b
18535,SA906b-A96172B-R51-C56,B,SA906b,SA906b
18536,SA906b-A96172B-R51-C57,B,SA906b,SA906b
18537,SA906b-A96172B-R52-C27,B,SA906b,SA906b
18538,SA906b-A96172B-R52-C29,B,SA906b,SA906b
18539,SA906b-A96172B-R52-C33,B,SA906b,SA906b
18540,SA906b-A96172B-R52-C40,B,SA906b,SA906b
18541,SA906b-A96172B-R52-C45,B,SA906b,SA906b
18542,SA906b-A96172B-R52-C50,B,SA906b,SA906b
18543,SA906b-A96172B-R52-C56,B,SA906b,SA906b
18544,SA906b-A96172B-R52-C64,B,SA906b,SA906b
18545,SA906b-A96172B-R52-C66,B,SA906b,SA906b
18546,SA906b-A96172B-R52-C70,B,SA906b,SA906b
18547,SA906b-A96172B-R53-C33,B,SA906b,SA906b
18548,SA906b-A96172B-R53-C45,B,SA906b,SA906b
18549,SA906b-A96172B-R53-C47,B,SA906b,SA906b
18550,SA906b-A96172B-R53-C53,B,SA906b,SA906b
18551,SA906b-A96172B-R53-C59,B,SA906b,SA906b
18552,SA906b-A96172B-R53-C63,B,SA906b,SA906b
18553,SA906b-A96172B-R53-C68,B,SA906b,SA906b
18554,SA906b-A96172B-R53-C70,B,SA906b,SA906b
18555,SA906b-A96172B-R54-C23,B,SA906b,SA906b
18556,SA906b-A96172B-R54-C24,B,SA906b,SA906b
18557,SA906b-A96172B-R54-C25,B,SA906b,SA906b
18558,SA906b-A96172B-R54-C39,B,SA906b,SA906b
18559,SA906b-A96172B-R54-C42,B,SA906b,SA906b
18560,SA906b-A96172B-R54-C43,B,SA906b,SA906b
18561,SA906b-A96172B-R54-C46,B,SA906b,SA906b
18562,SA906b-A96172B-R54-C49,B,SA906b,SA906b
18563,SA906b-A96172B-R54-C50,B,SA906b,SA906b
18564,SA906b-A96172B-R54-C60,B,SA906b,SA906b
18565,SA906b-A96172B-R54-C63,B,SA906b,SA906b
18566,SA906b-A96172B-R54-C66,B,SA906b,SA906b
18567,SA906b-A96172B-R54-C68,B,SA906b,SA906b
18568,SA906b-A96172B-R54-C69,B,SA906b,SA906b
18569,SA906b-A96172B-R55-C08,B,SA906b,SA906b
18570,SA906b-A96172B-R55-C25,B,SA906b,SA906b
18571,SA906b-A96172B-R55-C32,B,SA906b,SA906b
18572,SA906b-A96172B-R55-C35,B,SA906b,SA906b
18573,SA906b-A96172B-R55-C40,B,SA906b,SA906b
18574,SA906b-A96172B-R55-C45,B,SA906b,SA906b
18575,SA906b-A96172B-R55-C48,B,SA906b,SA906b
18576,SA906b-A96172B-R55-C63,B,SA906b,SA906b
18577,SA906b-A96172B-R55-C65,B,SA906b,SA906b
18578,SA906b-A96172B-R56-C13,B,SA906b,SA906b
18579,SA906b-A96172B-R56-C16,B,SA906b,SA906b
18580,SA906b-A96172B-R56-C22,B,SA906b,SA906b
18581,SA906b-A96172B-R56-C25,B,SA906b,SA906b
18582,SA906b-A96172B-R56-C28,B,SA906b,SA906b
18583,SA906b-A96172B-R56-C29,B,SA906b,SA906b
18584,SA906b-A96172B-R57-C07,B,SA906b,SA906b
18585,SA906b-A96172B-R57-C10,B,SA906b,SA906b
18586,SA906b-A96172B-R57-C12,B,SA906b,SA906b
18587,SA906b-A96172B-R57-C14,B,SA906b,SA906b
18588,SA906b-A96172B-R57-C15,B,SA906b,SA906b
18589,SA906b-A96172B-R57-C16,B,SA906b,SA906b
18590,SA906b-A96172B-R57-C21,B,SA906b,SA906b
18591,SA906b-A96172B-R57-C23,B,SA906b,SA906b
