V1,single_cell_id,letters,datatag,sample_id
19740,SA906b-A96172B-R58-C38,D,SA906b,SA906b
19741,SA906b-A96172B-R58-C39,D,SA906b,SA906b
19742,SA906b-A96172B-R58-C61,D,SA906b,SA906b
19743,SA906b-A96172B-R58-C63,D,SA906b,SA906b
19744,SA906b-A96172B-R59-C07,D,SA906b,SA906b
19745,SA906b-A96172B-R59-C09,D,SA906b,SA906b
19746,SA906b-A96172B-R59-C10,D,SA906b,SA906b
19747,SA906b-A96172B-R59-C11,D,SA906b,SA906b
19748,SA906b-A96172B-R59-C29,D,SA906b,SA906b
19749,SA906b-A96172B-R59-C42,D,SA906b,SA906b
19750,SA906b-A96172B-R59-C52,D,SA906b,SA906b
19751,SA906b-A96172B-R59-C57,D,SA906b,SA906b
19752,SA906b-A96172B-R59-C65,D,SA906b,SA906b
19753,SA906b-A96172B-R60-C08,D,SA906b,SA906b
19754,SA906b-A96172B-R60-C44,D,SA906b,SA906b
19755,SA906b-A96172B-R60-C49,D,SA906b,SA906b
19756,SA906b-A96172B-R60-C61,D,SA906b,SA906b
19757,SA906b-A96172B-R60-C62,D,SA906b,SA906b
19758,SA906b-A96172B-R61-C19,D,SA906b,SA906b
19759,SA906b-A96172B-R61-C41,D,SA906b,SA906b
19760,SA906b-A96172B-R61-C56,D,SA906b,SA906b
19761,SA906b-A96172B-R61-C67,D,SA906b,SA906b
19762,SA906b-A96172B-R61-C68,D,SA906b,SA906b
19763,SA906b-A96172B-R62-C09,D,SA906b,SA906b
19764,SA906b-A96172B-R62-C32,D,SA906b,SA906b
19765,SA906b-A96172B-R62-C64,D,SA906b,SA906b
19766,SA906b-A96172B-R63-C11,D,SA906b,SA906b
19767,SA906b-A96172B-R63-C17,D,SA906b,SA906b
19768,SA906b-A96172B-R63-C29,D,SA906b,SA906b
19769,SA906b-A96172B-R63-C42,D,SA906b,SA906b
19770,SA906b-A96172B-R63-C59,D,SA906b,SA906b
19771,SA906b-A96172B-R63-C64,D,SA906b,SA906b
19772,SA906b-A96172B-R64-C15,D,SA906b,SA906b
19773,SA906b-A96172B-R64-C21,D,SA906b,SA906b
19774,SA906b-A96172B-R64-C38,D,SA906b,SA906b
19775,SA906b-A96172B-R64-C61,D,SA906b,SA906b
19776,SA906b-A96172B-R64-C69,D,SA906b,SA906b
19777,SA906b-A96172B-R65-C20,D,SA906b,SA906b
19778,SA906b-A96172B-R65-C23,D,SA906b,SA906b
19779,SA906b-A96172B-R65-C27,D,SA906b,SA906b
19780,SA906b-A96172B-R65-C31,D,SA906b,SA906b
19781,SA906b-A96172B-R65-C47,D,SA906b,SA906b
19782,SA906b-A96172B-R65-C55,D,SA906b,SA906b
19783,SA906b-A96172B-R65-C60,D,SA906b,SA906b
19784,SA906b-A96172B-R66-C66,D,SA906b,SA906b
19785,SA906b-A96172B-R67-C39,D,SA906b,SA906b
19786,SA906b-A96172B-R68-C44,D,SA906b,SA906b
19787,SA906b-A96172B-R68-C52,D,SA906b,SA906b
19788,SA906b-A96172B-R68-C55,D,SA906b,SA906b
19789,SA906b-A96172B-R69-C14,D,SA906b,SA906b
19790,SA906b-A96172B-R69-C30,D,SA906b,SA906b
19791,SA906b-A96172B-R69-C38,D,SA906b,SA906b
19792,SA906b-A96172B-R69-C57,D,SA906b,SA906b
19793,SA906b-A96172B-R69-C63,D,SA906b,SA906b
19794,SA906b-A96172B-R70-C19,D,SA906b,SA906b
19795,SA906b-A96172B-R70-C20,D,SA906b,SA906b
19796,SA906b-A96172B-R70-C23,D,SA906b,SA906b
19797,SA906b-A96172B-R70-C37,D,SA906b,SA906b
19798,SA906b-A96172B-R70-C39,D,SA906b,SA906b
19799,SA906b-A96172B-R70-C47,D,SA906b,SA906b
19800,SA906b-A96172B-R70-C59,D,SA906b,SA906b
19801,SA906b-A96211C-R51-C27,D,SA906b,SA906b
19802,SA906b-A96211C-R51-C30,D,SA906b,SA906b
19803,SA906b-A96211C-R51-C45,D,SA906b,SA906b
19804,SA906b-A96211C-R51-C52,D,SA906b,SA906b
19805,SA906b-A96211C-R52-C12,D,SA906b,SA906b
19806,SA906b-A96211C-R52-C29,D,SA906b,SA906b
19807,SA906b-A96211C-R52-C53,D,SA906b,SA906b
19808,SA906b-A96211C-R54-C13,D,SA906b,SA906b
19809,SA906b-A96211C-R54-C27,D,SA906b,SA906b
19810,SA906b-A96211C-R54-C34,D,SA906b,SA906b
19811,SA906b-A96211C-R55-C15,D,SA906b,SA906b
19812,SA906b-A96211C-R55-C24,D,SA906b,SA906b
19813,SA906b-A96211C-R55-C52,D,SA906b,SA906b
19814,SA906b-A96211C-R55-C65,D,SA906b,SA906b
19815,SA906b-A96211C-R57-C11,D,SA906b,SA906b
19816,SA906b-A96211C-R57-C33,D,SA906b,SA906b
19817,SA906b-A96211C-R57-C35,D,SA906b,SA906b
19818,SA906b-A96211C-R57-C63,D,SA906b,SA906b
19819,SA906b-A96211C-R58-C41,D,SA906b,SA906b
19820,SA906b-A96211C-R59-C20,D,SA906b,SA906b
19821,SA906b-A96211C-R59-C65,D,SA906b,SA906b
19822,SA906b-A96211C-R59-C68,D,SA906b,SA906b
19823,SA906b-A96211C-R60-C27,D,SA906b,SA906b
19824,SA906b-A96211C-R60-C60,D,SA906b,SA906b
19825,SA906b-A96211C-R61-C50,D,SA906b,SA906b
19826,SA906b-A96211C-R61-C66,D,SA906b,SA906b
19827,SA906b-A96211C-R62-C12,D,SA906b,SA906b
19828,SA906b-A96211C-R62-C49,D,SA906b,SA906b
19829,SA906b-A96211C-R62-C62,D,SA906b,SA906b
19830,SA906b-A96211C-R62-C69,D,SA906b,SA906b
19831,SA906b-A96211C-R63-C26,D,SA906b,SA906b
19832,SA906b-A96211C-R63-C29,D,SA906b,SA906b
19833,SA906b-A96211C-R63-C66,D,SA906b,SA906b
19834,SA906b-A96211C-R64-C13,D,SA906b,SA906b
19835,SA906b-A96211C-R64-C30,D,SA906b,SA906b
19836,SA906b-A96211C-R64-C54,D,SA906b,SA906b
19837,SA906b-A96211C-R64-C60,D,SA906b,SA906b
19838,SA906b-A96211C-R65-C33,D,SA906b,SA906b
19839,SA906b-A96211C-R65-C48,D,SA906b,SA906b
19840,SA906b-A96211C-R65-C70,D,SA906b,SA906b
19841,SA906b-A96211C-R66-C18,D,SA906b,SA906b
19842,SA906b-A96211C-R66-C20,D,SA906b,SA906b
19843,SA906b-A96211C-R66-C23,D,SA906b,SA906b
19844,SA906b-A96211C-R66-C36,D,SA906b,SA906b
19845,SA906b-A96211C-R66-C44,D,SA906b,SA906b
19846,SA906b-A96211C-R67-C40,D,SA906b,SA906b
19847,SA906b-A96211C-R67-C70,D,SA906b,SA906b
19848,SA906b-A96211C-R68-C27,D,SA906b,SA906b
19849,SA906b-A96211C-R68-C44,D,SA906b,SA906b
19850,SA906b-A96211C-R68-C47,D,SA906b,SA906b
19851,SA906b-A96211C-R68-C58,D,SA906b,SA906b
19852,SA906b-A96211C-R69-C14,D,SA906b,SA906b
19853,SA906b-A96211C-R69-C23,D,SA906b,SA906b
19854,SA906b-A96211C-R69-C62,D,SA906b,SA906b
19855,SA906b-A96211C-R70-C30,D,SA906b,SA906b
19856,SA906b-A96215A-R10-C52,D,SA906b,SA906b
19857,SA906b-A96215A-R19-C60,D,SA906b,SA906b
19858,SA906b-A96215A-R20-C62,D,SA906b,SA906b
19859,SA906b-A96220B-R50-C14,D,SA906b,SA906b
19860,SA906b-A96220B-R50-C22,D,SA906b,SA906b
19861,SA906b-A96220B-R50-C24,D,SA906b,SA906b
19862,SA906b-A96220B-R50-C27,D,SA906b,SA906b
19863,SA906b-A96220B-R50-C45,D,SA906b,SA906b
19864,SA906b-A96220B-R50-C48,D,SA906b,SA906b
19865,SA906b-A96220B-R50-C49,D,SA906b,SA906b
19866,SA906b-A96220B-R50-C60,D,SA906b,SA906b
19867,SA906b-A96220B-R50-C68,D,SA906b,SA906b
19868,SA906b-A96220B-R51-C07,D,SA906b,SA906b
19869,SA906b-A96220B-R51-C08,D,SA906b,SA906b
19870,SA906b-A96220B-R51-C14,D,SA906b,SA906b
19871,SA906b-A96220B-R51-C25,D,SA906b,SA906b
19872,SA906b-A96220B-R51-C32,D,SA906b,SA906b
19873,SA906b-A96220B-R51-C43,D,SA906b,SA906b
19874,SA906b-A96220B-R51-C59,D,SA906b,SA906b
19875,SA906b-A96220B-R52-C10,D,SA906b,SA906b
19876,SA906b-A96220B-R52-C14,D,SA906b,SA906b
19877,SA906b-A96220B-R52-C16,D,SA906b,SA906b
19878,SA906b-A96220B-R52-C35,D,SA906b,SA906b
19879,SA906b-A96220B-R52-C40,D,SA906b,SA906b
19880,SA906b-A96220B-R52-C45,D,SA906b,SA906b
19881,SA906b-A96220B-R52-C48,D,SA906b,SA906b
19882,SA906b-A96220B-R52-C67,D,SA906b,SA906b
19883,SA906b-A96220B-R53-C21,D,SA906b,SA906b
19884,SA906b-A96220B-R53-C36,D,SA906b,SA906b
19885,SA906b-A96220B-R54-C18,D,SA906b,SA906b
19886,SA906b-A96220B-R54-C31,D,SA906b,SA906b
19887,SA906b-A96220B-R54-C50,D,SA906b,SA906b
19888,SA906b-A96220B-R55-C07,D,SA906b,SA906b
19889,SA906b-A96220B-R55-C12,D,SA906b,SA906b
19890,SA906b-A96220B-R55-C14,D,SA906b,SA906b
19891,SA906b-A96220B-R55-C43,D,SA906b,SA906b
19892,SA906b-A96220B-R55-C48,D,SA906b,SA906b
19893,SA906b-A96220B-R56-C30,D,SA906b,SA906b
19894,SA906b-A96220B-R56-C31,D,SA906b,SA906b
19895,SA906b-A96220B-R56-C40,D,SA906b,SA906b
19896,SA906b-A96220B-R56-C50,D,SA906b,SA906b
19897,SA906b-A96220B-R57-C27,D,SA906b,SA906b
19898,SA906b-A96220B-R57-C31,D,SA906b,SA906b
19899,SA906b-A96220B-R57-C32,D,SA906b,SA906b
19900,SA906b-A96220B-R57-C49,D,SA906b,SA906b
19901,SA906b-A96220B-R57-C63,D,SA906b,SA906b
19902,SA906b-A96220B-R58-C07,D,SA906b,SA906b
19903,SA906b-A96220B-R58-C21,D,SA906b,SA906b
19904,SA906b-A96220B-R58-C29,D,SA906b,SA906b
19905,SA906b-A96220B-R58-C30,D,SA906b,SA906b
19906,SA906b-A96220B-R58-C38,D,SA906b,SA906b
19907,SA906b-A96220B-R58-C47,D,SA906b,SA906b
19908,SA906b-A96220B-R59-C12,D,SA906b,SA906b
19909,SA906b-A96220B-R59-C39,D,SA906b,SA906b
19910,SA906b-A96220B-R59-C51,D,SA906b,SA906b
19911,SA906b-A96220B-R59-C55,D,SA906b,SA906b
19912,SA906b-A96220B-R59-C63,D,SA906b,SA906b
19913,SA906b-A96220B-R60-C11,D,SA906b,SA906b
19914,SA906b-A96220B-R60-C19,D,SA906b,SA906b
19915,SA906b-A96220B-R60-C21,D,SA906b,SA906b
19916,SA906b-A96220B-R60-C34,D,SA906b,SA906b
19917,SA906b-A96220B-R60-C36,D,SA906b,SA906b
19918,SA906b-A96220B-R60-C52,D,SA906b,SA906b
19919,SA906b-A96220B-R60-C68,D,SA906b,SA906b
19920,SA906b-A96220B-R61-C17,D,SA906b,SA906b
19921,SA906b-A96220B-R61-C30,D,SA906b,SA906b
19922,SA906b-A96220B-R61-C65,D,SA906b,SA906b
19923,SA906b-A96220B-R62-C21,D,SA906b,SA906b
19924,SA906b-A96220B-R62-C31,D,SA906b,SA906b
19925,SA906b-A96220B-R62-C35,D,SA906b,SA906b
19926,SA906b-A96220B-R62-C44,D,SA906b,SA906b
19927,SA906b-A96220B-R62-C50,D,SA906b,SA906b
19928,SA906b-A96220B-R63-C19,D,SA906b,SA906b
19929,SA906b-A96220B-R63-C46,D,SA906b,SA906b
19930,SA906b-A96220B-R63-C60,D,SA906b,SA906b
19931,SA906b-A96220B-R63-C64,D,SA906b,SA906b
19932,SA906b-A96220B-R64-C27,D,SA906b,SA906b
19933,SA906b-A96220B-R64-C43,D,SA906b,SA906b
19934,SA906b-A96220B-R64-C47,D,SA906b,SA906b
19935,SA906b-A96220B-R64-C49,D,SA906b,SA906b
19936,SA906b-A96220B-R64-C51,D,SA906b,SA906b
19937,SA906b-A96220B-R64-C60,D,SA906b,SA906b
19938,SA906b-A96220B-R64-C64,D,SA906b,SA906b
19939,SA906b-A96220B-R64-C65,D,SA906b,SA906b
19940,SA906b-A96220B-R65-C07,D,SA906b,SA906b
19941,SA906b-A96220B-R65-C13,D,SA906b,SA906b
19942,SA906b-A96220B-R65-C16,D,SA906b,SA906b
19943,SA906b-A96220B-R65-C27,D,SA906b,SA906b
19944,SA906b-A96220B-R65-C48,D,SA906b,SA906b
19945,SA906b-A96220B-R65-C60,D,SA906b,SA906b
19946,SA906b-A96220B-R66-C07,D,SA906b,SA906b
19947,SA906b-A96220B-R66-C24,D,SA906b,SA906b
19948,SA906b-A96220B-R66-C27,D,SA906b,SA906b
19949,SA906b-A96220B-R66-C40,D,SA906b,SA906b
19950,SA906b-A96220B-R66-C48,D,SA906b,SA906b
19951,SA906b-A96220B-R66-C54,D,SA906b,SA906b
19952,SA906b-A96220B-R66-C64,D,SA906b,SA906b
19953,SA906b-A96220B-R66-C65,D,SA906b,SA906b
19954,SA906b-A96220B-R67-C11,D,SA906b,SA906b
19955,SA906b-A96220B-R67-C37,D,SA906b,SA906b
19956,SA906b-A96220B-R67-C43,D,SA906b,SA906b
19957,SA906b-A96220B-R67-C48,D,SA906b,SA906b
19958,SA906b-A96220B-R67-C50,D,SA906b,SA906b
19959,SA906b-A96220B-R67-C68,D,SA906b,SA906b
19960,SA906b-A96220B-R68-C20,D,SA906b,SA906b
19961,SA906b-A96220B-R69-C08,D,SA906b,SA906b
19962,SA906b-A96220B-R69-C16,D,SA906b,SA906b
19963,SA906b-A96220B-R69-C20,D,SA906b,SA906b
19964,SA906b-A96220B-R69-C26,D,SA906b,SA906b
19965,SA906b-A96220B-R69-C33,D,SA906b,SA906b
19966,SA906b-A96220B-R69-C41,D,SA906b,SA906b
19967,SA906b-A96220B-R69-C47,D,SA906b,SA906b
19968,SA906b-A96220B-R69-C50,D,SA906b,SA906b
19969,SA906b-A96220B-R69-C61,D,SA906b,SA906b
19970,SA906b-A96220B-R69-C62,D,SA906b,SA906b
19971,SA906b-A96220B-R69-C65,D,SA906b,SA906b
19972,SA906b-A96220B-R69-C67,D,SA906b,SA906b
19973,SA906b-A96220B-R69-C69,D,SA906b,SA906b
19974,SA906b-A96228B-R44-C25,D,SA906b,SA906b
19975,SA906b-A96228B-R44-C27,D,SA906b,SA906b
19976,SA906b-A96228B-R44-C41,D,SA906b,SA906b
19977,SA906b-A96228B-R45-C30,D,SA906b,SA906b
19978,SA906b-A96228B-R45-C58,D,SA906b,SA906b
19979,SA906b-A96228B-R46-C36,D,SA906b,SA906b
19980,SA906b-A96228B-R47-C08,D,SA906b,SA906b
19981,SA906b-A96228B-R47-C38,D,SA906b,SA906b
19982,SA906b-A96228B-R48-C27,D,SA906b,SA906b
19983,SA906b-A96228B-R48-C30,D,SA906b,SA906b
19984,SA906b-A96228B-R48-C52,D,SA906b,SA906b
19985,SA906b-A96228B-R49-C18,D,SA906b,SA906b
19986,SA906b-A96228B-R49-C26,D,SA906b,SA906b
19987,SA906b-A96228B-R49-C61,D,SA906b,SA906b
19988,SA906b-A96228B-R49-C64,D,SA906b,SA906b
19989,SA906b-A96228B-R50-C15,D,SA906b,SA906b
19990,SA906b-A96228B-R50-C18,D,SA906b,SA906b
19991,SA906b-A96228B-R50-C36,D,SA906b,SA906b
19992,SA906b-A96228B-R50-C66,D,SA906b,SA906b
19993,SA906b-A96228B-R51-C13,D,SA906b,SA906b
19994,SA906b-A96228B-R51-C18,D,SA906b,SA906b
19995,SA906b-A96228B-R51-C29,D,SA906b,SA906b
19996,SA906b-A96228B-R51-C42,D,SA906b,SA906b
19997,SA906b-A96228B-R52-C23,D,SA906b,SA906b
19998,SA906b-A96228B-R53-C21,D,SA906b,SA906b
19999,SA906b-A96228B-R53-C37,D,SA906b,SA906b
20000,SA906b-A96228B-R53-C67,D,SA906b,SA906b
20001,SA906b-A96228B-R54-C34,D,SA906b,SA906b
20002,SA906b-A96228B-R54-C36,D,SA906b,SA906b
20003,SA906b-A96228B-R54-C43,D,SA906b,SA906b
20004,SA906b-A96228B-R54-C51,D,SA906b,SA906b
20005,SA906b-A96228B-R54-C56,D,SA906b,SA906b
20006,SA906b-A96228B-R54-C58,D,SA906b,SA906b
20007,SA906b-A96228B-R54-C64,D,SA906b,SA906b
20008,SA906b-A96228B-R55-C59,D,SA906b,SA906b
20009,SA906b-A96228B-R56-C08,D,SA906b,SA906b
20010,SA906b-A96228B-R56-C11,D,SA906b,SA906b
20011,SA906b-A96228B-R56-C19,D,SA906b,SA906b
20012,SA906b-A96228B-R57-C39,D,SA906b,SA906b
20013,SA906b-A96228B-R58-C15,D,SA906b,SA906b
20014,SA906b-A96228B-R58-C47,D,SA906b,SA906b
20015,SA906b-A96228B-R58-C48,D,SA906b,SA906b
20016,SA906b-A96228B-R58-C66,D,SA906b,SA906b
20017,SA906b-A96228B-R59-C39,D,SA906b,SA906b
20018,SA906b-A96228B-R61-C22,D,SA906b,SA906b
20019,SA906b-A96228B-R61-C46,D,SA906b,SA906b
20020,SA906b-A96228B-R61-C70,D,SA906b,SA906b
20021,SA906b-A96149B-R34-C64,D,SA906b,SA906b
20022,SA906b-A96149B-R44-C59,D,SA906b,SA906b
20023,SA906b-A96149B-R53-C34,D,SA906b,SA906b
20024,SA906b-A96149B-R53-C54,D,SA906b,SA906b
20025,SA906b-A96155B-R28-C36,D,SA906b,SA906b
20026,SA906b-A96155B-R36-C19,D,SA906b,SA906b
20027,SA906b-A96155B-R41-C61,D,SA906b,SA906b
20028,SA906b-A96172B-R66-C60,D,SA906b,SA906b
20029,SA906b-A96172B-R67-C52,D,SA906b,SA906b
20030,SA906b-A96220B-R57-C55,D,SA906b,SA906b
20031,SA906b-A96220B-R60-C22,D,SA906b,SA906b
20032,SA906b-A96220B-R63-C62,D,SA906b,SA906b
20033,SA906b-A96220B-R65-C30,D,SA906b,SA906b
20034,SA906b-A96220B-R66-C33,D,SA906b,SA906b
20035,SA906b-A96228B-R47-C11,D,SA906b,SA906b
20036,SA906b-A96228B-R50-C30,D,SA906b,SA906b
20037,SA906b-A96228B-R50-C57,D,SA906b,SA906b
20038,SA906b-A96149B-R44-C32,D,SA906b,SA906b
20039,SA906b-A96149B-R54-C55,D,SA906b,SA906b
20040,SA906b-A96149B-R55-C70,D,SA906b,SA906b
20041,SA906b-A96155B-R27-C52,D,SA906b,SA906b
20042,SA906b-A96155B-R29-C13,D,SA906b,SA906b
20043,SA906b-A96155B-R30-C08,D,SA906b,SA906b
20044,SA906b-A96155B-R32-C42,D,SA906b,SA906b
20045,SA906b-A96155B-R36-C64,D,SA906b,SA906b
20046,SA906b-A96155B-R37-C55,D,SA906b,SA906b
20047,SA906b-A96172B-R48-C07,D,SA906b,SA906b
20048,SA906b-A96172B-R51-C23,D,SA906b,SA906b
20049,SA906b-A96172B-R58-C09,D,SA906b,SA906b
20050,SA906b-A96172B-R64-C35,D,SA906b,SA906b
20051,SA906b-A96172B-R64-C51,D,SA906b,SA906b
20052,SA906b-A96172B-R64-C68,D,SA906b,SA906b
20053,SA906b-A96172B-R65-C07,D,SA906b,SA906b
20054,SA906b-A96211C-R56-C17,D,SA906b,SA906b
20055,SA906b-A96211C-R62-C42,D,SA906b,SA906b
20056,SA906b-A96211C-R70-C50,D,SA906b,SA906b
20057,SA906b-A96220B-R51-C54,D,SA906b,SA906b
20058,SA906b-A96220B-R52-C20,D,SA906b,SA906b
20059,SA906b-A96220B-R58-C08,D,SA906b,SA906b
20060,SA906b-A96220B-R59-C09,D,SA906b,SA906b
20061,SA906b-A96220B-R63-C23,D,SA906b,SA906b
20062,SA906b-A96220B-R67-C07,D,SA906b,SA906b
20063,SA906b-A96220B-R68-C14,D,SA906b,SA906b
20064,SA906b-A96220B-R68-C23,D,SA906b,SA906b
20065,SA906b-A96220B-R69-C38,D,SA906b,SA906b
20066,SA906b-A96228B-R46-C62,D,SA906b,SA906b
20067,SA906b-A96228B-R48-C33,D,SA906b,SA906b
20068,SA906b-A96228B-R49-C56,D,SA906b,SA906b
20069,SA906b-A96228B-R57-C09,D,SA906b,SA906b
20070,SA906b-A96228B-R58-C58,D,SA906b,SA906b
20071,SA906b-A96228B-R61-C19,D,SA906b,SA906b
20072,SA906b-A96155B-R36-C35,D,SA906b,SA906b
20073,SA906b-A96172B-R49-C59,D,SA906b,SA906b
20074,SA906b-A96172B-R69-C09,D,SA906b,SA906b
20075,SA906b-A96220B-R65-C29,D,SA906b,SA906b
20076,SA906b-A96149B-R38-C55,D,SA906b,SA906b
20077,SA906b-A96149B-R41-C49,D,SA906b,SA906b
20078,SA906b-A96149B-R52-C32,D,SA906b,SA906b
20079,SA906b-A96149B-R52-C55,D,SA906b,SA906b
20080,SA906b-A96149B-R53-C58,D,SA906b,SA906b
20081,SA906b-A96155B-R27-C37,D,SA906b,SA906b
20082,SA906b-A96211C-R62-C54,D,SA906b,SA906b
20083,SA906b-A96220B-R63-C15,D,SA906b,SA906b
20084,SA906b-A96149B-R50-C64,D,SA906b,SA906b
20085,SA906b-A96228B-R57-C54,D,SA906b,SA906b
20086,SA906b-A96149B-R30-C60,D,SA906b,SA906b
20087,SA906b-A96149B-R34-C52,D,SA906b,SA906b
20088,SA906b-A96149B-R46-C45,D,SA906b,SA906b
20089,SA906b-A96155B-R35-C18,D,SA906b,SA906b
20090,SA906b-A96155B-R37-C69,D,SA906b,SA906b
20091,SA906b-A96155B-R40-C18,D,SA906b,SA906b
20092,SA906b-A96172B-R47-C31,D,SA906b,SA906b
20093,SA906b-A96172B-R62-C16,D,SA906b,SA906b
20094,SA906b-A96172B-R62-C21,D,SA906b,SA906b
20095,SA906b-A96172B-R70-C67,D,SA906b,SA906b
20096,SA906b-A96211C-R51-C31,D,SA906b,SA906b
20097,SA906b-A96220B-R50-C69,D,SA906b,SA906b
20098,SA906b-A96220B-R51-C53,D,SA906b,SA906b
20099,SA906b-A96220B-R52-C36,D,SA906b,SA906b
20100,SA906b-A96220B-R52-C60,D,SA906b,SA906b
20101,SA906b-A96220B-R53-C23,D,SA906b,SA906b
20102,SA906b-A96220B-R55-C17,D,SA906b,SA906b
20103,SA906b-A96220B-R55-C70,D,SA906b,SA906b
20104,SA906b-A96220B-R62-C45,D,SA906b,SA906b
20105,SA906b-A96220B-R65-C40,D,SA906b,SA906b
20106,SA906b-A96220B-R66-C63,D,SA906b,SA906b
20107,SA906b-A96220B-R69-C51,D,SA906b,SA906b
20108,SA906b-A96228B-R54-C63,D,SA906b,SA906b
20109,SA906b-A96228B-R56-C09,D,SA906b,SA906b
20110,SA906b-A96228B-R57-C32,D,SA906b,SA906b
20111,SA906b-A96228B-R59-C69,D,SA906b,SA906b
20112,SA906b-A96228B-R62-C13,D,SA906b,SA906b
20113,SA906b-A96149B-R37-C54,D,SA906b,SA906b
20114,SA906b-A96149B-R55-C39,D,SA906b,SA906b
20115,SA906b-A96155B-R30-C19,D,SA906b,SA906b
20116,SA906b-A96155B-R39-C25,D,SA906b,SA906b
20117,SA906b-A96155B-R40-C70,D,SA906b,SA906b
20118,SA906b-A96155B-R41-C62,D,SA906b,SA906b
20119,SA906b-A96172B-R54-C64,D,SA906b,SA906b
20120,SA906b-A96172B-R69-C25,D,SA906b,SA906b
20121,SA906b-A96211C-R56-C19,D,SA906b,SA906b
20122,SA906b-A96211C-R60-C65,D,SA906b,SA906b
20123,SA906b-A96211C-R69-C37,D,SA906b,SA906b
20124,SA906b-A96220B-R50-C16,D,SA906b,SA906b
20125,SA906b-A96220B-R50-C62,D,SA906b,SA906b
20126,SA906b-A96220B-R54-C63,D,SA906b,SA906b
20127,SA906b-A96220B-R55-C08,D,SA906b,SA906b
20128,SA906b-A96220B-R56-C15,D,SA906b,SA906b
20129,SA906b-A96220B-R63-C30,D,SA906b,SA906b
20130,SA906b-A96220B-R68-C40,D,SA906b,SA906b
20131,SA906b-A96228B-R52-C46,D,SA906b,SA906b
20132,SA906b-A96228B-R61-C26,D,SA906b,SA906b
20133,SA906b-A96149B-R33-C53,D,SA906b,SA906b
20134,SA906b-A96149B-R55-C52,D,SA906b,SA906b
20135,SA906b-A96155B-R30-C11,D,SA906b,SA906b
20136,SA906b-A96155B-R35-C23,D,SA906b,SA906b
20137,SA906b-A96155B-R42-C36,D,SA906b,SA906b
20138,SA906b-A96172B-R62-C66,D,SA906b,SA906b
20139,SA906b-A96220B-R55-C68,D,SA906b,SA906b
20140,SA906b-A96220B-R57-C44,D,SA906b,SA906b
20141,SA906b-A96220B-R58-C11,D,SA906b,SA906b
20142,SA906b-A96220B-R68-C27,D,SA906b,SA906b
20143,SA906b-A96220B-R69-C10,D,SA906b,SA906b
20144,SA906b-A96228B-R44-C40,D,SA906b,SA906b
20145,SA906b-A96228B-R59-C31,D,SA906b,SA906b
20146,SA906b-A96155B-R28-C15,D,SA906b,SA906b
20147,SA906b-A96155B-R35-C30,D,SA906b,SA906b
20148,SA906b-A96172B-R60-C19,D,SA906b,SA906b
20149,SA906b-A96211C-R54-C26,D,SA906b,SA906b
20150,SA906b-A96211C-R68-C39,D,SA906b,SA906b
20151,SA906b-A96220B-R59-C57,D,SA906b,SA906b
20152,SA906b-A96220B-R64-C22,D,SA906b,SA906b
20153,SA906b-A96220B-R65-C24,D,SA906b,SA906b
20154,SA906b-A96220B-R68-C30,D,SA906b,SA906b
20155,SA906b-A96220B-R69-C34,D,SA906b,SA906b
20156,SA906b-A96228B-R45-C44,D,SA906b,SA906b
20157,SA906b-A96228B-R52-C09,D,SA906b,SA906b
20158,SA906b-A96155B-R32-C39,D,SA906b,SA906b
20159,SA906b-A96155B-R39-C21,D,SA906b,SA906b
20160,SA906b-A96155B-R39-C42,D,SA906b,SA906b
20161,SA906b-A96172B-R48-C67,D,SA906b,SA906b
20162,SA906b-A96172B-R49-C51,D,SA906b,SA906b
20163,SA906b-A96172B-R70-C17,D,SA906b,SA906b
20164,SA906b-A96211C-R56-C07,D,SA906b,SA906b
20165,SA906b-A96220B-R54-C17,D,SA906b,SA906b
20166,SA906b-A96220B-R60-C24,D,SA906b,SA906b
20167,SA906b-A96220B-R62-C09,D,SA906b,SA906b
20168,SA906b-A96220B-R67-C59,D,SA906b,SA906b
20169,SA906b-A96228B-R58-C38,D,SA906b,SA906b
20170,SA906b-A96149B-R42-C38,D,SA906b,SA906b
20171,SA906b-A96149B-R50-C59,D,SA906b,SA906b
20172,SA906b-A96155B-R30-C45,D,SA906b,SA906b
20173,SA906b-A96172B-R48-C53,D,SA906b,SA906b
20174,SA906b-A96172B-R62-C26,D,SA906b,SA906b
20175,SA906b-A96172B-R65-C15,D,SA906b,SA906b
20176,SA906b-A96211C-R51-C23,D,SA906b,SA906b
20177,SA906b-A96220B-R52-C09,D,SA906b,SA906b
20178,SA906b-A96228B-R46-C26,D,SA906b,SA906b
20179,SA906b-A96228B-R49-C58,D,SA906b,SA906b
20180,SA906b-A96228B-R55-C67,D,SA906b,SA906b
20181,SA906b-A96228B-R58-C36,D,SA906b,SA906b
20182,SA906b-A96155B-R38-C45,D,SA906b,SA906b
20183,SA906b-A96172B-R70-C21,D,SA906b,SA906b
20184,SA906b-A96220B-R53-C38,D,SA906b,SA906b
20185,SA906b-A96228B-R48-C10,D,SA906b,SA906b
20186,SA906b-A96228B-R48-C34,D,SA906b,SA906b
20187,SA906b-A96228B-R61-C23,D,SA906b,SA906b
20188,SA906b-A96149B-R29-C35,D,SA906b,SA906b
20189,SA906b-A96149B-R31-C31,D,SA906b,SA906b
