"single_cell_id" "letters" "datatag"
"5536" "SA039-A73044B-R70-C23" "F" "SA039"
"5537" "SA039-A73044B-R70-C24" "F" "SA039"
"5538" "SA039-A73044B-R70-C25" "F" "SA039"
"5539" "SA039-A73044B-R70-C26" "F" "SA039"
"5540" "SA039-A73044B-R70-C29" "F" "SA039"
"5541" "SA039-A73044B-R70-C30" "F" "SA039"
"5542" "SA039-A73044B-R70-C32" "F" "SA039"
"5543" "SA039-A73044B-R70-C35" "F" "SA039"
"5544" "SA039-A73044B-R70-C42" "F" "SA039"
"5545" "SA039-A73044B-R70-C43" "F" "SA039"
"5546" "SA039-A73044B-R70-C44" "F" "SA039"
"5547" "SA039-A73044B-R70-C46" "F" "SA039"
"5548" "SA039-A73044B-R70-C49" "F" "SA039"
"5549" "SA039-A73044B-R70-C50" "F" "SA039"
"5550" "SA039-A73044B-R70-C51" "F" "SA039"
"5551" "SA039-A73044B-R70-C52" "F" "SA039"
"5552" "SA039-A73044B-R70-C55" "F" "SA039"
"5553" "SA039-A73044B-R70-C56" "F" "SA039"
"5554" "SA039-A73044B-R70-C58" "F" "SA039"
"5555" "SA039-A73044B-R70-C60" "F" "SA039"
"5556" "SA039-A73044B-R70-C63" "F" "SA039"
"5557" "SA039-A73044B-R70-C64" "F" "SA039"
"5558" "SA039-A73044B-R70-C65" "F" "SA039"
"5559" "SA039-A73044B-R70-C66" "F" "SA039"
"5560" "SA039-A73044B-R70-C67" "F" "SA039"
"5561" "SA039-A73047D-R39-C53" "F" "SA039"
"5562" "SA039-A73047D-R40-C27" "F" "SA039"
"5563" "SA039-A73047D-R40-C57" "F" "SA039"
"5564" "SA039-A73047D-R40-C58" "F" "SA039"
"5565" "SA039-A73047D-R40-C60" "F" "SA039"
"5566" "SA039-A73047D-R40-C63" "F" "SA039"
"5567" "SA039-A73047D-R40-C64" "F" "SA039"
"5568" "SA039-A73047D-R41-C17" "F" "SA039"
"5569" "SA039-A73047D-R41-C19" "F" "SA039"
"5570" "SA039-A73047D-R41-C50" "F" "SA039"
"5571" "SA039-A73047D-R41-C61" "F" "SA039"
"5572" "SA039-A73047D-R42-C20" "F" "SA039"
"5573" "SA039-A73047D-R42-C27" "F" "SA039"
"5574" "SA039-A73047D-R42-C37" "F" "SA039"
"5575" "SA039-A73047D-R42-C50" "F" "SA039"
"5576" "SA039-A73047D-R42-C52" "F" "SA039"
"5577" "SA039-A73047D-R42-C53" "F" "SA039"
"5578" "SA039-A73047D-R42-C59" "F" "SA039"
"5579" "SA039-A73047D-R43-C35" "F" "SA039"
"5580" "SA039-A73047D-R43-C53" "F" "SA039"
"5581" "SA039-A73047D-R43-C55" "F" "SA039"
"5582" "SA039-A73047D-R43-C58" "F" "SA039"
"5583" "SA039-A73047D-R43-C59" "F" "SA039"
"5584" "SA039-A73047D-R43-C61" "F" "SA039"
"5585" "SA039-A73047D-R43-C62" "F" "SA039"
"5586" "SA039-A73047D-R43-C63" "F" "SA039"
"5587" "SA039-A73047D-R44-C07" "F" "SA039"
"5588" "SA039-A73047D-R44-C09" "F" "SA039"
"5589" "SA039-A73047D-R44-C33" "F" "SA039"
"5590" "SA039-A73047D-R44-C34" "F" "SA039"
"5591" "SA039-A73047D-R44-C47" "F" "SA039"
"5592" "SA039-A73047D-R44-C62" "F" "SA039"
"5593" "SA039-A73047D-R45-C25" "F" "SA039"
"5594" "SA039-A73047D-R45-C28" "F" "SA039"
"5595" "SA039-A73047D-R45-C31" "F" "SA039"
"5596" "SA039-A73047D-R45-C34" "F" "SA039"
"5597" "SA039-A73047D-R45-C45" "F" "SA039"
"5598" "SA039-A73047D-R45-C49" "F" "SA039"
"5599" "SA039-A73047D-R45-C50" "F" "SA039"
"5600" "SA039-A73047D-R45-C59" "F" "SA039"
"5601" "SA039-A73047D-R45-C65" "F" "SA039"
"5602" "SA039-A73047D-R46-C07" "F" "SA039"
"5603" "SA039-A73047D-R46-C21" "F" "SA039"
"5604" "SA039-A73047D-R46-C28" "F" "SA039"
"5605" "SA039-A73047D-R46-C35" "F" "SA039"
"5606" "SA039-A73047D-R46-C45" "F" "SA039"
"5607" "SA039-A73047D-R46-C65" "F" "SA039"
"5608" "SA039-A73047D-R47-C11" "F" "SA039"
"5609" "SA039-A73047D-R47-C34" "F" "SA039"
"5610" "SA039-A73047D-R47-C37" "F" "SA039"
"5611" "SA039-A73047D-R47-C48" "F" "SA039"
"5612" "SA039-A73047D-R47-C52" "F" "SA039"
"5613" "SA039-A73047D-R47-C58" "F" "SA039"
"5614" "SA039-A73047D-R47-C64" "F" "SA039"
"5615" "SA039-A73047D-R47-C65" "F" "SA039"
"5616" "SA039-A73047D-R47-C69" "F" "SA039"
"5617" "SA039-A73047D-R48-C07" "F" "SA039"
"5618" "SA039-A73047D-R48-C10" "F" "SA039"
"5619" "SA039-A73047D-R48-C11" "F" "SA039"
"5620" "SA039-A73047D-R48-C21" "F" "SA039"
"5621" "SA039-A73047D-R48-C37" "F" "SA039"
"5622" "SA039-A73047D-R48-C38" "F" "SA039"
"5623" "SA039-A73047D-R48-C41" "F" "SA039"
"5624" "SA039-A73047D-R48-C47" "F" "SA039"
"5625" "SA039-A73047D-R48-C59" "F" "SA039"
"5626" "SA039-A73047D-R48-C62" "F" "SA039"
"5627" "SA039-A73047D-R49-C11" "F" "SA039"
"5628" "SA039-A73047D-R49-C14" "F" "SA039"
"5629" "SA039-A73047D-R49-C18" "F" "SA039"
"5630" "SA039-A73047D-R49-C23" "F" "SA039"
"5631" "SA039-A73047D-R49-C25" "F" "SA039"
"5632" "SA039-A73047D-R49-C32" "F" "SA039"
"5633" "SA039-A73047D-R49-C34" "F" "SA039"
"5634" "SA039-A73047D-R49-C35" "F" "SA039"
"5635" "SA039-A73047D-R50-C08" "F" "SA039"
"5636" "SA039-A73047D-R50-C14" "F" "SA039"
"5637" "SA039-A73047D-R50-C27" "F" "SA039"
"5638" "SA039-A73047D-R50-C32" "F" "SA039"
"5639" "SA039-A73047D-R50-C33" "F" "SA039"
"5640" "SA039-A73047D-R50-C35" "F" "SA039"
"5641" "SA039-A73047D-R51-C07" "F" "SA039"
"5642" "SA039-A73047D-R51-C10" "F" "SA039"
"5643" "SA039-A73047D-R51-C17" "F" "SA039"
"5644" "SA039-A73047D-R51-C21" "F" "SA039"
"5645" "SA039-A73047D-R51-C22" "F" "SA039"
"5646" "SA039-A73047D-R51-C29" "F" "SA039"
"5647" "SA039-A73047D-R51-C33" "F" "SA039"
"5648" "SA039-A73047D-R52-C08" "F" "SA039"
"5649" "SA039-A73047D-R52-C12" "F" "SA039"
"5650" "SA039-A73047D-R52-C15" "F" "SA039"
"5651" "SA039-A73047D-R52-C23" "F" "SA039"
"5652" "SA039-A73047D-R52-C29" "F" "SA039"
"5653" "SA039-A73047D-R53-C10" "F" "SA039"
"5654" "SA039-A73047D-R53-C15" "F" "SA039"
"5655" "SA039-A73047D-R54-C25" "F" "SA039"
"5656" "SA039-A73047D-R54-C33" "F" "SA039"
"5657" "SA039-A73047D-R54-C44" "F" "SA039"
"5658" "SA039-A73047D-R54-C45" "F" "SA039"
"5659" "SA039-A73047D-R54-C50" "F" "SA039"
"5660" "SA039-A73047D-R54-C52" "F" "SA039"
"5661" "SA039-A73047D-R54-C58" "F" "SA039"
"5662" "SA039-A73047D-R54-C65" "F" "SA039"
"5663" "SA039-A73047D-R55-C13" "F" "SA039"
"5664" "SA039-A73047D-R55-C15" "F" "SA039"
"5665" "SA039-A73047D-R55-C19" "F" "SA039"
"5666" "SA039-A73047D-R55-C26" "F" "SA039"
"5667" "SA039-A73047D-R55-C30" "F" "SA039"
"5668" "SA039-A73047D-R55-C31" "F" "SA039"
"5669" "SA039-A73047D-R55-C34" "F" "SA039"
"5670" "SA039-A73047D-R55-C35" "F" "SA039"
"5671" "SA039-A73047D-R55-C38" "F" "SA039"
"5672" "SA039-A73047D-R55-C40" "F" "SA039"
"5673" "SA039-A73047D-R55-C50" "F" "SA039"
"5674" "SA039-A73047D-R55-C52" "F" "SA039"
"5675" "SA039-A73047D-R55-C54" "F" "SA039"
"5676" "SA039-A73047D-R55-C55" "F" "SA039"
"5677" "SA039-A73047D-R55-C56" "F" "SA039"
"5678" "SA039-A73047D-R56-C07" "F" "SA039"
"5679" "SA039-A73047D-R56-C14" "F" "SA039"
"5680" "SA039-A73047D-R56-C19" "F" "SA039"
"5681" "SA039-A73047D-R56-C22" "F" "SA039"
"5682" "SA039-A73047D-R56-C23" "F" "SA039"
"5683" "SA039-A73047D-R56-C25" "F" "SA039"
"5684" "SA039-A73047D-R56-C33" "F" "SA039"
"5685" "SA039-A73047D-R56-C36" "F" "SA039"
"5686" "SA039-A73047D-R56-C39" "F" "SA039"
"5687" "SA039-A73047D-R56-C43" "F" "SA039"
"5688" "SA039-A73047D-R56-C52" "F" "SA039"
"5689" "SA039-A73047D-R56-C56" "F" "SA039"
"5690" "SA039-A73047D-R56-C62" "F" "SA039"
"5691" "SA039-A73047D-R56-C64" "F" "SA039"
"5692" "SA039-A73047D-R57-C18" "F" "SA039"
"5693" "SA039-A73047D-R57-C28" "F" "SA039"
"5694" "SA039-A73047D-R57-C38" "F" "SA039"
"5695" "SA039-A73047D-R57-C50" "F" "SA039"
"5696" "SA039-A73047D-R57-C51" "F" "SA039"
"5697" "SA039-A73047D-R57-C62" "F" "SA039"
"5698" "SA039-A73047D-R57-C66" "F" "SA039"
"5699" "SA039-A73047D-R58-C07" "F" "SA039"
"5700" "SA039-A73047D-R58-C08" "F" "SA039"
"5701" "SA039-A73047D-R58-C12" "F" "SA039"
"5702" "SA039-A73047D-R58-C13" "F" "SA039"
"5703" "SA039-A73047D-R58-C31" "F" "SA039"
"5704" "SA039-A73047D-R58-C37" "F" "SA039"
"5705" "SA039-A73047D-R58-C39" "F" "SA039"
"5706" "SA039-A73047D-R58-C41" "F" "SA039"
"5707" "SA039-A73047D-R58-C43" "F" "SA039"
"5708" "SA039-A73047D-R58-C49" "F" "SA039"
"5709" "SA039-A73047D-R58-C59" "F" "SA039"
"5710" "SA039-A73047D-R58-C63" "F" "SA039"
"5711" "SA039-A73047D-R58-C67" "F" "SA039"
"5712" "SA039-A73047D-R59-C11" "F" "SA039"
"5713" "SA039-A73047D-R59-C12" "F" "SA039"
"5714" "SA039-A73047D-R59-C13" "F" "SA039"
"5715" "SA039-A73047D-R59-C25" "F" "SA039"
"5716" "SA039-A73047D-R59-C27" "F" "SA039"
"5717" "SA039-A73047D-R59-C33" "F" "SA039"
"5718" "SA039-A73047D-R59-C50" "F" "SA039"
"5719" "SA039-A73047D-R59-C51" "F" "SA039"
"5720" "SA039-A73047D-R59-C54" "F" "SA039"
"5721" "SA039-A73047D-R59-C56" "F" "SA039"
"5722" "SA039-A73047D-R59-C58" "F" "SA039"
"5723" "SA039-A73047D-R59-C59" "F" "SA039"
"5724" "SA039-A73047D-R60-C08" "F" "SA039"
"5725" "SA039-A73047D-R60-C11" "F" "SA039"
"5726" "SA039-A73047D-R60-C12" "F" "SA039"
"5727" "SA039-A73047D-R60-C19" "F" "SA039"
"5728" "SA039-A73047D-R60-C22" "F" "SA039"
"5729" "SA039-A73047D-R60-C29" "F" "SA039"
"5730" "SA039-A73047D-R60-C36" "F" "SA039"
"5731" "SA039-A73047D-R60-C49" "F" "SA039"
"5732" "SA039-A73047D-R60-C50" "F" "SA039"
"5733" "SA039-A73047D-R60-C57" "F" "SA039"
"5734" "SA039-A73047D-R60-C59" "F" "SA039"
"5735" "SA039-A73047D-R60-C62" "F" "SA039"
"5736" "SA039-A73047D-R61-C14" "F" "SA039"
"5737" "SA039-A73047D-R61-C16" "F" "SA039"
"5738" "SA039-A73047D-R61-C24" "F" "SA039"
"5739" "SA039-A73047D-R61-C34" "F" "SA039"
"5740" "SA039-A73047D-R61-C42" "F" "SA039"
"5741" "SA039-A73047D-R61-C48" "F" "SA039"
"5742" "SA039-A73047D-R61-C50" "F" "SA039"
"5743" "SA039-A73047D-R61-C51" "F" "SA039"
"5744" "SA039-A73047D-R61-C55" "F" "SA039"
"5745" "SA039-A73047D-R61-C61" "F" "SA039"
"5746" "SA039-A73047D-R62-C07" "F" "SA039"
"5747" "SA039-A73047D-R62-C11" "F" "SA039"
"5748" "SA039-A73047D-R62-C23" "F" "SA039"
"5749" "SA039-A73047D-R62-C26" "F" "SA039"
"5750" "SA039-A73047D-R62-C28" "F" "SA039"
"5751" "SA039-A73047D-R62-C29" "F" "SA039"
"5752" "SA039-A73047D-R62-C30" "F" "SA039"
"5753" "SA039-A73047D-R62-C31" "F" "SA039"
"5754" "SA039-A73047D-R62-C33" "F" "SA039"
"5755" "SA039-A73047D-R62-C36" "F" "SA039"
"5756" "SA039-A73047D-R62-C37" "F" "SA039"
"5757" "SA039-A73047D-R62-C38" "F" "SA039"
"5758" "SA039-A73047D-R62-C39" "F" "SA039"
"5759" "SA039-A73047D-R62-C41" "F" "SA039"
"5760" "SA039-A73047D-R62-C44" "F" "SA039"
"5761" "SA039-A73047D-R62-C52" "F" "SA039"
"5762" "SA039-A73047D-R62-C55" "F" "SA039"
"5763" "SA039-A73047D-R63-C12" "F" "SA039"
"5764" "SA039-A73047D-R63-C13" "F" "SA039"
"5765" "SA039-A73047D-R63-C22" "F" "SA039"
"5766" "SA039-A73047D-R63-C30" "F" "SA039"
"5767" "SA039-A73047D-R63-C32" "F" "SA039"
"5768" "SA039-A73047D-R63-C33" "F" "SA039"
"5769" "SA039-A73047D-R63-C55" "F" "SA039"
"5770" "SA039-A73047D-R63-C57" "F" "SA039"
"5771" "SA039-A73047D-R64-C07" "F" "SA039"
"5772" "SA039-A73047D-R64-C10" "F" "SA039"
"5773" "SA039-A73047D-R64-C12" "F" "SA039"
"5774" "SA039-A73047D-R64-C17" "F" "SA039"
"5775" "SA039-A73047D-R64-C19" "F" "SA039"
"5776" "SA039-A73047D-R64-C23" "F" "SA039"
"5777" "SA039-A73047D-R64-C25" "F" "SA039"
"5778" "SA039-A73047D-R64-C27" "F" "SA039"
"5779" "SA039-A73047D-R64-C36" "F" "SA039"
"5780" "SA039-A73047D-R64-C38" "F" "SA039"
"5781" "SA039-A73047D-R64-C39" "F" "SA039"
"5782" "SA039-A73047D-R64-C41" "F" "SA039"
"5783" "SA039-A73047D-R64-C42" "F" "SA039"
"5784" "SA039-A73047D-R64-C57" "F" "SA039"
"5785" "SA039-A73047D-R64-C60" "F" "SA039"
"5786" "SA039-A73047D-R65-C09" "F" "SA039"
"5787" "SA039-A73047D-R65-C27" "F" "SA039"
"5788" "SA039-A73047D-R65-C38" "F" "SA039"
"5789" "SA039-A73047D-R65-C40" "F" "SA039"
"5790" "SA039-A73047D-R65-C46" "F" "SA039"
"5791" "SA039-A73047D-R65-C47" "F" "SA039"
"5792" "SA039-A73047D-R65-C56" "F" "SA039"
"5793" "SA039-A73047D-R65-C59" "F" "SA039"
"5794" "SA039-A73047D-R65-C61" "F" "SA039"
"5795" "SA039-A73047D-R65-C63" "F" "SA039"
"5796" "SA039-A73047D-R66-C20" "F" "SA039"
"5797" "SA039-A73047D-R66-C25" "F" "SA039"
"5798" "SA039-A73047D-R66-C39" "F" "SA039"
"5799" "SA039-A73047D-R66-C46" "F" "SA039"
"5800" "SA039-A73047D-R66-C49" "F" "SA039"
"5801" "SA039-A73047D-R66-C50" "F" "SA039"
"5802" "SA039-A73047D-R66-C51" "F" "SA039"
"5803" "SA039-A73047D-R66-C57" "F" "SA039"
"5804" "SA039-A73047D-R66-C59" "F" "SA039"
"5805" "SA039-A73047D-R66-C66" "F" "SA039"
"5806" "SA039-A73047D-R67-C28" "F" "SA039"
"5807" "SA039-A73047D-R67-C46" "F" "SA039"
"5808" "SA039-A73047D-R67-C58" "F" "SA039"
"5809" "SA039-A73047D-R67-C66" "F" "SA039"
"5810" "SA039-A73047D-R68-C27" "F" "SA039"
"5811" "SA039-A73047D-R68-C47" "F" "SA039"
"5812" "SA039-A73047D-R68-C57" "F" "SA039"
"5813" "SA039-A73047D-R69-C15" "F" "SA039"
"5814" "SA039-A73047D-R69-C25" "F" "SA039"
"5815" "SA039-A73047D-R69-C26" "F" "SA039"
"5816" "SA039-A73047D-R69-C29" "F" "SA039"
"5817" "SA039-A73047D-R69-C39" "F" "SA039"
"5818" "SA039-A73047D-R69-C47" "F" "SA039"
"5819" "SA039-A73047D-R69-C49" "F" "SA039"
"5820" "SA039-A73047D-R69-C54" "F" "SA039"
"5821" "SA039-A73047D-R69-C57" "F" "SA039"
"5822" "SA039-A73047D-R69-C64" "F" "SA039"
"5823" "SA039-A73047D-R70-C16" "F" "SA039"
"5824" "SA039-A73047D-R70-C17" "F" "SA039"
"5825" "SA039-A73047D-R70-C18" "F" "SA039"
"5826" "SA039-A73047D-R70-C42" "F" "SA039"
"5827" "SA039-A73047D-R70-C54" "F" "SA039"
"5828" "SA039-A73047D-R70-C58" "F" "SA039"
"5829" "SA039-A96199B-R40-C09" "F" "SA039"
"5830" "SA039-A96199B-R40-C12" "F" "SA039"
"5831" "SA039-A96199B-R40-C13" "F" "SA039"
"5832" "SA039-A96199B-R40-C14" "F" "SA039"
"5833" "SA039-A96199B-R40-C16" "F" "SA039"
"5834" "SA039-A96199B-R40-C17" "F" "SA039"
"5835" "SA039-A96199B-R40-C18" "F" "SA039"
"5836" "SA039-A96199B-R40-C19" "F" "SA039"
"5837" "SA039-A96199B-R40-C21" "F" "SA039"
"5838" "SA039-A96199B-R40-C26" "F" "SA039"
"5839" "SA039-A96199B-R40-C27" "F" "SA039"
"5840" "SA039-A96199B-R40-C29" "F" "SA039"
"5841" "SA039-A96199B-R40-C31" "F" "SA039"
"5842" "SA039-A96199B-R40-C32" "F" "SA039"
"5843" "SA039-A96199B-R40-C34" "F" "SA039"
"5844" "SA039-A96199B-R40-C37" "F" "SA039"
"5845" "SA039-A96199B-R40-C40" "F" "SA039"
"5846" "SA039-A96199B-R40-C41" "F" "SA039"
"5847" "SA039-A96199B-R40-C42" "F" "SA039"
"5848" "SA039-A96199B-R40-C45" "F" "SA039"
"5849" "SA039-A96199B-R40-C47" "F" "SA039"
"5850" "SA039-A96199B-R40-C48" "F" "SA039"
"5851" "SA039-A96199B-R40-C49" "F" "SA039"
"5852" "SA039-A96199B-R40-C51" "F" "SA039"
"5853" "SA039-A96199B-R40-C53" "F" "SA039"
"5854" "SA039-A96199B-R40-C54" "F" "SA039"
"5855" "SA039-A96199B-R40-C56" "F" "SA039"
"5856" "SA039-A96199B-R40-C57" "F" "SA039"
"5857" "SA039-A96199B-R40-C60" "F" "SA039"
"5858" "SA039-A96199B-R40-C61" "F" "SA039"
"5859" "SA039-A96199B-R40-C63" "F" "SA039"
"5860" "SA039-A96199B-R41-C07" "F" "SA039"
"5861" "SA039-A96199B-R41-C11" "F" "SA039"
"5862" "SA039-A96199B-R41-C13" "F" "SA039"
"5863" "SA039-A96199B-R41-C14" "F" "SA039"
"5864" "SA039-A96199B-R41-C15" "F" "SA039"
"5865" "SA039-A96199B-R41-C16" "F" "SA039"
"5866" "SA039-A96199B-R41-C17" "F" "SA039"
"5867" "SA039-A96199B-R41-C18" "F" "SA039"
"5868" "SA039-A96199B-R41-C21" "F" "SA039"
"5869" "SA039-A96199B-R41-C22" "F" "SA039"
"5870" "SA039-A96199B-R41-C29" "F" "SA039"
"5871" "SA039-A96199B-R41-C30" "F" "SA039"
"5872" "SA039-A96199B-R41-C34" "F" "SA039"
"5873" "SA039-A96199B-R41-C35" "F" "SA039"
"5874" "SA039-A96199B-R41-C36" "F" "SA039"
"5875" "SA039-A96199B-R41-C37" "F" "SA039"
"5876" "SA039-A96199B-R41-C38" "F" "SA039"
"5877" "SA039-A96199B-R41-C40" "F" "SA039"
"5878" "SA039-A96199B-R41-C41" "F" "SA039"
"5879" "SA039-A96199B-R41-C43" "F" "SA039"
"5880" "SA039-A96199B-R41-C45" "F" "SA039"
"5881" "SA039-A96199B-R41-C47" "F" "SA039"
"5882" "SA039-A96199B-R41-C49" "F" "SA039"
"5883" "SA039-A96199B-R41-C50" "F" "SA039"
"5884" "SA039-A96199B-R41-C51" "F" "SA039"
"5885" "SA039-A96199B-R41-C52" "F" "SA039"
"5886" "SA039-A96199B-R41-C54" "F" "SA039"
"5887" "SA039-A96199B-R41-C55" "F" "SA039"
"5888" "SA039-A96199B-R41-C61" "F" "SA039"
"5889" "SA039-A96199B-R42-C07" "F" "SA039"
"5890" "SA039-A96199B-R42-C08" "F" "SA039"
"5891" "SA039-A96199B-R42-C10" "F" "SA039"
"5892" "SA039-A96199B-R42-C14" "F" "SA039"
"5893" "SA039-A96199B-R42-C15" "F" "SA039"
"5894" "SA039-A96199B-R42-C17" "F" "SA039"
"5895" "SA039-A96199B-R42-C20" "F" "SA039"
"5896" "SA039-A96199B-R42-C26" "F" "SA039"
"5897" "SA039-A96199B-R42-C30" "F" "SA039"
"5898" "SA039-A96199B-R42-C31" "F" "SA039"
"5899" "SA039-A96199B-R42-C32" "F" "SA039"
"5900" "SA039-A96199B-R42-C33" "F" "SA039"
"5901" "SA039-A96199B-R42-C34" "F" "SA039"
"5902" "SA039-A96199B-R42-C35" "F" "SA039"
"5903" "SA039-A96199B-R42-C36" "F" "SA039"
"5904" "SA039-A96199B-R42-C40" "F" "SA039"
"5905" "SA039-A96199B-R42-C41" "F" "SA039"
"5906" "SA039-A96199B-R42-C44" "F" "SA039"
"5907" "SA039-A96199B-R42-C45" "F" "SA039"
"5908" "SA039-A96199B-R42-C48" "F" "SA039"
"5909" "SA039-A96199B-R42-C51" "F" "SA039"
"5910" "SA039-A96199B-R42-C53" "F" "SA039"
"5911" "SA039-A96199B-R42-C54" "F" "SA039"
"5912" "SA039-A96199B-R42-C56" "F" "SA039"
"5913" "SA039-A96199B-R42-C57" "F" "SA039"
"5914" "SA039-A96199B-R42-C60" "F" "SA039"
"5915" "SA039-A96199B-R42-C63" "F" "SA039"
"5916" "SA039-A96199B-R43-C13" "F" "SA039"
"5917" "SA039-A96199B-R43-C15" "F" "SA039"
"5918" "SA039-A96199B-R43-C16" "F" "SA039"
"5919" "SA039-A96199B-R43-C19" "F" "SA039"
"5920" "SA039-A96199B-R43-C20" "F" "SA039"
"5921" "SA039-A96199B-R43-C22" "F" "SA039"
"5922" "SA039-A96199B-R43-C24" "F" "SA039"
"5923" "SA039-A96199B-R43-C25" "F" "SA039"
"5924" "SA039-A96199B-R43-C27" "F" "SA039"
"5925" "SA039-A96199B-R43-C30" "F" "SA039"
"5926" "SA039-A96199B-R43-C31" "F" "SA039"
"5927" "SA039-A96199B-R43-C32" "F" "SA039"
"5928" "SA039-A96199B-R43-C36" "F" "SA039"
"5929" "SA039-A96199B-R43-C40" "F" "SA039"
"5930" "SA039-A96199B-R43-C41" "F" "SA039"
"5931" "SA039-A96199B-R43-C42" "F" "SA039"
"5932" "SA039-A96199B-R43-C45" "F" "SA039"
"5933" "SA039-A96199B-R43-C46" "F" "SA039"
"5934" "SA039-A96199B-R43-C47" "F" "SA039"
"5935" "SA039-A96199B-R43-C50" "F" "SA039"
"5936" "SA039-A96199B-R43-C51" "F" "SA039"
"5937" "SA039-A96199B-R43-C52" "F" "SA039"
"5938" "SA039-A96199B-R43-C54" "F" "SA039"
"5939" "SA039-A96199B-R43-C55" "F" "SA039"
"5940" "SA039-A96199B-R43-C61" "F" "SA039"
"5941" "SA039-A96199B-R43-C63" "F" "SA039"
"5942" "SA039-A96199B-R44-C07" "F" "SA039"
"5943" "SA039-A96199B-R44-C08" "F" "SA039"
"5944" "SA039-A96199B-R44-C10" "F" "SA039"
"5945" "SA039-A96199B-R44-C15" "F" "SA039"
"5946" "SA039-A96199B-R44-C16" "F" "SA039"
"5947" "SA039-A96199B-R44-C18" "F" "SA039"
"5948" "SA039-A96199B-R44-C19" "F" "SA039"
"5949" "SA039-A96199B-R44-C23" "F" "SA039"
"5950" "SA039-A96199B-R44-C24" "F" "SA039"
"5951" "SA039-A96199B-R44-C28" "F" "SA039"
"5952" "SA039-A96199B-R44-C29" "F" "SA039"
"5953" "SA039-A96199B-R44-C31" "F" "SA039"
"5954" "SA039-A96199B-R44-C32" "F" "SA039"
"5955" "SA039-A96199B-R44-C33" "F" "SA039"
"5956" "SA039-A96199B-R44-C35" "F" "SA039"
"5957" "SA039-A96199B-R44-C37" "F" "SA039"
"5958" "SA039-A96199B-R44-C38" "F" "SA039"
"5959" "SA039-A96199B-R44-C39" "F" "SA039"
"5960" "SA039-A96199B-R44-C43" "F" "SA039"
"5961" "SA039-A96199B-R44-C44" "F" "SA039"
"5962" "SA039-A96199B-R44-C46" "F" "SA039"
"5963" "SA039-A96199B-R44-C47" "F" "SA039"
"5964" "SA039-A96199B-R44-C48" "F" "SA039"
"5965" "SA039-A96199B-R44-C49" "F" "SA039"
"5966" "SA039-A96199B-R44-C50" "F" "SA039"
"5967" "SA039-A96199B-R44-C52" "F" "SA039"
"5968" "SA039-A96199B-R44-C53" "F" "SA039"
"5969" "SA039-A96199B-R44-C54" "F" "SA039"
"5970" "SA039-A96199B-R44-C56" "F" "SA039"
"5971" "SA039-A96199B-R44-C57" "F" "SA039"
"5972" "SA039-A96199B-R44-C59" "F" "SA039"
"5973" "SA039-A96199B-R44-C60" "F" "SA039"
"5974" "SA039-A96199B-R44-C63" "F" "SA039"
"5975" "SA039-A96199B-R44-C64" "F" "SA039"
"5976" "SA039-A96199B-R45-C08" "F" "SA039"
"5977" "SA039-A96199B-R45-C11" "F" "SA039"
"5978" "SA039-A96199B-R45-C12" "F" "SA039"
"5979" "SA039-A96199B-R45-C14" "F" "SA039"
"5980" "SA039-A96199B-R45-C17" "F" "SA039"
"5981" "SA039-A96199B-R45-C20" "F" "SA039"
"5982" "SA039-A96199B-R45-C21" "F" "SA039"
"5983" "SA039-A96199B-R45-C22" "F" "SA039"
"5984" "SA039-A96199B-R45-C23" "F" "SA039"
"5985" "SA039-A96199B-R45-C25" "F" "SA039"
"5986" "SA039-A96199B-R45-C31" "F" "SA039"
"5987" "SA039-A96199B-R45-C32" "F" "SA039"
"5988" "SA039-A96199B-R45-C33" "F" "SA039"
"5989" "SA039-A96199B-R45-C34" "F" "SA039"
"5990" "SA039-A96199B-R45-C35" "F" "SA039"
"5991" "SA039-A96199B-R45-C39" "F" "SA039"
"5992" "SA039-A96199B-R45-C40" "F" "SA039"
"5993" "SA039-A96199B-R45-C41" "F" "SA039"
"5994" "SA039-A96199B-R45-C44" "F" "SA039"
"5995" "SA039-A96199B-R45-C45" "F" "SA039"
"5996" "SA039-A96199B-R45-C47" "F" "SA039"
"5997" "SA039-A96199B-R45-C48" "F" "SA039"
"5998" "SA039-A96199B-R45-C51" "F" "SA039"
"5999" "SA039-A96199B-R45-C54" "F" "SA039"
"6000" "SA039-A96199B-R45-C55" "F" "SA039"
"6001" "SA039-A96199B-R45-C57" "F" "SA039"
"6002" "SA039-A96199B-R45-C59" "F" "SA039"
"6003" "SA039-A96199B-R45-C60" "F" "SA039"
"6004" "SA039-A96199B-R45-C63" "F" "SA039"
"6005" "SA039-A96199B-R46-C09" "F" "SA039"
"6006" "SA039-A96199B-R46-C10" "F" "SA039"
"6007" "SA039-A96199B-R46-C11" "F" "SA039"
"6008" "SA039-A96199B-R46-C14" "F" "SA039"
"6009" "SA039-A96199B-R46-C16" "F" "SA039"
"6010" "SA039-A96199B-R46-C17" "F" "SA039"
"6011" "SA039-A96199B-R46-C18" "F" "SA039"
"6012" "SA039-A96199B-R46-C19" "F" "SA039"
"6013" "SA039-A96199B-R46-C22" "F" "SA039"
"6014" "SA039-A96199B-R46-C26" "F" "SA039"
"6015" "SA039-A96199B-R46-C28" "F" "SA039"
"6016" "SA039-A96199B-R46-C29" "F" "SA039"
"6017" "SA039-A96199B-R46-C31" "F" "SA039"
