"single_cell_id" "letters" "datatag"
"12713" "SA609X3X8XB03300-A95618A-R18-C54" "E" "SA609X3X8a"
"12714" "SA609X3X8XB03300-A95618A-R19-C63" "E" "SA609X3X8a"
"12715" "SA609X3X8MB03073-A96244A-R04-C62" "E" "SA609X3X8a"
"12716" "SA609X3X8XB03074-A96205A-R16-C26" "E" "SA609X3X8a"
"12717" "SA609X3X8XB03074-A96205A-R20-C37" "E" "SA609X3X8a"
"12718" "SA609X3X8XB03074-A96205A-R21-C46" "E" "SA609X3X8a"
"12719" "SA609X3X8XB03074-A96205A-R23-C22" "E" "SA609X3X8a"
"12720" "SA609X3X8XB03074-A96205A-R27-C26" "E" "SA609X3X8a"
"12721" "SA609X3X8XB03074-A96205A-R29-C52" "E" "SA609X3X8a"
"12722" "SA609X3X8XB03176-A95628B-R53-C47" "E" "SA609X3X8a"
"12723" "SA609X3X8XB03176-A95628B-R61-C24" "E" "SA609X3X8a"
"12724" "SA609X3X8XB03241-A95673A-R46-C18" "E" "SA609X3X8a"
"12725" "SA609X3X8XB03241-A95673A-R48-C28" "E" "SA609X3X8a"
"12726" "SA609X3X8XB03241-A95673A-R48-C29" "E" "SA609X3X8a"
"12727" "SA609X3X8XB03241-A95673A-R50-C26" "E" "SA609X3X8a"
"12728" "SA609X3X8XB03241-A95673A-R50-C54" "E" "SA609X3X8a"
"12729" "SA609X3X8XB03241-A95673A-R52-C45" "E" "SA609X3X8a"
"12730" "SA609X3X8XB03300-A95618A-R03-C13" "E" "SA609X3X8a"
"12731" "SA609X3X8XB03300-A95618A-R03-C41" "E" "SA609X3X8a"
"12732" "SA609X3X8XB03300-A95618A-R03-C57" "E" "SA609X3X8a"
"12733" "SA609X3X8XB03300-A95618A-R04-C21" "E" "SA609X3X8a"
"12734" "SA609X3X8XB03300-A95618A-R12-C41" "E" "SA609X3X8a"
"12735" "SA609X3X8XB03300-A95618A-R12-C54" "E" "SA609X3X8a"
"12736" "SA609X3X8XB03300-A95618A-R17-C14" "E" "SA609X3X8a"
"12737" "SA609X3X8XB03300-A95618A-R17-C44" "E" "SA609X3X8a"
"12738" "SA609X3X8XB03300-A95618A-R20-C58" "E" "SA609X3X8a"
"12739" "SA609X3X8XB03074-A96205A-R15-C62" "E" "SA609X3X8a"
"12740" "SA609X3X8XB03074-A96205A-R17-C49" "E" "SA609X3X8a"
"12741" "SA609X3X8XB03074-A96205A-R18-C50" "E" "SA609X3X8a"
"12742" "SA609X3X8XB03074-A96205A-R20-C17" "E" "SA609X3X8a"
"12743" "SA609X3X8XB03241-A95673A-R47-C60" "E" "SA609X3X8a"
"12744" "SA609X3X8XB03241-A95673A-R63-C44" "E" "SA609X3X8a"
"12745" "SA609X3X8XB03300-A95618A-R07-C67" "E" "SA609X3X8a"
"12746" "SA609X3X8XB03300-A95618A-R09-C30" "E" "SA609X3X8a"
"12747" "SA609X3X8XB03300-A95618A-R09-C59" "E" "SA609X3X8a"
"12748" "SA609X3X8XB03300-A95618A-R12-C28" "E" "SA609X3X8a"
"12749" "SA609X3X8XB03300-A95618A-R16-C41" "E" "SA609X3X8a"
"12750" "SA609X3X8XB03300-A95618A-R18-C51" "E" "SA609X3X8a"
"12751" "SA609X3X8XB03300-A95618A-R18-C53" "E" "SA609X3X8a"
"12752" "SA609X3X8XB03300-A95618A-R20-C51" "E" "SA609X3X8a"
"12753" "SA609X3X8XB03074-A96205A-R20-C62" "E" "SA609X3X8a"
"12754" "SA609X3X8XB03074-A96205A-R27-C15" "E" "SA609X3X8a"
"12755" "SA609X3X8XB03074-A96205A-R27-C40" "E" "SA609X3X8a"
"12756" "SA609X3X8XB03300-A95618A-R13-C65" "E" "SA609X3X8a"
"12757" "SA609X3X8XB03300-A95618A-R16-C39" "E" "SA609X3X8a"
"12758" "SA609X3X8XB03300-A95618A-R17-C41" "E" "SA609X3X8a"
"12759" "SA609X3X8XB03074-A96205A-R26-C15" "E" "SA609X3X8a"
"12760" "SA609X3X8XB03074-A96205A-R30-C46" "E" "SA609X3X8a"
"12761" "SA609X3X8XB03176-A95628B-R50-C59" "E" "SA609X3X8a"
"12762" "SA609X3X8XB03241-A95673A-R46-C26" "E" "SA609X3X8a"
"12763" "SA609X3X8XB03241-A95673A-R50-C14" "E" "SA609X3X8a"
"12764" "SA609X3X8XB03241-A95673A-R52-C17" "E" "SA609X3X8a"
"12765" "SA609X3X8XB03241-A95673A-R52-C29" "E" "SA609X3X8a"
"12766" "SA609X3X8XB03241-A95673A-R54-C22" "E" "SA609X3X8a"
"12767" "SA609X3X8XB03241-A95673A-R54-C47" "E" "SA609X3X8a"
"12768" "SA609X3X8XB03241-A95673A-R55-C13" "E" "SA609X3X8a"
"12769" "SA609X3X8XB03241-A95673A-R59-C49" "E" "SA609X3X8a"
"12770" "SA609X3X8XB03241-A95673A-R62-C56" "E" "SA609X3X8a"
"12771" "SA609X3X8XB03241-A95673A-R64-C38" "E" "SA609X3X8a"
"12772" "SA609X3X8XB03241-A95673A-R70-C50" "E" "SA609X3X8a"
"12773" "SA609X3X8XB03300-A95618A-R20-C15" "E" "SA609X3X8a"
"12774" "SA609X3X8XB03074-A96205A-R24-C13" "E" "SA609X3X8a"
"12775" "SA609X3X8XB03074-A96205A-R26-C63" "E" "SA609X3X8a"
"12776" "SA609X3X8XB03300-A95618A-R12-C10" "E" "SA609X3X8a"
"12777" "SA609X3X8XB03300-A95618A-R18-C52" "E" "SA609X3X8a"
"12778" "SA609X3X8XB03300-A95618A-R20-C70" "E" "SA609X3X8a"
"12779" "SA609X3X8XB03074-A96205A-R25-C42" "E" "SA609X3X8a"
"12780" "SA609X3X8XB03074-A96205A-R28-C57" "E" "SA609X3X8a"
"12781" "SA609X3X8XB03241-A95673A-R49-C17" "E" "SA609X3X8a"
"12782" "SA609X3X8XB03241-A95673A-R52-C22" "E" "SA609X3X8a"
"12783" "SA609X3X8XB03241-A95673A-R53-C56" "E" "SA609X3X8a"
"12784" "SA609X3X8XB03074-A96205A-R17-C56" "E" "SA609X3X8a"
"12785" "SA609X3X8XB03074-A96205A-R23-C15" "E" "SA609X3X8a"
"12786" "SA609X3X8XB03074-A96205A-R27-C61" "E" "SA609X3X8a"
"12787" "SA609X3X8XB03074-A96205A-R32-C17" "E" "SA609X3X8a"
"12788" "SA609X3X8XB03241-A95673A-R49-C31" "E" "SA609X3X8a"
"12789" "SA609X3X8XB03300-A95618A-R09-C25" "E" "SA609X3X8a"
"12790" "SA609X3X8XB03300-A95618A-R13-C29" "E" "SA609X3X8a"
"12791" "SA609X3X8XB03300-A95618A-R17-C39" "E" "SA609X3X8a"
"12792" "SA609X3X8XB03300-A95618A-R17-C67" "E" "SA609X3X8a"
"12793" "SA609X3X8MB03073-A96244A-R17-C42" "E" "SA609X3X8a"
"12794" "SA609X3X8XB03176-A95628B-R50-C55" "E" "SA609X3X8a"
"12795" "SA609X3X8XB03241-A95673A-R46-C52" "E" "SA609X3X8a"
"12796" "SA609X3X8XB03241-A95673A-R48-C18" "E" "SA609X3X8a"
"12797" "SA609X3X8XB03241-A95673A-R50-C48" "E" "SA609X3X8a"
"12798" "SA609X3X8XB03241-A95673A-R53-C09" "E" "SA609X3X8a"
"12799" "SA609X3X8XB03241-A95673A-R55-C66" "E" "SA609X3X8a"
"12800" "SA609X3X8XB03241-A95673A-R64-C09" "E" "SA609X3X8a"
"12801" "SA609X3X8XB03241-A95673A-R69-C07" "E" "SA609X3X8a"
"12802" "SA609X3X8XB03300-A95618A-R04-C39" "E" "SA609X3X8a"
"12803" "SA609X3X8XB03300-A95618A-R07-C27" "E" "SA609X3X8a"
"12804" "SA609X3X8XB03300-A95618A-R10-C32" "E" "SA609X3X8a"
"12805" "SA609X3X8XB03300-A95618A-R14-C45" "E" "SA609X3X8a"
"12806" "SA609X3X8XB03300-A95618A-R15-C65" "E" "SA609X3X8a"
"12807" "SA609X3X8XB03300-A95618A-R19-C34" "E" "SA609X3X8a"
"12808" "SA609X3X8XB03300-A95618A-R19-C42" "E" "SA609X3X8a"
"12809" "SA609X3X8XB03241-A95673A-R51-C11" "E" "SA609X3X8a"
"12810" "SA609X3X8XB03300-A95618A-R03-C23" "E" "SA609X3X8a"
"12811" "SA609X3X8XB03300-A95618A-R09-C50" "E" "SA609X3X8a"
"12812" "SA609X3X8XB03300-A95618A-R16-C31" "E" "SA609X3X8a"
"12813" "SA609X3X8XB03074-A96205A-R17-C33" "E" "SA609X3X8a"
"12814" "SA609X3X8XB03074-A96205A-R23-C60" "E" "SA609X3X8a"
"12815" "SA609X3X8XB03074-A96205A-R24-C31" "E" "SA609X3X8a"
"12816" "SA609X3X8XB03074-A96205A-R25-C58" "E" "SA609X3X8a"
"12817" "SA609X3X8XB03241-A95673A-R59-C16" "E" "SA609X3X8a"
"12818" "SA609X3X8XB03300-A95618A-R16-C47" "E" "SA609X3X8a"
"12819" "SA609X3X8XB03300-A95618A-R19-C59" "E" "SA609X3X8a"
"12820" "SA609X3X8XB03300-A95618A-R20-C69" "E" "SA609X3X8a"
"12821" "SA609X3X8XB03074-A96205A-R16-C66" "E" "SA609X3X8a"
"12822" "SA609X3X8XB03074-A96205A-R22-C10" "E" "SA609X3X8a"
"12823" "SA609X3X8XB03176-A95628B-R52-C55" "E" "SA609X3X8a"
"12824" "SA609X3X8XB03300-A95618A-R18-C66" "E" "SA609X3X8a"
"12825" "SA609X3X8XB03074-A96205A-R21-C36" "E" "SA609X3X8a"
"12826" "SA609X3X8XB03300-A95618A-R13-C09" "E" "SA609X3X8a"
"12827" "SA609X3X8XB03074-A96205A-R26-C08" "E" "SA609X3X8a"
"12828" "SA609X3X8MB03073-A96244A-R14-C44" "E" "SA609X3X8a"
"12829" "SA609X3X8XB03074-A96205A-R20-C64" "E" "SA609X3X8a"
"12830" "SA609X3X8XB03074-A96205A-R30-C59" "E" "SA609X3X8a"
"12831" "SA609X3X8XB03241-A95673A-R47-C56" "E" "SA609X3X8a"
"12832" "SA609X3X8XB03300-A95618A-R04-C31" "E" "SA609X3X8a"
"12833" "SA609X3X8XB03300-A95618A-R07-C29" "E" "SA609X3X8a"
"12834" "SA609X3X8XB03300-A95618A-R08-C40" "E" "SA609X3X8a"
"12835" "SA609X3X8XB03300-A95618A-R11-C43" "E" "SA609X3X8a"
"12836" "SA609X3X8XB03300-A95618A-R12-C09" "E" "SA609X3X8a"
"12837" "SA609X3X8XB03300-A95618A-R12-C13" "E" "SA609X3X8a"
"12838" "SA609X3X8XB03300-A95618A-R13-C26" "E" "SA609X3X8a"
"12839" "SA609X3X8XB03300-A95618A-R15-C31" "E" "SA609X3X8a"
"12840" "SA609X3X8XB03300-A95618A-R15-C50" "E" "SA609X3X8a"
"12841" "SA609X3X8XB03300-A95618A-R16-C38" "E" "SA609X3X8a"
"12842" "SA609X3X8XB03300-A95618A-R16-C40" "E" "SA609X3X8a"
"12843" "SA609X3X8XB03300-A95618A-R16-C49" "E" "SA609X3X8a"
"12844" "SA609X3X8XB03074-A96205A-R35-C41" "E" "SA609X3X8a"
"12845" "SA609X3X8XB03176-A95628B-R60-C62" "E" "SA609X3X8a"
"12846" "SA609X3X8XB03241-A95673A-R61-C35" "E" "SA609X3X8a"
"12847" "SA609X3X8XB03241-A95673A-R62-C40" "E" "SA609X3X8a"
"12848" "SA609X3X8XB03074-A96205A-R30-C25" "E" "SA609X3X8a"
"12849" "SA609X3X8XB03074-A96205A-R23-C51" "E" "SA609X3X8a"
"12850" "SA609X3X8XB03074-A96205A-R31-C17" "E" "SA609X3X8a"
"12851" "SA609X3X8XB03241-A95673A-R51-C42" "E" "SA609X3X8a"
"12852" "SA609X3X8XB03300-A95618A-R14-C43" "E" "SA609X3X8a"
"12853" "SA609X3X8XB03074-A96205A-R24-C17" "E" "SA609X3X8a"
"12854" "SA609X3X8XB03074-A96205A-R27-C25" "E" "SA609X3X8a"
"12855" "SA609X3X8XB03074-A96205A-R30-C28" "E" "SA609X3X8a"
"12856" "SA609X3X8XB03176-A95628B-R50-C54" "E" "SA609X3X8a"
"12857" "SA609X3X8XB03176-A95628B-R56-C52" "E" "SA609X3X8a"
"12858" "SA609X3X8XB03241-A95673A-R50-C30" "E" "SA609X3X8a"
"12859" "SA609X3X8XB03241-A95673A-R52-C20" "E" "SA609X3X8a"
"12860" "SA609X3X8XB03074-A96205A-R27-C51" "E" "SA609X3X8a"
"12861" "SA609X3X8XB03074-A96205A-R33-C10" "E" "SA609X3X8a"
"12862" "SA609X3X8XB03176-A95628B-R54-C50" "E" "SA609X3X8a"
"12863" "SA609X3X8XB03241-A95673A-R47-C45" "E" "SA609X3X8a"
"12864" "SA609X3X8XB03241-A95673A-R54-C49" "E" "SA609X3X8a"
"12865" "SA609X3X8MB03073-A96244A-R08-C41" "E" "SA609X3X8a"
"12866" "SA609X3X8MB03073-A96244A-R10-C32" "E" "SA609X3X8a"
"12867" "SA609X3X8XB03074-A96205A-R19-C61" "E" "SA609X3X8a"
"12868" "SA609X3X8XB03074-A96205A-R22-C13" "E" "SA609X3X8a"
"12869" "SA609X3X8XB03074-A96205A-R22-C25" "E" "SA609X3X8a"
"12870" "SA609X3X8XB03074-A96205A-R25-C60" "E" "SA609X3X8a"
"12871" "SA609X3X8XB03074-A96205A-R27-C68" "E" "SA609X3X8a"
"12872" "SA609X3X8XB03074-A96205A-R29-C21" "E" "SA609X3X8a"
"12873" "SA609X3X8XB03074-A96205A-R30-C08" "E" "SA609X3X8a"
"12874" "SA609X3X8XB03074-A96205A-R34-C18" "E" "SA609X3X8a"
"12875" "SA609X3X8XB03241-A95673A-R46-C16" "E" "SA609X3X8a"
"12876" "SA609X3X8XB03241-A95673A-R64-C12" "E" "SA609X3X8a"
"12877" "SA609X3X8XB03241-A95673A-R68-C55" "E" "SA609X3X8a"
"12878" "SA609X3X8XB03300-A95618A-R13-C20" "E" "SA609X3X8a"
"12879" "SA609X3X8XB03300-A95618A-R15-C24" "E" "SA609X3X8a"
"12880" "SA609X3X8XB03300-A95618A-R16-C23" "E" "SA609X3X8a"
"12881" "SA609X3X8XB03300-A95618A-R18-C62" "E" "SA609X3X8a"
"12882" "SA609X3X8XB03300-A95618A-R20-C27" "E" "SA609X3X8a"
"12883" "SA609X3X8XB03300-A95618A-R20-C48" "E" "SA609X3X8a"
"12884" "SA609X3X8XB03241-A95673A-R63-C10" "E" "SA609X3X8a"
"12885" "SA609X3X8XB03074-A96205A-R16-C47" "E" "SA609X3X8a"
"12886" "SA609X3X8XB03300-A95618A-R18-C49" "E" "SA609X3X8a"
"12887" "SA609X3X8XB03241-A95673A-R62-C52" "E" "SA609X3X8a"
"12888" "SA609X3X8XB03074-A96205A-R29-C66" "E" "SA609X3X8a"
"12889" "SA609X3X8XB03176-A95628B-R65-C52" "E" "SA609X3X8a"
"12890" "SA609X3X8XB03241-A95673A-R52-C13" "E" "SA609X3X8a"
"12891" "SA609X3X8XB03300-A95618A-R10-C10" "E" "SA609X3X8a"
"12892" "SA609X3X8XB03300-A95618A-R12-C21" "E" "SA609X3X8a"
"12893" "SA609X3X8XB03300-A95618A-R17-C15" "E" "SA609X3X8a"
"12894" "SA609X3X8XB03241-A95673A-R53-C30" "E" "SA609X3X8a"
"12895" "SA609X3X8XB03241-A95673A-R65-C28" "E" "SA609X3X8a"
"12896" "SA609X3X8XB03300-A95618A-R09-C12" "E" "SA609X3X8a"
"12897" "SA609X3X8XB03300-A95618A-R16-C07" "E" "SA609X3X8a"
"12898" "SA609X3X8XB03074-A96205A-R28-C69" "E" "SA609X3X8a"
"12899" "SA609X3X8XB03074-A96205A-R34-C56" "E" "SA609X3X8a"
"12900" "SA609X3X8XB03176-A95628B-R55-C63" "E" "SA609X3X8a"
"12901" "SA609X3X8XB03241-A95673A-R46-C51" "E" "SA609X3X8a"
"12902" "SA609X3X8XB03241-A95673A-R51-C28" "E" "SA609X3X8a"
"12903" "SA609X3X8XB03241-A95673A-R52-C10" "E" "SA609X3X8a"
"12904" "SA609X3X8XB03241-A95673A-R52-C52" "E" "SA609X3X8a"
"12905" "SA609X3X8XB03241-A95673A-R58-C62" "E" "SA609X3X8a"
"12906" "SA609X3X8XB03241-A95673A-R59-C07" "E" "SA609X3X8a"
"12907" "SA609X3X8XB03300-A95618A-R03-C12" "E" "SA609X3X8a"
"12908" "SA609X3X8XB03300-A95618A-R04-C12" "E" "SA609X3X8a"
"12909" "SA609X3X8XB03300-A95618A-R05-C11" "E" "SA609X3X8a"
"12910" "SA609X3X8XB03300-A95618A-R07-C07" "E" "SA609X3X8a"
"12911" "SA609X3X8XB03300-A95618A-R07-C15" "E" "SA609X3X8a"
"12912" "SA609X3X8XB03300-A95618A-R07-C42" "E" "SA609X3X8a"
"12913" "SA609X3X8XB03300-A95618A-R07-C45" "E" "SA609X3X8a"
"12914" "SA609X3X8XB03300-A95618A-R07-C57" "E" "SA609X3X8a"
"12915" "SA609X3X8XB03300-A95618A-R07-C70" "E" "SA609X3X8a"
"12916" "SA609X3X8XB03300-A95618A-R08-C47" "E" "SA609X3X8a"
"12917" "SA609X3X8XB03300-A95618A-R08-C63" "E" "SA609X3X8a"
"12918" "SA609X3X8XB03300-A95618A-R08-C68" "E" "SA609X3X8a"
"12919" "SA609X3X8XB03300-A95618A-R09-C31" "E" "SA609X3X8a"
"12920" "SA609X3X8XB03300-A95618A-R09-C67" "E" "SA609X3X8a"
"12921" "SA609X3X8XB03300-A95618A-R10-C09" "E" "SA609X3X8a"
"12922" "SA609X3X8XB03300-A95618A-R10-C50" "E" "SA609X3X8a"
"12923" "SA609X3X8XB03300-A95618A-R10-C51" "E" "SA609X3X8a"
"12924" "SA609X3X8XB03300-A95618A-R11-C25" "E" "SA609X3X8a"
"12925" "SA609X3X8XB03300-A95618A-R11-C42" "E" "SA609X3X8a"
"12926" "SA609X3X8XB03300-A95618A-R12-C22" "E" "SA609X3X8a"
"12927" "SA609X3X8XB03300-A95618A-R12-C29" "E" "SA609X3X8a"
"12928" "SA609X3X8XB03300-A95618A-R12-C39" "E" "SA609X3X8a"
"12929" "SA609X3X8XB03300-A95618A-R13-C24" "E" "SA609X3X8a"
"12930" "SA609X3X8XB03300-A95618A-R13-C38" "E" "SA609X3X8a"
"12931" "SA609X3X8XB03300-A95618A-R14-C23" "E" "SA609X3X8a"
"12932" "SA609X3X8XB03300-A95618A-R14-C29" "E" "SA609X3X8a"
"12933" "SA609X3X8XB03300-A95618A-R16-C10" "E" "SA609X3X8a"
"12934" "SA609X3X8XB03300-A95618A-R17-C08" "E" "SA609X3X8a"
"12935" "SA609X3X8XB03300-A95618A-R17-C49" "E" "SA609X3X8a"
"12936" "SA609X3X8XB03300-A95618A-R18-C35" "E" "SA609X3X8a"
"12937" "SA609X3X8XB03300-A95618A-R18-C46" "E" "SA609X3X8a"
"12938" "SA609X3X8XB03300-A95618A-R19-C54" "E" "SA609X3X8a"
"12939" "SA609X3X8XB03300-A95618A-R19-C65" "E" "SA609X3X8a"
"12940" "SA609X3X8XB03300-A95618A-R19-C70" "E" "SA609X3X8a"
"12941" "SA609X3X8XB03300-A95618A-R20-C38" "E" "SA609X3X8a"
"12942" "SA609X3X8XB03241-A95673A-R46-C36" "E" "SA609X3X8a"
"12943" "SA609X3X8XB03300-A95618A-R03-C17" "E" "SA609X3X8a"
"12944" "SA609X3X8XB03300-A95618A-R10-C41" "E" "SA609X3X8a"
"12945" "SA609X3X8XB03300-A95618A-R14-C56" "E" "SA609X3X8a"
"12946" "SA609X3X8XB03300-A95618A-R17-C48" "E" "SA609X3X8a"
"12947" "SA609X3X8XB03074-A96205A-R15-C48" "E" "SA609X3X8a"
"12948" "SA609X3X8XB03074-A96205A-R20-C50" "E" "SA609X3X8a"
"12949" "SA609X3X8XB03300-A95618A-R06-C10" "E" "SA609X3X8a"
"12950" "SA609X3X8XB03241-A95673A-R52-C38" "E" "SA609X3X8a"
"12951" "SA609X3X8XB03300-A95618A-R08-C46" "E" "SA609X3X8a"
"12952" "SA609X3X8XB03300-A95618A-R17-C23" "E" "SA609X3X8a"
"12953" "SA609X3X8XB03074-A96205A-R17-C59" "E" "SA609X3X8a"
"12954" "SA609X3X8XB03074-A96205A-R21-C09" "E" "SA609X3X8a"
"12955" "SA609X3X8XB03074-A96205A-R35-C24" "E" "SA609X3X8a"
"12956" "SA609X3X8XB03300-A95618A-R03-C07" "E" "SA609X3X8a"
"12957" "SA609X3X8XB03300-A95618A-R09-C44" "E" "SA609X3X8a"
"12958" "SA609X3X8XB03300-A95618A-R17-C62" "E" "SA609X3X8a"
"12959" "SA609X3X8XB03300-A95618A-R20-C40" "E" "SA609X3X8a"
"12960" "SA609X3X8XB03074-A96205A-R31-C64" "E" "SA609X3X8a"
"12961" "SA609X3X8XB03074-A96205A-R33-C11" "E" "SA609X3X8a"
"12962" "SA609X3X8XB03300-A95618A-R07-C38" "E" "SA609X3X8a"
"12963" "SA609X3X8XB03074-A96205A-R23-C39" "E" "SA609X3X8a"
"12964" "SA609X3X8XB03176-A95628B-R52-C48" "E" "SA609X3X8a"
"12965" "SA609X3X8XB03300-A95618A-R04-C23" "E" "SA609X3X8a"
"12966" "SA609X3X8XB03300-A95618A-R04-C43" "E" "SA609X3X8a"
"12967" "SA609X3X8XB03300-A95618A-R07-C16" "E" "SA609X3X8a"
"12968" "SA609X3X8XB03300-A95618A-R13-C35" "E" "SA609X3X8a"
"12969" "SA609X3X8XB03300-A95618A-R13-C56" "E" "SA609X3X8a"
"12970" "SA609X3X8XB03300-A95618A-R15-C62" "E" "SA609X3X8a"
"12971" "SA609X3X8XB03300-A95618A-R16-C57" "E" "SA609X3X8a"
"12972" "SA609X3X8XB03074-A96205A-R32-C09" "E" "SA609X3X8a"
"12973" "SA609X3X8XB03241-A95673A-R53-C32" "E" "SA609X3X8a"
"12974" "SA609X3X8XB03300-A95618A-R11-C23" "E" "SA609X3X8a"
"12975" "SA609X3X8XB03074-A96205A-R26-C62" "E" "SA609X3X8a"
"12976" "SA609X3X8XB03241-A95673A-R48-C19" "E" "SA609X3X8a"
"12977" "SA609X3X8XB03241-A95673A-R55-C45" "E" "SA609X3X8a"
"12978" "SA609X3X8XB03300-A95618A-R14-C11" "E" "SA609X3X8a"
"12979" "SA609X3X8XB03300-A95618A-R16-C28" "E" "SA609X3X8a"
"12980" "SA609X3X8XB03300-A95618A-R04-C15" "E" "SA609X3X8a"
"12981" "SA609X3X8XB03300-A95618A-R18-C55" "E" "SA609X3X8a"
"12982" "SA609X3X8XB03300-A95618A-R20-C28" "E" "SA609X3X8a"
"12983" "SA609X3X8XB03176-A95628B-R58-C51" "F" "SA609X3X8a"
"12984" "SA609X3X8XB03241-A95673A-R69-C65" "F" "SA609X3X8a"
"12985" "SA609X3X8XB03300-A95618A-R18-C19" "F" "SA609X3X8a"
"12986" "SA609X3X8XB03074-A96205A-R33-C62" "F" "SA609X3X8a"
"12987" "SA609X3X8XB03241-A95673A-R47-C51" "F" "SA609X3X8a"
"12988" "SA609X3X8XB03241-A95673A-R63-C15" "F" "SA609X3X8a"
"12989" "SA609X3X8XB03300-A95618A-R07-C30" "F" "SA609X3X8a"
"12990" "SA609X3X8XB03300-A95618A-R08-C45" "F" "SA609X3X8a"
"12991" "SA609X3X8XB03300-A95618A-R14-C39" "F" "SA609X3X8a"
"12992" "SA609X3X8XB03300-A95618A-R17-C32" "F" "SA609X3X8a"
"12993" "SA609X3X8XB03300-A95618A-R17-C70" "F" "SA609X3X8a"
"12994" "SA609X3X8XB03074-A96205A-R16-C22" "F" "SA609X3X8a"
"12995" "SA609X3X8XB03074-A96205A-R24-C58" "F" "SA609X3X8a"
"12996" "SA609X3X8XB03074-A96205A-R34-C09" "F" "SA609X3X8a"
"12997" "SA609X3X8XB03176-A95628B-R51-C42" "F" "SA609X3X8a"
"12998" "SA609X3X8XB03176-A95628B-R68-C22" "F" "SA609X3X8a"
"12999" "SA609X3X8XB03241-A95673A-R47-C28" "F" "SA609X3X8a"
"13000" "SA609X3X8XB03241-A95673A-R48-C47" "F" "SA609X3X8a"
"13001" "SA609X3X8XB03241-A95673A-R49-C25" "F" "SA609X3X8a"
"13002" "SA609X3X8XB03241-A95673A-R50-C07" "F" "SA609X3X8a"
"13003" "SA609X3X8XB03241-A95673A-R50-C42" "F" "SA609X3X8a"
"13004" "SA609X3X8XB03241-A95673A-R54-C56" "F" "SA609X3X8a"
"13005" "SA609X3X8XB03241-A95673A-R55-C17" "F" "SA609X3X8a"
"13006" "SA609X3X8XB03241-A95673A-R56-C20" "F" "SA609X3X8a"
"13007" "SA609X3X8XB03300-A95618A-R09-C23" "F" "SA609X3X8a"
"13008" "SA609X3X8XB03300-A95618A-R10-C53" "F" "SA609X3X8a"
"13009" "SA609X3X8XB03300-A95618A-R13-C45" "F" "SA609X3X8a"
"13010" "SA609X3X8XB03300-A95618A-R13-C53" "F" "SA609X3X8a"
"13011" "SA609X3X8XB03300-A95618A-R15-C19" "F" "SA609X3X8a"
"13012" "SA609X3X8XB03300-A95618A-R15-C33" "F" "SA609X3X8a"
"13013" "SA609X3X8XB03300-A95618A-R16-C08" "F" "SA609X3X8a"
"13014" "SA609X3X8XB03300-A95618A-R16-C17" "F" "SA609X3X8a"
"13015" "SA609X3X8XB03300-A95618A-R17-C18" "F" "SA609X3X8a"
"13016" "SA609X3X8XB03300-A95618A-R18-C64" "F" "SA609X3X8a"
"13017" "SA609X3X8XB03300-A95618A-R19-C37" "F" "SA609X3X8a"
"13018" "SA609X3X8XB03300-A95618A-R19-C45" "F" "SA609X3X8a"
"13019" "SA609X3X8XB03300-A95618A-R19-C55" "F" "SA609X3X8a"
"13020" "SA609X3X8XB03300-A95618A-R19-C56" "F" "SA609X3X8a"
"13021" "SA609X3X8XB03300-A95618A-R20-C63" "F" "SA609X3X8a"
"13022" "SA609X3X8XB03241-A95673A-R57-C48" "F" "SA609X3X8a"
"13023" "SA609X3X8XB03300-A95618A-R13-C64" "F" "SA609X3X8a"
"13024" "SA609X3X8XB03300-A95618A-R14-C27" "F" "SA609X3X8a"
"13025" "SA609X3X8XB03300-A95618A-R20-C16" "F" "SA609X3X8a"
"13026" "SA609X3X8XB03241-A95673A-R62-C64" "F" "SA609X3X8a"
"13027" "SA609X3X8XB03300-A95618A-R12-C33" "F" "SA609X3X8a"
"13028" "SA609X3X8XB03300-A95618A-R18-C23" "F" "SA609X3X8a"
"13029" "SA609X3X8XB03300-A95618A-R19-C38" "F" "SA609X3X8a"
"13030" "SA609X3X8XB03300-A95618A-R20-C62" "F" "SA609X3X8a"
"13031" "SA609X3X8XB03074-A96205A-R21-C21" "F" "SA609X3X8a"
"13032" "SA609X3X8XB03241-A95673A-R53-C07" "F" "SA609X3X8a"
"13033" "SA609X3X8XB03241-A95673A-R53-C38" "F" "SA609X3X8a"
"13034" "SA609X3X8XB03241-A95673A-R56-C63" "F" "SA609X3X8a"
"13035" "SA609X3X8XB03241-A95673A-R61-C18" "F" "SA609X3X8a"
"13036" "SA609X3X8XB03241-A95673A-R67-C55" "F" "SA609X3X8a"
"13037" "SA609X3X8XB03241-A95673A-R67-C16" "F" "SA609X3X8a"
"13038" "SA609X3X8XB03074-A96205A-R15-C35" "F" "SA609X3X8a"
"13039" "SA609X3X8XB03074-A96205A-R16-C13" "F" "SA609X3X8a"
"13040" "SA609X3X8XB03074-A96205A-R19-C42" "F" "SA609X3X8a"
"13041" "SA609X3X8XB03074-A96205A-R20-C55" "F" "SA609X3X8a"
"13042" "SA609X3X8XB03074-A96205A-R29-C54" "F" "SA609X3X8a"
"13043" "SA609X3X8XB03074-A96205A-R35-C70" "F" "SA609X3X8a"
"13044" "SA609X3X8XB03176-A95628B-R57-C59" "F" "SA609X3X8a"
